PlayerName,Rebounds,Rebounds_ZScore,Rebounds_Rank
Rudy Gobert,14.7,3.4890126349898885,1
Nikola Jokić,13.8,3.1456300206499352,2
Domantas Sabonis,12.1,2.4970184157855777,3
Clint Capela,11.9,2.420711168154477,4
Joel Embiid,11.7,2.3444039205233755,5
Giannis Antetokounmpo,11.6,2.3062502967078253,6
Jonas Valančiūnas,11.4,2.229943049076725,7
Jusuf Nurkić,11.1,2.1154821776300734,8
Nikola Vučević,11.0,2.0773285538145227,9
Jarrett Allen,10.8,2.0010213061834223,10
Wendell Carter Jr.,10.5,1.8865604347367708,11
Deandre Ayton,10.2,1.772099563290119,12
Christian Wood,10.1,1.7339459394745689,13
Bam Adebayo,10.1,1.7339459394745689,13
Steven Adams,10.0,1.6957923156590184,15
Julius Randle,9.9,1.6576386918434682,16
Anthony Davis,9.9,1.6576386918434682,16
Karl-Anthony Towns,9.8,1.619485068027918,18
Robert Williams III,9.6,1.5431778203968167,19
Jakob Poeltl,9.3,1.4287169489501657,20
Luka Dončić,9.1,1.3524097013190644,21
Bobby Portis,9.1,1.3524097013190644,21
Isaiah Stewart,8.7,1.1997952060568626,23
Mitchell Robinson,8.6,1.1616415822413122,24
Kyle Kuzma,8.5,1.123487958425762,25
Pascal Siakam,8.5,1.123487958425762,25
Jarred Vanderbilt,8.4,1.0853343346102116,27
Dejounte Murray,8.3,1.0471807107946614,28
Evan Mobley,8.3,1.0471807107946614,28
LeBron James,8.2,1.0090270869791105,30
Kristaps Porziņģis,8.1,0.97087346316356,31
Mo Bamba,8.1,0.97087346316356,31
Jayson Tatum,8.0,0.9327198393480098,33
Josh Giddey,7.8,0.8564125917169089,34
John Collins,7.8,0.8564125917169089,34
James Harden,7.7,0.8182589679013585,36
Al Horford,7.7,0.8182589679013585,36
Scottie Barnes,7.5,0.7419517202702576,38
Russell Westbrook,7.4,0.7037980964547073,39
Kevin Durant,7.4,0.7037980964547073,39
Draymond Green,7.3,0.6656444726391566,41
Josh Hart,7.2,0.6274908488236064,42
Myles Turner,7.1,0.5893372250080557,43
Miles Bridges,7.0,0.5511836011925054,44
Paul George,6.9,0.5130299773769551,45
Tobias Harris,6.8,0.47487635356140445,46
LaMelo Ball,6.7,0.4367227297458542,47
Darius Bazley,6.3,0.2841082344836523,48
Jaylen Brown,6.1,0.20780098685255136,49
Keldon Johnson,6.1,0.20780098685255136,49
Aaron Gordon,5.9,0.13149373922145075,51
Jimmy Butler III,5.9,0.13149373922145075,51
RJ Barrett,5.8,0.09334011540590009,53
Jaren Jackson Jr.,5.8,0.09334011540590009,53
Brandon Ingram,5.8,0.09334011540590009,53
Lauri Markkanen,5.7,0.055186491590349794,56
Ja Morant,5.7,0.055186491590349794,56
Nassir Little,5.6,0.017032867774799156,58
Harrison Barnes,5.6,0.017032867774799156,58
P.J. Tucker,5.5,-0.021120756040751143,60
OG Anunoby,5.5,-0.021120756040751143,60
Robert Covington,5.5,-0.021120756040751143,60
Cade Cunningham,5.5,-0.021120756040751143,60
Jae'Sean Tate,5.4,-0.05927437985630145,64
Saddiq Bey,5.4,-0.05927437985630145,64
