PlayerName,Points,Points_ZScore,Points_Rank
Joel Embiid,30.6,2.582436784545112,1
LeBron James,30.3,2.528985115575472,2
Giannis Antetokounmpo,29.9,2.457716223615951,3
Kevin Durant,29.9,2.457716223615951,3
Luka Dončić,28.4,2.190457878767751,5
Trae Young,28.4,2.190457878767751,5
DeMar DeRozan,27.9,2.1013717638183507,7
Kyrie Irving,27.4,2.0122856488689504,8
Ja Morant,27.4,2.0122856488689504,8
Nikola Jokić,27.1,1.9588339798993109,10
Jayson Tatum,26.9,1.9231995339195502,11
Devin Booker,26.8,1.9053823109296706,12
Donovan Mitchell,25.9,1.74502730402075,13
Stephen Curry,25.5,1.67375841206123,14
Karl-Anthony Towns,24.6,1.51340340515231,15
Shai Gilgeous-Alexander,24.5,1.49558618216243,16
Zach LaVine,24.4,1.4777689591725496,17
Paul George,24.3,1.45995173618267,18
Damian Lillard,24.0,1.4065000672130297,19
Jaylen Brown,23.6,1.3352311752535098,20
Anthony Davis,23.2,1.2639622832939892,21
De'Aaron Fox,23.2,1.2639622832939892,21
Bradley Beal,23.2,1.2639622832939892,21
Pascal Siakam,22.8,1.1926933913344693,24
Brandon Ingram,22.7,1.1748761683445892,25
CJ McCollum,22.1,1.0679728304053093,26
James Harden,22.0,1.050155607415429,27
Darius Garland,21.7,0.9967039384457888,28
Jimmy Butler III,21.4,0.9432522694761486,29
Anthony Edwards,21.3,0.925435046486269,30
Dejounte Murray,21.1,0.889800600506509,31
Tyler Herro,20.7,0.8185317085469884,32
Klay Thompson,20.4,0.7650800395773483,33
Fred VanVleet,20.3,0.7472628165874686,34
Kristaps Porziņģis,20.2,0.7294455935975883,35
Miles Bridges,20.2,0.7294455935975883,35
Khris Middleton,20.1,0.7116283706077087,37
LaMelo Ball,20.1,0.7116283706077087,37
Julius Randle,20.1,0.7116283706077087,37
RJ Barrett,20.0,0.6938111476178284,40
Terry Rozier,19.3,0.5690905866886683,41
Jerami Grant,19.2,0.551273363698788,42
Malcolm Brogdon,19.1,0.5334561407089083,43
Bam Adebayo,19.1,0.5334561407089083,43
Norman Powell,19.0,0.515638917719028,45
Domantas Sabonis,18.9,0.4978216947291478,46
Russell Westbrook,18.5,0.42655280276962787,47
Jordan Poole,18.5,0.42655280276962787,47
Dillon Brooks,18.4,0.4087355797797476,49
Gary Trent Jr.,18.3,0.39091835678986797,50
Jrue Holiday,18.3,0.39091835678986797,50
Desmond Bane,18.2,0.37310113379998766,52
D'Angelo Russell,18.1,0.355283910810108,53
Bojan Bogdanović,18.1,0.355283910810108,53
Christian Wood,17.9,0.31964946483034745,55
Jonas Valančiūnas,17.8,0.3018322418404678,56
Nikola Vučević,17.6,0.26619779586070785,57
Tyrese Maxey,17.5,0.24838057287082757,58
Cade Cunningham,17.4,0.2305633498809473,59
Jalen Green,17.3,0.21274612689106764,60
Anfernee Simons,17.3,0.21274612689106764,60
Andrew Wiggins,17.2,0.19492890390118736,62
Luguentz Dort,17.2,0.19492890390118736,62
Tobias Harris,17.2,0.19492890390118736,62
Deandre Ayton,17.2,0.19492890390118736,62
Kyle Kuzma,17.1,0.1771116809113077,66
OG Anunoby,17.1,0.1771116809113077,66
Keldon Johnson,17.0,0.1592944579214274,68
Caris LeVert,17.0,0.1592944579214274,68
Reggie Jackson,16.8,0.12366001194166748,70
Harrison Barnes,16.4,0.05239111998214697,71
Jalen Brunson,16.3,0.03457389699226732,72
Cole Anthony,16.3,0.03457389699226732,72
Jaren Jackson Jr.,16.3,0.03457389699226732,72
John Collins,16.2,0.016756674002387034,75
Saddiq Bey,16.1,-0.001060548987492618,76
Jarrett Allen,16.1,-0.001060548987492618,76
Jordan Clarkson,16.0,-0.018877771977372903,78
Gordon Hayward,15.9,-0.03669499496725287,79
Kevin Porter Jr.,15.6,-0.09014666393689309,80
Buddy Hield,15.6,-0.09014666393689309,80
Rudy Gobert,15.6,-0.09014666393689309,80
Marcus Morris Sr.,15.4,-0.12578110991665303,83
Tyrese Haliburton,15.3,-0.143598332906533,84
Scottie Barnes,15.3,-0.143598332906533,84
Franz Wagner,15.2,-0.1614155558964133,86
Bogdan Bogdanović,15.1,-0.17923277888629324,87
Jusuf Nurkić,15.0,-0.19705000187617322,88
Kelly Oubre Jr.,15.0,-0.19705000187617322,88
Wendell Carter Jr.,15.0,-0.19705000187617322,88
Seth Curry,15.0,-0.19705000187617322,88
Aaron Gordon,15.0,-0.19705000187617322,88
Evan Mobley,15.0,-0.19705000187617322,88
Josh Hart,14.9,-0.2148672248660532,94
Lauri Markkanen,14.8,-0.23268444785593315,95
Will Barton,14.7,-0.25050167084581343,96
Chris Paul,14.7,-0.25050167084581343,96
Bobby Portis,14.6,-0.2683188938356934,98
Mikal Bridges,14.2,-0.3395877857952136,99
Tim Hardaway Jr.,14.2,-0.3395877857952136,99
Evan Fournier,14.1,-0.35740500878509357,101
Malik Monk,13.8,-0.41085667775473345,102
Spencer Dinwiddie,13.7,-0.42867390074461376,103
Mike Conley,13.7,-0.42867390074461376,103
Jakob Poeltl,13.5,-0.4643083467243737,105
Dennis Schröder,13.5,-0.4643083467243737,105
Eric Gordon,13.4,-0.4821255697142537,107
Kyle Lowry,13.4,-0.4821255697142537,107
De'Andre Hunter,13.4,-0.4821255697142537,107
Carmelo Anthony,13.3,-0.4999427927041336,110
Kentavious Caldwell-Pope,13.2,-0.5177600156940139,111
Derrick White,13.2,-0.5177600156940139,111
Ricky Rubio,13.1,-0.5355772386838938,113
Chris Duarte,13.1,-0.5355772386838938,113
Lonzo Ball,13.0,-0.5533944616737738,115
Brandon Williams,12.9,-0.5712116846636538,116
Myles Turner,12.9,-0.5712116846636538,116
Coby White,12.7,-0.6068461306434141,118
Monté Morris,12.6,-0.6246633536332941,119
Josh Giddey,12.5,-0.642480576623174,120
Cameron Johnson,12.5,-0.642480576623174,120
Devin Vassell,12.3,-0.678115022602934,122
Marcus Smart,12.1,-0.7137494685826942,123
Kevin Huerter,12.1,-0.7137494685826942,123
Luke Kennard,11.9,-0.7493839145624541,125
Devonte' Graham,11.9,-0.7493839145624541,125
Jalen Suggs,11.8,-0.7672011375523341,127
Jae'Sean Tate,11.8,-0.7672011375523341,127
Danilo Gallinari,11.7,-0.7850183605422144,129
Alec Burks,11.7,-0.7850183605422144,129
Kemba Walker,11.6,-0.8028355835320944,131
Davion Mitchell,11.5,-0.8206528065219744,132
Patty Mills,11.4,-0.8384700295118543,133
Gary Harris,11.1,-0.8919216984814945,134
Clint Capela,11.1,-0.8919216984814945,134
Grayson Allen,11.1,-0.8919216984814945,134
Dorian Finney-Smith,11.0,-0.9097389214713745,137
Duncan Robinson,10.9,-0.9275561444612545,138
Terance Mann,10.8,-0.9453733674511344,139
Darius Bazley,10.8,-0.9453733674511344,139
Mo Bamba,10.6,-0.9810078134308947,141
P.J. Washington,10.3,-1.0344594824005346,142
Al Horford,10.2,-1.052276705390415,143
Justin Holiday,10.1,-1.0700939283802948,144
Garrison Mathews,10.0,-1.0879111513701747,145
Talen Horton-Tucker,10.0,-1.0879111513701747,145
Robert Williams III,10.0,-1.0879111513701747,145
Pat Connaughton,9.9,-1.1057283743600548,148
Eric Bledsoe,9.9,-1.1057283743600548,148
Nassir Little,9.8,-1.1235455973499346,150
Herbert Jones,9.5,-1.176997266319575,151
Jae Crowder,9.4,-1.194814489309455,152
Jaden McDaniels,9.2,-1.2304489352892152,153
Patrick Beverley,9.2,-1.2304489352892152,153
Isaac Okoro,8.8,-1.301717827248735,155
Ayo Dosunmu,8.8,-1.301717827248735,155
Reggie Bullock Jr.,8.6,-1.3373522732284953,157
Robert Covington,8.5,-1.3551694962183753,158
Mitchell Robinson,8.5,-1.3551694962183753,158
Isaiah Stewart,8.3,-1.3908039421981353,160
Cody Martin,7.7,-1.4977072801374156,161
P.J. Tucker,7.6,-1.5155245031272957,162
Draymond Green,7.5,-1.5333417261171756,163
Royce O'Neale,7.4,-1.5511589491070557,164
Alex Caruso,7.4,-1.5511589491070557,164
Steven Adams,6.9,-1.6402450640564556,166
Jarred Vanderbilt,6.9,-1.6402450640564556,166
Matisse Thybulle,5.7,-1.8540517399350163,168
