PlayerName,Steals,Steals_ZScore,Steals_Rank
Paul George,2.2,3.4982619778346478,1
Dejounte Murray,2.0,2.9234864157063143,2
Chris Paul,1.9,2.636098634642147,3
Lonzo Ball,1.8,2.348710853577981,4
Herbert Jones,1.7,2.061323072513814,5
Matisse Thybulle,1.7,2.061323072513814,5
Alex Caruso,1.7,2.061323072513814,5
Fred VanVleet,1.7,2.061323072513814,5
Marcus Smart,1.7,2.061323072513814,5
Gary Trent Jr.,1.7,2.061323072513814,5
Tyrese Haliburton,1.7,2.061323072513814,5
Jimmy Butler III,1.6,1.7739352914496478,12
Jrue Holiday,1.6,1.7739352914496478,12
LaMelo Ball,1.6,1.7739352914496478,12
Nikola Jokić,1.5,1.4865475103854808,15
Robert Covington,1.5,1.4865475103854808,15
Anthony Edwards,1.5,1.4865475103854808,15
OG Anunoby,1.5,1.4865475103854808,15
Donovan Mitchell,1.5,1.4865475103854808,15
Bam Adebayo,1.4,1.199159729321314,20
Kyrie Irving,1.4,1.199159729321314,20
Ricky Rubio,1.4,1.199159729321314,20
Jae Crowder,1.4,1.199159729321314,20
Mike Conley,1.3,0.9117719482571478,24
LeBron James,1.3,0.9117719482571478,24
Darius Garland,1.3,0.9117719482571478,24
Draymond Green,1.3,0.9117719482571478,24
Stephen Curry,1.3,0.9117719482571478,24
Terry Rozier,1.3,0.9117719482571478,24
Pascal Siakam,1.3,0.9117719482571478,24
James Harden,1.3,0.9117719482571478,24
Jarred Vanderbilt,1.3,0.9117719482571478,24
Eric Bledsoe,1.3,0.9117719482571478,24
Shai Gilgeous-Alexander,1.3,0.9117719482571478,24
Khris Middleton,1.2,0.624384167192981,35
Ja Morant,1.2,0.624384167192981,35
Jalen Suggs,1.2,0.624384167192981,35
Luka Dončić,1.2,0.624384167192981,35
Desmond Bane,1.2,0.624384167192981,35
Mikal Bridges,1.2,0.624384167192981,35
Anthony Davis,1.2,0.624384167192981,35
Patrick Beverley,1.2,0.624384167192981,35
De'Aaron Fox,1.2,0.624384167192981,35
Cody Martin,1.2,0.624384167192981,35
Cade Cunningham,1.2,0.624384167192981,35
Jaylen Brown,1.1,0.3369963861288148,46
Josh Hart,1.1,0.3369963861288148,46
Royce O'Neale,1.1,0.3369963861288148,46
Jusuf Nurkić,1.1,0.3369963861288148,46
Bogdan Bogdanović,1.1,0.3369963861288148,46
Kentavious Caldwell-Pope,1.1,0.3369963861288148,46
Kevin Porter Jr.,1.1,0.3369963861288148,46
CJ McCollum,1.1,0.3369963861288148,46
Kyle Lowry,1.1,0.3369963861288148,46
Giannis Antetokounmpo,1.1,0.3369963861288148,46
Joel Embiid,1.1,0.3369963861288148,46
Devin Booker,1.1,0.3369963861288148,46
Dorian Finney-Smith,1.1,0.3369963861288148,46
Devin Vassell,1.1,0.3369963861288148,46
Scottie Barnes,1.1,0.3369963861288148,46
Dillon Brooks,1.1,0.3369963861288148,46
Jayson Tatum,1.0,0.04960860506464795,62
Alec Burks,1.0,0.04960860506464795,62
Andrew Wiggins,1.0,0.04960860506464795,62
Talen Horton-Tucker,1.0,0.04960860506464795,62
Russell Westbrook,1.0,0.04960860506464795,62
Karl-Anthony Towns,1.0,0.04960860506464795,62
D'Angelo Russell,1.0,0.04960860506464795,62
Evan Fournier,1.0,0.04960860506464795,62
Kelly Oubre Jr.,1.0,0.04960860506464795,62
Brandon Williams,1.0,0.04960860506464795,62
Gordon Hayward,1.0,0.04960860506464795,62
Gary Harris,1.0,0.04960860506464795,62
