PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Mitchell Robinson,0.761,4.661340427371415,1
Robert Williams III,0.736,4.267440186033844,2
Rudy Gobert,0.713,3.9050519640032784,3
Jarrett Allen,0.677,3.337835616477178,4
Deandre Ayton,0.634,2.6603272013765555,5
Jakob Poeltl,0.618,2.40823104692051,6
Clint Capela,0.613,2.329450998652996,7
Jarred Vanderbilt,0.587,1.9197947476619217,8
Nikola Jokić,0.583,1.8567707090479104,9
Domantas Sabonis,0.573,1.6992106125128819,10
Bam Adebayo,0.557,1.447114458056838,11
Giannis Antetokounmpo,0.553,1.3840904194428267,12
Steven Adams,0.547,1.2895543615218097,13
Jonas Valančiūnas,0.544,1.2422863325613012,14
Jusuf Nurkić,0.535,1.1004822456797756,15
Mikal Bridges,0.534,1.0847262360262728,16
Anthony Davis,0.532,1.053214216719267,17
Karl-Anthony Towns,0.529,1.0059461877587585,18
John Collins,0.526,0.9586781587982499,19
Wendell Carter Jr.,0.525,0.9429221491447471,20
Draymond Green,0.525,0.9429221491447471,20
LeBron James,0.524,0.9271661394912443,22
Aaron Gordon,0.52,0.8641421008772329,23
Ayo Dosunmu,0.52,0.8641421008772329,23
Kevin Durant,0.518,0.8326300815702272,25
Isaiah Stewart,0.51,0.7065820043422044,26
Myles Turner,0.509,0.6908259946887017,27
Evan Mobley,0.508,0.6750699850351988,28
Josh Hart,0.504,0.6120459464211874,29
DeMar DeRozan,0.504,0.6120459464211874,29
Jalen Brunson,0.502,0.5805339271141817,31
Christian Wood,0.501,0.5647779174606788,32
Jrue Holiday,0.501,0.5647779174606788,32
Matisse Thybulle,0.5,0.549021907807176,34
Joel Embiid,0.499,0.5332658981536732,35
Jae'Sean Tate,0.498,0.5175098885001703,36
Pascal Siakam,0.494,0.4544858498861589,37
Ja Morant,0.493,0.4387298402326561,38
Chris Paul,0.493,0.4387298402326561,38
Scottie Barnes,0.492,0.4229738305791533,40
Miles Bridges,0.491,0.4072178209256504,41
Seth Curry,0.487,0.34419378231163905,42
Tyrese Maxey,0.485,0.31268176300463335,43
Monté Morris,0.484,0.29692575335113053,44
Terance Mann,0.484,0.29692575335113053,44
P.J. Tucker,0.484,0.29692575335113053,44
Cody Martin,0.482,0.2654137340441248,47
Tobias Harris,0.482,0.2654137340441248,47
Mo Bamba,0.48,0.23390171473711913,49
Isaac Okoro,0.48,0.23390171473711913,49
Jimmy Butler III,0.48,0.23390171473711913,49
Bobby Portis,0.479,0.21814570508361628,52
Zach LaVine,0.476,0.17087767612310775,53
Herbert Jones,0.476,0.17087767612310775,53
Eric Gordon,0.475,0.1551216664696049,55
Jaylen Brown,0.473,0.12360964716259921,56
Nikola Vučević,0.473,0.12360964716259921,56
De'Aaron Fox,0.473,0.12360964716259921,56
Malik Monk,0.473,0.12360964716259921,56
Tyrese Haliburton,0.473,0.12360964716259921,56
Dorian Finney-Smith,0.471,0.09209762785559353,61
P.J. Washington,0.47,0.07634161820209068,62
Kyrie Irving,0.469,0.06058560854858784,63
Harrison Barnes,0.469,0.06058560854858784,63
Franz Wagner,0.468,0.04482959889508587,65
Al Horford,0.467,0.029073589241583025,66
Andrew Wiggins,0.466,0.013317579588080181,67
Devin Booker,0.466,0.013317579588080181,67
Keldon Johnson,0.466,0.013317579588080181,67
Darius Garland,0.462,-0.049706459025931196,70
Dejounte Murray,0.462,-0.049706459025931196,70
Norman Powell,0.461,-0.06546246867943405,72
Brandon Ingram,0.461,-0.06546246867943405,72
Desmond Bane,0.461,-0.06546246867943405,72
Trae Young,0.46,-0.08121847833293688,75
Nassir Little,0.46,-0.08121847833293688,75
Jaden McDaniels,0.46,-0.08121847833293688,75
Cameron Johnson,0.46,-0.08121847833293688,75
CJ McCollum,0.46,-0.08121847833293688,75
Gordon Hayward,0.459,-0.09697448798643973,80
Kristaps Porziņģis,0.459,-0.09697448798643973,80
Pat Connaughton,0.458,-0.11273049763994257,82
Royce O'Neale,0.457,-0.1284865072934454,83
Luka Dončić,0.457,-0.1284865072934454,83
Bojan Bogdanović,0.455,-0.1599985266004511,85
Kevin Huerter,0.454,-0.17575453625395396,86
Shai Gilgeous-Alexander,0.453,-0.1915105459074568,87
Jayson Tatum,0.453,-0.1915105459074568,87
Kyle Kuzma,0.452,-0.20726655556095963,89
Bradley Beal,0.451,-0.22302256521446248,90
Luke Kennard,0.449,-0.25453458452146815,91
Grayson Allen,0.448,-0.27029059417497103,92
Donovan Mitchell,0.448,-0.27029059417497103,92
Jordan Poole,0.448,-0.27029059417497103,92
Malcolm Brogdon,0.448,-0.27029059417497103,92
Tyler Herro,0.447,-0.28604660382847386,96
Lauri Markkanen,0.445,-0.31755862313547956,97
Russell Westbrook,0.444,-0.3333146327889824,98
Caris LeVert,0.444,-0.3333146327889824,98
Terry Rozier,0.444,-0.3333146327889824,98
Khris Middleton,0.443,-0.34907064244248526,101
OG Anunoby,0.443,-0.34907064244248526,101
Anfernee Simons,0.443,-0.34907064244248526,101
De'Andre Hunter,0.442,-0.3648266520959881,104
Anthony Edwards,0.441,-0.3805826617494909,105
Carmelo Anthony,0.441,-0.3805826617494909,105
Kelly Oubre Jr.,0.44,-0.3963386714029938,107
