PlayerName,Points,Points_ZScore,Points_Rank
Aaron Gordon,16.3,-0.07315430554077908,80
Jaden Ivey,16.3,-0.07315430554077908,80
Evan Mobley,16.2,-0.08885661859877483,82
Brook Lopez,15.9,-0.13596355777276128,83
Russell Westbrook,15.9,-0.13596355777276128,83
P.J. Washington,15.7,-0.16736818388875252,85
Cameron Johnson,15.5,-0.1987728100047435,86
De'Andre Hunter,15.4,-0.21447512306273897,87
Scottie Barnes,15.3,-0.23017743612073446,88
Wendell Carter Jr.,15.2,-0.24587974917873023,89
Kevin Huerter,15.2,-0.24587974917873023,89
Harrison Barnes,15.0,-0.2772843752947212,91
Immanuel Quickley,14.9,-0.2929866883527167,92
Malcolm Brogdon,14.9,-0.2929866883527167,92
Alperen Sengun,14.8,-0.30868900141071215,94
Gordon Hayward,14.7,-0.32439131446870795,95
Tobias Harris,14.7,-0.32439131446870795,95
Trey Murphy III,14.5,-0.3557959405846989,97
Tim Hardaway Jr.,14.4,-0.3714982536426944,98
Jarrett Allen,14.3,-0.38720056670068986,99
Dillon Brooks,14.3,-0.38720056670068986,99
Jalen Williams,14.1,-0.4186051928166811,101
Bobby Portis,14.1,-0.4186051928166811,101
Bogdan Bogdanović,14.0,-0.4343075058746766,103
Markelle Fultz,14.0,-0.4343075058746766,103
Chris Paul,13.9,-0.45000981893267206,105
Saddiq Bey,13.8,-0.4657121319906676,106
Luguentz Dort,13.7,-0.4814144450486633,107
Rudy Gobert,13.4,-0.5285213842226498,108
Jusuf Nurkić,13.3,-0.5442236972806452,109
Kris Dunn,13.2,-0.559926010338641,110
John Collins,13.1,-0.5756283233966365,111
Cole Anthony,13.0,-0.591330636454632,112
Austin Reaves,13.0,-0.591330636454632,112
Tre Jones,12.9,-0.6070329495126274,114
Jabari Smith Jr.,12.8,-0.622735262570623,115
KJ Martin,12.7,-0.6384375756286187,116
Malik Beasley,12.7,-0.6384375756286187,116
Nic Claxton,12.6,-0.6541398886866142,118
Dennis Schröder,12.6,-0.6541398886866142,118
Kelly Olynyk,12.5,-0.6698422017446097,120
Jakob Poeltl,12.5,-0.6698422017446097,120
Eric Gordon,12.4,-0.6855445148026051,122
Derrick White,12.4,-0.6855445148026051,122
Keegan Murray,12.2,-0.7169491409185964,124
Caris LeVert,12.1,-0.7326514539765919,125
Jaden McDaniels,12.1,-0.7326514539765919,125
Clint Capela,12.0,-0.7483537670345873,127
Mike Conley,11.9,-0.7640560800925829,128
Bruce Brown,11.5,-0.826865332324565,129
Marcus Smart,11.5,-0.826865332324565,129
Max Strus,11.5,-0.826865332324565,129
Quentin Grimes,11.3,-0.8582699584405561,132
Isaiah Stewart,11.3,-0.8582699584405561,132
Marcus Morris Sr.,11.2,-0.8739722714985518,134
Kyle Lowry,11.2,-0.8739722714985518,134
Corey Kispert,11.1,-0.8896745845565472,136
Jeremy Sochan,11.0,-0.9053768976145428,137
Kentavious Caldwell-Pope,10.8,-0.9367815237305337,138
Ivica Zubac,10.8,-0.9367815237305337,138
Mason Plumlee,10.8,-0.9367815237305337,138
Victor Oladipo,10.7,-0.9524838367885295,141
Grayson Allen,10.4,-0.999590775962516,142
Killian Hayes,10.3,-1.0152930890205114,143
Monté Morris,10.3,-1.0152930890205114,143
Patrick Williams,10.2,-1.0309954020785073,145
De'Anthony Melton,10.1,-1.0466977151365027,146
Herbert Jones,9.8,-1.0938046543104891,147
Al Horford,9.8,-1.0938046543104891,147
Josh Hart,9.8,-1.0938046543104891,147
Caleb Martin,9.6,-1.1252092804264804,150
Andrew Nembhard,9.5,-1.1409115934844758,151
Gabe Vincent,9.4,-1.1566139065424714,152
Kyle Anderson,9.4,-1.1566139065424714,152
Donte DiVincenzo,9.4,-1.1566139065424714,152
Deni Avdija,9.2,-1.1880185326584627,155
Josh Green,9.1,-1.203720845716458,156
Dennis Smith Jr.,8.8,-1.2508277848904445,157
Royce O'Neale,8.8,-1.2508277848904445,157
Ayo Dosunmu,8.6,-1.2822324110064358,159
Steven Adams,8.6,-1.2822324110064358,159
Draymond Green,8.5,-1.2979347240644312,161
Dorian Finney-Smith,8.3,-1.3293393501804223,162
Grant Williams,8.1,-1.3607439762964135,163
Mitchell Robinson,7.4,-1.470660167702382,164
Reggie Bullock Jr.,7.2,-1.5020647938183733,165
Ben Simmons,6.9,-1.5491717329923598,166
Justise Winslow,6.8,-1.5648740460503554,167
Patrick Beverley,6.2,-1.6590879243983288,168
Maxi Kleber,5.9,-1.7061948635723152,169
P.J. Tucker,3.5,-2.0830503769642084,170
