PlayerName,Blocks,Blocks_ZScore,Blocks_Rank
Jaren Jackson Jr.,3.0,5.158443108249739,1
Brook Lopez,2.5,4.100364767995811,2
Nic Claxton,2.5,4.100364767995811,2
Myles Turner,2.3,3.6771334318942395,4
Anthony Davis,2.0,3.042286427741883,5
Mitchell Robinson,1.8,2.6190550916403117,6
Joel Embiid,1.7,2.407439423589526,7
Evan Mobley,1.5,1.9842080874879546,8
Kristaps Porziņģis,1.5,1.9842080874879546,8
Kevin Durant,1.4,1.7725924194371687,10
Rudy Gobert,1.4,1.7725924194371687,10
Ivica Zubac,1.3,1.5609767513863835,12
Jarrett Allen,1.2,1.3493610833355976,13
Clint Capela,1.2,1.3493610833355976,13
Jakob Poeltl,1.2,1.3493610833355976,13
Christian Wood,1.1,1.137745415284812,16
Steven Adams,1.1,1.137745415284812,16
P.J. Washington,1.1,1.137745415284812,16
Al Horford,1.0,0.9261297472340263,19
Shai Gilgeous-Alexander,1.0,0.9261297472340263,19
Jaden McDaniels,1.0,0.9261297472340263,19
John Collins,1.0,0.9261297472340263,19
Jabari Smith Jr.,0.9,0.7145140791832407,23
Patrick Williams,0.9,0.7145140791832407,23
Derrick White,0.9,0.7145140791832407,23
Kyle Anderson,0.9,0.7145140791832407,23
Alperen Sengun,0.9,0.7145140791832407,23
Jerami Grant,0.8,0.5028984111324551,28
Jusuf Nurkić,0.8,0.5028984111324551,28
Kyrie Irving,0.8,0.5028984111324551,28
Maxi Kleber,0.8,0.5028984111324551,28
Giannis Antetokounmpo,0.8,0.5028984111324551,28
Scottie Barnes,0.8,0.5028984111324551,28
Draymond Green,0.8,0.5028984111324551,28
Deandre Ayton,0.8,0.5028984111324551,28
Aaron Gordon,0.8,0.5028984111324551,28
Bam Adebayo,0.8,0.5028984111324551,28
Andrew Wiggins,0.8,0.5028984111324551,28
Bradley Beal,0.7,0.2912827430816693,39
Nikola Jokić,0.7,0.2912827430816693,39
Nikola Vučević,0.7,0.2912827430816693,39
OG Anunoby,0.7,0.2912827430816693,39
Mikal Bridges,0.7,0.2912827430816693,39
Isaiah Stewart,0.7,0.2912827430816693,39
Jayson Tatum,0.7,0.2912827430816693,39
Anthony Edwards,0.7,0.2912827430816693,39
Herbert Jones,0.6,0.07966707503088367,47
Fred VanVleet,0.6,0.07966707503088367,47
Lauri Markkanen,0.6,0.07966707503088367,47
LeBron James,0.6,0.07966707503088367,47
Karl-Anthony Towns,0.6,0.07966707503088367,47
Bruce Brown,0.6,0.07966707503088367,47
Zion Williamson,0.6,0.07966707503088367,47
Mason Plumlee,0.6,0.07966707503088367,47
Royce O'Neale,0.6,0.07966707503088367,47
Ben Simmons,0.6,0.07966707503088367,47
Wendell Carter Jr.,0.6,0.07966707503088367,47
Patrick Beverley,0.6,0.07966707503088367,47
CJ McCollum,0.5,-0.13194859301990192,59
Trey Murphy III,0.5,-0.13194859301990192,59
Tobias Harris,0.5,-0.13194859301990192,59
Kawhi Leonard,0.5,-0.13194859301990192,59
Keegan Murray,0.5,-0.13194859301990192,59
Russell Westbrook,0.5,-0.13194859301990192,59
James Harden,0.5,-0.13194859301990192,59
Michael Porter Jr.,0.5,-0.13194859301990192,59
De'Anthony Melton,0.5,-0.13194859301990192,59
Kris Dunn,0.5,-0.13194859301990192,59
Kyle Kuzma,0.5,-0.13194859301990192,59
Pascal Siakam,0.5,-0.13194859301990192,59
Paolo Banchero,0.5,-0.13194859301990192,59
Luka Dončić,0.5,-0.13194859301990192,59
Kelly Olynyk,0.5,-0.13194859301990192,59
Jalen Williams,0.5,-0.13194859301990192,59
DeMar DeRozan,0.5,-0.13194859301990192,59
Kentavious Caldwell-Pope,0.5,-0.13194859301990192,59
Dorian Finney-Smith,0.5,-0.13194859301990192,59
Domantas Sabonis,0.5,-0.13194859301990192,59
Dennis Smith Jr.,0.5,-0.13194859301990192,59
Cole Anthony,0.5,-0.13194859301990192,59
Desmond Bane,0.4,-0.34356426107068755,81
Brandon Ingram,0.4,-0.34356426107068755,81
Killian Hayes,0.4,-0.34356426107068755,81
Klay Thompson,0.4,-0.34356426107068755,81
Grant Williams,0.4,-0.34356426107068755,81
Kyle Lowry,0.4,-0.34356426107068755,81
D'Angelo Russell,0.4,-0.34356426107068755,81
Stephen Curry,0.4,-0.34356426107068755,81
Markelle Fultz,0.4,-0.34356426107068755,81
Tyrese Haliburton,0.4,-0.34356426107068755,81
Kelly Oubre Jr.,0.4,-0.34356426107068755,81
Deni Avdija,0.4,-0.34356426107068755,81
Devin Vassell,0.4,-0.34356426107068755,81
Paul George,0.4,-0.34356426107068755,81
Quentin Grimes,0.4,-0.34356426107068755,81
Eric Gordon,0.4,-0.34356426107068755,81
Donovan Mitchell,0.4,-0.34356426107068755,81
Marcus Smart,0.4,-0.34356426107068755,81
Caleb Martin,0.4,-0.34356426107068755,81
KJ Martin,0.4,-0.34356426107068755,81
Jeremy Sochan,0.4,-0.34356426107068755,81
Josh Giddey,0.4,-0.34356426107068755,81
Jaylen Brown,0.4,-0.34356426107068755,81
Chris Paul,0.4,-0.34356426107068755,81
Justise Winslow,0.4,-0.34356426107068755,81
Jrue Holiday,0.4,-0.34356426107068755,81
Spencer Dinwiddie,0.3,-0.5551799291214733,107
Marcus Morris Sr.,0.3,-0.5551799291214733,107
Damian Lillard,0.3,-0.5551799291214733,107
Jordan Poole,0.3,-0.5551799291214733,107
Malcolm Brogdon,0.3,-0.5551799291214733,107
Devin Booker,0.3,-0.5551799291214733,107
Ja Morant,0.3,-0.5551799291214733,107
Buddy Hield,0.3,-0.5551799291214733,107
Norman Powell,0.3,-0.5551799291214733,107
Austin Reaves,0.3,-0.5551799291214733,107
Ayo Dosunmu,0.3,-0.5551799291214733,107
De'Aaron Fox,0.3,-0.5551799291214733,107
Caris LeVert,0.3,-0.5551799291214733,107
Jimmy Butler III,0.3,-0.5551799291214733,107
Dejounte Murray,0.3,-0.5551799291214733,107
Terry Rozier,0.3,-0.5551799291214733,107
De'Andre Hunter,0.3,-0.5551799291214733,107
LaMelo Ball,0.3,-0.5551799291214733,107
Victor Oladipo,0.3,-0.5551799291214733,107
Bogdan Bogdanović,0.3,-0.5551799291214733,107
Josh Hart,0.3,-0.5551799291214733,107
Cameron Johnson,0.3,-0.5551799291214733,107
Luguentz Dort,0.3,-0.5551799291214733,107
Kevin Huerter,0.3,-0.5551799291214733,107
Kevin Porter Jr.,0.3,-0.5551799291214733,107
Julius Randle,0.3,-0.5551799291214733,107
Jalen Brunson,0.2,-0.7667955971722589,133
Tyler Herro,0.2,-0.7667955971722589,133
Andrew Nembhard,0.2,-0.7667955971722589,133
Reggie Bullock Jr.,0.2,-0.7667955971722589,133
Tim Hardaway Jr.,0.2,-0.7667955971722589,133
Saddiq Bey,0.2,-0.7667955971722589,133
Anfernee Simons,0.2,-0.7667955971722589,133
Dennis Schröder,0.2,-0.7667955971722589,133
RJ Barrett,0.2,-0.7667955971722589,133
Jordan Clarkson,0.2,-0.7667955971722589,133
Jamal Murray,0.2,-0.7667955971722589,133
P.J. Tucker,0.2,-0.7667955971722589,133
Keldon Johnson,0.2,-0.7667955971722589,133
Immanuel Quickley,0.2,-0.7667955971722589,133
Jaden Ivey,0.2,-0.7667955971722589,133
Grayson Allen,0.2,-0.7667955971722589,133
Gordon Hayward,0.2,-0.7667955971722589,133
Dillon Brooks,0.2,-0.7667955971722589,133
Jalen Green,0.2,-0.7667955971722589,133
Franz Wagner,0.2,-0.7667955971722589,133
Gary Trent Jr.,0.2,-0.7667955971722589,133
Bobby Portis,0.2,-0.7667955971722589,133
Zach LaVine,0.2,-0.7667955971722589,133
Mike Conley,0.2,-0.7667955971722589,133
Bennedict Mathurin,0.2,-0.7667955971722589,133
Max Strus,0.2,-0.7667955971722589,133
Monté Morris,0.2,-0.7667955971722589,133
Donte DiVincenzo,0.1,-0.9784112652230446,160
Tyrese Maxey,0.1,-0.9784112652230446,160
Harrison Barnes,0.1,-0.9784112652230446,160
Darius Garland,0.1,-0.9784112652230446,160
Tre Jones,0.1,-0.9784112652230446,160
Bojan Bogdanović,0.1,-0.9784112652230446,160
Josh Green,0.1,-0.9784112652230446,160
Gabe Vincent,0.1,-0.9784112652230446,160
Malik Beasley,0.1,-0.9784112652230446,160
Trae Young,0.1,-0.9784112652230446,160
Corey Kispert,0.1,-0.9784112652230446,160
