PlayerName,Turnovers,Turnovers_ZScore,Turnovers_Rank
Trae Young,4.1,2.7048724670770983,1
Giannis Antetokounmpo,3.9,2.4569197469891466,2
Nikola Jokić,3.6,2.084990666857219,3
Luka Dončić,3.6,2.084990666857219,3
LaMelo Ball,3.6,2.084990666857219,3
Russell Westbrook,3.5,1.9610143068132428,6
Joel Embiid,3.4,1.8370379467692668,7
James Harden,3.4,1.8370379467692668,7
Ja Morant,3.4,1.8370379467692668,7
Zion Williamson,3.4,1.8370379467692668,7
Kevin Durant,3.3,1.7130615867252907,11
Anthony Edwards,3.3,1.7130615867252907,11
Brandon Ingram,3.3,1.7130615867252907,11
Damian Lillard,3.3,1.7130615867252907,11
LeBron James,3.2,1.5890852266813154,15
Stephen Curry,3.2,1.5890852266813154,15
Kevin Porter Jr.,3.2,1.5890852266813154,15
Jaden Ivey,3.2,1.5890852266813154,15
Paul George,3.1,1.4651088666373393,19
Jordan Poole,3.1,1.4651088666373393,19
Jordan Clarkson,3.0,1.3411325065933632,21
Karl-Anthony Towns,3.0,1.3411325065933632,21
Kyle Kuzma,3.0,1.3411325065933632,21
Jrue Holiday,2.9,1.2171561465493872,24
Jayson Tatum,2.9,1.2171561465493872,24
Jaylen Brown,2.9,1.2171561465493872,24
Bradley Beal,2.9,1.2171561465493872,24
Domantas Sabonis,2.9,1.2171561465493872,24
Darius Garland,2.9,1.2171561465493872,24
Julius Randle,2.8,1.093179786505411,30
Draymond Green,2.8,1.093179786505411,30
Shai Gilgeous-Alexander,2.8,1.093179786505411,30
Josh Giddey,2.8,1.093179786505411,30
Paolo Banchero,2.8,1.093179786505411,30
Devin Booker,2.7,0.9692034264614355,35
D'Angelo Russell,2.6,0.8452270664174595,36
Jalen Green,2.6,0.8452270664174595,36
Alperen Sengun,2.6,0.8452270664174595,36
Donovan Mitchell,2.6,0.8452270664174595,36
Kelly Olynyk,2.5,0.7212507063734834,40
Tyrese Haliburton,2.5,0.7212507063734834,40
Zach LaVine,2.5,0.7212507063734834,40
De'Aaron Fox,2.5,0.7212507063734834,40
Bam Adebayo,2.5,0.7212507063734834,40
Tyler Herro,2.4,0.5972743463295074,45
CJ McCollum,2.4,0.5972743463295074,45
Pascal Siakam,2.4,0.5972743463295074,45
Ben Simmons,2.3,0.47329798628553127,48
Killian Hayes,2.3,0.47329798628553127,48
Marcus Smart,2.3,0.47329798628553127,48
Markelle Fultz,2.3,0.47329798628553127,48
Jusuf Nurkić,2.3,0.47329798628553127,48
Bojan Bogdanović,2.3,0.47329798628553127,48
Desmond Bane,2.2,0.34932162624155577,54
Anthony Davis,2.2,0.34932162624155577,54
Dejounte Murray,2.2,0.34932162624155577,54
RJ Barrett,2.2,0.34932162624155577,54
Jamal Murray,2.2,0.34932162624155577,54
Anfernee Simons,2.1,0.2253452661975797,59
DeMar DeRozan,2.1,0.2253452661975797,59
Victor Oladipo,2.1,0.2253452661975797,59
Kyrie Irving,2.1,0.2253452661975797,59
Keldon Johnson,2.1,0.2253452661975797,59
Franz Wagner,2.1,0.2253452661975797,59
Kristaps Porziņģis,2.1,0.2253452661975797,59
Terry Rozier,2.1,0.2253452661975797,59
Jalen Brunson,2.1,0.2253452661975797,59
Gordon Hayward,2.0,0.10136890615360362,68
Fred VanVleet,2.0,0.10136890615360362,68
OG Anunoby,2.0,0.10136890615360362,68
Scottie Barnes,2.0,0.10136890615360362,68
Steven Adams,1.9,-0.022607453890372445,72
Wendell Carter Jr.,1.9,-0.022607453890372445,72
Bennedict Mathurin,1.9,-0.022607453890372445,72
Chris Paul,1.9,-0.022607453890372445,72
Kyle Lowry,1.9,-0.022607453890372445,72
Lauri Markkanen,1.9,-0.022607453890372445,72
Spencer Dinwiddie,1.8,-0.14658381393434824,78
Evan Mobley,1.8,-0.14658381393434824,78
Jerami Grant,1.8,-0.14658381393434824,78
Christian Wood,1.8,-0.14658381393434824,78
Klay Thompson,1.8,-0.14658381393434824,78
Deandre Ayton,1.8,-0.14658381393434824,78
Kawhi Leonard,1.7,-0.2705601739783243,84
Dennis Schröder,1.7,-0.2705601739783243,84
Buddy Hield,1.7,-0.2705601739783243,84
Jakob Poeltl,1.7,-0.2705601739783243,84
Rudy Gobert,1.7,-0.2705601739783243,84
Nikola Vučević,1.7,-0.2705601739783243,84
Myles Turner,1.7,-0.2705601739783243,84
Jeremy Sochan,1.7,-0.2705601739783243,84
Jaren Jackson Jr.,1.7,-0.2705601739783243,84
Norman Powell,1.7,-0.2705601739783243,84
Andrew Nembhard,1.7,-0.2705601739783243,84
Jalen Williams,1.6,-0.3945365340223001,95
Caris LeVert,1.6,-0.3945365340223001,95
Jimmy Butler III,1.6,-0.3945365340223001,95
Deni Avdija,1.6,-0.3945365340223001,95
Donte DiVincenzo,1.6,-0.3945365340223001,95
Tre Jones,1.6,-0.3945365340223001,95
Kris Dunn,1.6,-0.3945365340223001,95
Kyle Anderson,1.5,-0.5185128940662761,102
Devin Vassell,1.5,-0.5185128940662761,102
Ivica Zubac,1.5,-0.5185128940662761,102
P.J. Washington,1.5,-0.5185128940662761,102
Dennis Smith Jr.,1.5,-0.5185128940662761,102
Cole Anthony,1.5,-0.5185128940662761,102
Mason Plumlee,1.5,-0.5185128940662761,102
Mikal Bridges,1.5,-0.5185128940662761,102
Justise Winslow,1.5,-0.5185128940662761,102
Eric Gordon,1.5,-0.5185128940662761,102
Josh Hart,1.5,-0.5185128940662761,102
Mike Conley,1.5,-0.5185128940662761,102
Bruce Brown,1.5,-0.5185128940662761,102
Royce O'Neale,1.5,-0.5185128940662761,102
Malcolm Brogdon,1.5,-0.5185128940662761,102
Austin Reaves,1.5,-0.5185128940662761,102
Aaron Gordon,1.4,-0.6424892541102523,118
Jaden McDaniels,1.4,-0.6424892541102523,118
Brook Lopez,1.4,-0.6424892541102523,118
Jarrett Allen,1.4,-0.6424892541102523,118
Isaiah Stewart,1.4,-0.6424892541102523,118
Dillon Brooks,1.4,-0.6424892541102523,118
Gabe Vincent,1.4,-0.6424892541102523,118
Andrew Wiggins,1.3,-0.766465614154228,125
Kevin Huerter,1.3,-0.766465614154228,125
Jabari Smith Jr.,1.3,-0.766465614154228,125
Tyrese Maxey,1.3,-0.766465614154228,125
Kelly Oubre Jr.,1.3,-0.766465614154228,125
Nic Claxton,1.3,-0.766465614154228,125
De'Anthony Melton,1.3,-0.766465614154228,125
Herbert Jones,1.3,-0.766465614154228,125
Derrick White,1.2,-0.890441974198204,133
De'Andre Hunter,1.2,-0.890441974198204,133
