PlayerName,FreeThrowPct,FreeThrowPct_ZScore,FreeThrowPct_Rank
Tyler Herro,0.934,1.657573104156325,1
Kevin Durant,0.919,1.486370892013321,2
Stephen Curry,0.915,1.4407169687751866,3
Damian Lillard,0.914,1.429303487965653,4
Kyrie Irving,0.905,1.3265821606798505,5
Shai Gilgeous-Alexander,0.905,1.3265821606798505,5
Trey Murphy III,0.905,1.3265821606798505,5
Grayson Allen,0.905,1.3265821606798505,5
Fred VanVleet,0.898,1.2466877950131154,9
Mikal Bridges,0.895,1.2124473525845145,10
Cole Anthony,0.894,1.2010338717749809,11
Anfernee Simons,0.894,1.2010338717749809,11
Trae Young,0.886,1.109726025298712,13
Bojan Bogdanović,0.884,1.086899063679645,14
Desmond Bane,0.883,1.0754855828701113,15
Brandon Ingram,0.882,1.0640721020605777,16
Klay Thompson,0.879,1.0298316596319768,17
Max Strus,0.876,0.995591217203376,18
Tobias Harris,0.876,0.995591217203376,18
Derrick White,0.875,0.9841777363938424,20
Lauri Markkanen,0.875,0.9841777363938424,20
Karl-Anthony Towns,0.874,0.9727642555843088,22
DeMar DeRozan,0.872,0.9499372939652416,23
Gabe Vincent,0.872,0.9499372939652416,23
Paul George,0.871,0.938523813155708,25
Tyrese Haliburton,0.871,0.938523813155708,25
Kawhi Leonard,0.871,0.938523813155708,25
Jordan Poole,0.87,0.9271103323461743,28
Malcolm Brogdon,0.87,0.9271103323461743,28
Donovan Mitchell,0.867,0.8928698899175735,30
James Harden,0.867,0.8928698899175735,30
Austin Reaves,0.864,0.8586294474889727,32
Darius Garland,0.863,0.8472159666794391,33
Saddiq Bey,0.861,0.8243890050603719,34
Tre Jones,0.86,0.8129755242508383,35
Kyle Lowry,0.859,0.8015620434413047,36
Jrue Holiday,0.859,0.8015620434413047,36
Dennis Schröder,0.857,0.7787350818222375,38
Joel Embiid,0.857,0.7787350818222375,38
Patrick Williams,0.857,0.7787350818222375,38
Devin Booker,0.855,0.7559081202031702,41
Jayson Tatum,0.854,0.7444946393936367,42
Kelly Olynyk,0.853,0.733081158584103,43
Corey Kispert,0.852,0.7216676777745694,44
Kristaps Porziņģis,0.851,0.7102541969650359,45
Jimmy Butler III,0.85,0.6988407161555023,46
Zach LaVine,0.848,0.6760137545364351,47
Harrison Barnes,0.847,0.6646002737269014,48
Tyrese Maxey,0.845,0.6417733121078342,49
LaMelo Ball,0.843,0.618946350488767,50
Cameron Johnson,0.842,0.6075328696792334,51
Bradley Beal,0.842,0.6075328696792334,51
Franz Wagner,0.842,0.6075328696792334,51
Gary Trent Jr.,0.839,0.5732924272506326,54
OG Anunoby,0.838,0.5618789464410989,55
Nikola Vučević,0.835,0.5276385040124981,56
Mike Conley,0.834,0.5162250232029646,57
Jamal Murray,0.833,0.504811542393431,58
Dejounte Murray,0.832,0.4933980615838973,59
Bogdan Bogdanović,0.831,0.48198458077436374,60
Chris Paul,0.831,0.48198458077436374,60
Monté Morris,0.831,0.48198458077436374,60
Jalen Brunson,0.829,0.4591576191552965,63
D'Angelo Russell,0.829,0.4591576191552965,63
Bennedict Mathurin,0.828,0.44774413834576293,65
De'Andre Hunter,0.826,0.4249171767266957,66
P.J. Tucker,0.826,0.4249171767266957,66
Kentavious Caldwell-Pope,0.824,0.4020902151076285,68
