PlayerName,Rebounds,Rebounds_ZScore,Rebounds_Rank
Anthony Davis,12.5,2.910356700843678,1
Domantas Sabonis,12.3,2.827210639312139,2
Giannis Antetokounmpo,11.8,2.6193454854832905,3
Nikola Jokić,11.8,2.6193454854832905,3
Rudy Gobert,11.6,2.5361994239517505,5
Steven Adams,11.5,2.494626393185981,6
Clint Capela,11.0,2.2867612393571326,7
Nikola Vučević,11.0,2.2867612393571326,7
Joel Embiid,10.2,1.9541769932309745,9
Julius Randle,10.0,1.8710309316994354,10
Deandre Ayton,10.0,1.8710309316994354,10
Ivica Zubac,9.9,1.8294579009336658,12
Jarrett Allen,9.8,1.7878848701678962,13
Bobby Portis,9.6,1.7047388086363564,14
Mitchell Robinson,9.4,1.6215927471048173,15
Bam Adebayo,9.2,1.5384466855732775,16
Nic Claxton,9.2,1.5384466855732775,16
Jusuf Nurkić,9.1,1.496873654807508,18
Jakob Poeltl,9.1,1.496873654807508,18
Alperen Sengun,9.0,1.4553006240417383,20
Evan Mobley,9.0,1.4553006240417383,20
Mason Plumlee,8.9,1.4137275932759688,22
Jayson Tatum,8.8,1.3721545625101992,23
Wendell Carter Jr.,8.7,1.330581531744429,24
Lauri Markkanen,8.6,1.2890085009786594,25
Luka Dončić,8.6,1.2890085009786594,25
Kristaps Porziņģis,8.4,1.2058624394471202,27
LeBron James,8.3,1.1642894086813507,28
Isaiah Stewart,8.1,1.0811433471498109,29
Karl-Anthony Towns,8.1,1.0811433471498109,29
Josh Giddey,7.9,0.9979972856182718,31
Pascal Siakam,7.8,0.9564242548525018,32
Josh Hart,7.8,0.9564242548525018,32
Myles Turner,7.5,0.8317051625551929,34
Christian Wood,7.3,0.7485591010236533,35
Draymond Green,7.2,0.7069860702578838,36
Jabari Smith Jr.,7.2,0.7069860702578838,36
Kyle Kuzma,7.2,0.7069860702578838,36
Zion Williamson,7.0,0.6238400087263444,39
Paolo Banchero,6.9,0.5822669779605748,40
Jaylen Brown,6.9,0.5822669779605748,40
Jaren Jackson Jr.,6.8,0.5406939471948049,42
Brook Lopez,6.7,0.4991209164290353,43
Kevin Durant,6.7,0.4991209164290353,43
Aaron Gordon,6.6,0.4575478856632654,45
Scottie Barnes,6.6,0.4575478856632654,45
Kawhi Leonard,6.5,0.4159748548974958,47
John Collins,6.5,0.4159748548974958,47
LaMelo Ball,6.4,0.37440182413172624,49
Deni Avdija,6.4,0.37440182413172624,49
Ben Simmons,6.3,0.33282879336595633,51
Al Horford,6.2,0.29125576260018676,52
Kelly Olynyk,6.2,0.29125576260018676,52
James Harden,6.1,0.24968273183441686,54
Stephen Curry,6.1,0.24968273183441686,54
Paul George,6.1,0.24968273183441686,54
Ja Morant,5.9,0.16653667030287775,57
Jimmy Butler III,5.9,0.16653667030287775,57
Anthony Edwards,5.8,0.12496363953710783,59
Russell Westbrook,5.8,0.12496363953710783,59
Tobias Harris,5.7,0.08339060877133828,61
Michael Porter Jr.,5.5,0.0002445472397987921,62
Brandon Ingram,5.5,0.0002445472397987921,62
KJ Martin,5.5,0.0002445472397987921,62
Tyler Herro,5.4,-0.04132848352597076,65
Kyle Anderson,5.3,-0.08290151429174068,66
Jeremy Sochan,5.3,-0.08290151429174068,66
Dejounte Murray,5.3,-0.08290151429174068,66
Kevin Porter Jr.,5.3,-0.08290151429174068,66
Kelly Oubre Jr.,5.2,-0.12447454505751024,70
Royce O'Neale,5.1,-0.16604757582328017,71
Kyrie Irving,5.1,-0.16604757582328017,71
Jrue Holiday,5.1,-0.16604757582328017,71
Keldon Johnson,5.0,-0.2076206065890497,74
RJ Barrett,5.0,-0.2076206065890497,74
OG Anunoby,5.0,-0.2076206065890497,74
Justise Winslow,5.0,-0.2076206065890497,74
Desmond Bane,5.0,-0.2076206065890497,74
Buddy Hield,5.0,-0.2076206065890497,74
Andrew Wiggins,5.0,-0.2076206065890497,74
P.J. Washington,4.9,-0.24919363735481928,81
Caleb Martin,4.8,-0.2907666681205892,82
Dorian Finney-Smith,4.8,-0.2907666681205892,82
Cole Anthony,4.8,-0.2907666681205892,82
Damian Lillard,4.8,-0.2907666681205892,82
Shai Gilgeous-Alexander,4.8,-0.2907666681205892,82
Saddiq Bey,4.7,-0.3323396988863587,87
Keegan Murray,4.6,-0.3739127296521287,88
Luguentz Dort,4.6,-0.3739127296521287,88
Grant Williams,4.6,-0.3739127296521287,88
DeMar DeRozan,4.6,-0.3739127296521287,88
Devin Booker,4.5,-0.41548576041789825,92
Jalen Williams,4.5,-0.41548576041789825,92
Kris Dunn,4.5,-0.41548576041789825,92
Jerami Grant,4.5,-0.41548576041789825,92
Harrison Barnes,4.5,-0.41548576041789825,92
Zach LaVine,4.5,-0.41548576041789825,92
Donte DiVincenzo,4.5,-0.41548576041789825,92
Cameron Johnson,4.4,-0.45705879118366777,99
Mikal Bridges,4.4,-0.45705879118366777,99
CJ McCollum,4.4,-0.45705879118366777,99
Chris Paul,4.3,-0.4986318219494377,102
Donovan Mitchell,4.3,-0.4986318219494377,102
Gordon Hayward,4.3,-0.4986318219494377,102
De'Aaron Fox,4.2,-0.5402048527152072,105
Malcolm Brogdon,4.2,-0.5402048527152072,105
De'Andre Hunter,4.2,-0.5402048527152072,105
Immanuel Quickley,4.2,-0.5402048527152072,105
Terry Rozier,4.1,-0.5817778834809771,109
Kyle Lowry,4.1,-0.5817778834809771,109
Bennedict Mathurin,4.1,-0.5817778834809771,109
Bruce Brown,4.1,-0.5817778834809771,109
De'Anthony Melton,4.1,-0.5817778834809771,109
Herbert Jones,4.1,-0.5817778834809771,109
Fred VanVleet,4.1,-0.5817778834809771,109
Klay Thompson,4.1,-0.5817778834809771,109
Franz Wagner,4.1,-0.5817778834809771,109
Jamal Murray,4.0,-0.6233509142467467,118
Jordan Clarkson,4.0,-0.6233509142467467,118
Patrick Williams,4.0,-0.6233509142467467,118
Marcus Morris Sr.,4.0,-0.6233509142467467,118
Jaden Ivey,3.9,-0.6649239450125165,122
Markelle Fultz,3.9,-0.6649239450125165,122
P.J. Tucker,3.9,-0.6649239450125165,122
Jaden McDaniels,3.9,-0.6649239450125165,122
Bradley Beal,3.9,-0.6649239450125165,122
Devin Vassell,3.9,-0.6649239450125165,122
Caris LeVert,3.8,-0.7064969757782862,128
Bojan Bogdanović,3.8,-0.7064969757782862,128
Jalen Green,3.7,-0.7480700065440558,130
Patrick Beverley,3.7,-0.7480700065440558,130
Tyrese Haliburton,3.7,-0.7480700065440558,130
Maxi Kleber,3.6,-0.7896430373098255,133
Reggie Bullock Jr.,3.6,-0.7896430373098255,133
Derrick White,3.6,-0.7896430373098255,133
Trey Murphy III,3.6,-0.7896430373098255,133
Tre Jones,3.6,-0.7896430373098255,133
Tim Hardaway Jr.,3.5,-0.8312160680755952,138
Malik Beasley,3.5,-0.8312160680755952,138
Jalen Brunson,3.5,-0.8312160680755952,138
Spencer Dinwiddie,3.4,-0.872789098841365,141
Monté Morris,3.4,-0.872789098841365,141
Grayson Allen,3.3,-0.9143621296071347,143
Dillon Brooks,3.3,-0.9143621296071347,143
Kevin Huerter,3.3,-0.9143621296071347,143
Quentin Grimes,3.2,-0.9559351603729043,146
Max Strus,3.2,-0.9559351603729043,146
Dennis Smith Jr.,3.1,-0.9975081911386741,148
Marcus Smart,3.1,-0.9975081911386741,148
Bogdan Bogdanović,3.1,-0.9975081911386741,148
D'Angelo Russell,3.0,-1.0390812219044439,151
Victor Oladipo,3.0,-1.0390812219044439,151
Josh Green,3.0,-1.0390812219044439,151
Austin Reaves,3.0,-1.0390812219044439,151
Trae Young,3.0,-1.0390812219044439,151
Tyrese Maxey,2.9,-1.0806542526702134,156
Killian Hayes,2.9,-1.0806542526702134,156
Norman Powell,2.9,-1.0806542526702134,156
Ayo Dosunmu,2.8,-1.1222272834359832,159
Corey Kispert,2.8,-1.1222272834359832,159
Jordan Poole,2.7,-1.1638003142017528,161
Darius Garland,2.7,-1.1638003142017528,161
Kentavious Caldwell-Pope,2.7,-1.1638003142017528,161
Andrew Nembhard,2.7,-1.1638003142017528,161
Mike Conley,2.7,-1.1638003142017528,161
Anfernee Simons,2.6,-1.2053733449675226,166
Gary Trent Jr.,2.6,-1.2053733449675226,166
Dennis Schröder,2.5,-1.2469463757332924,168
Gabe Vincent,2.1,-1.413238498796371,169
Eric Gordon,1.9,-1.4963845603279105,170
