PlayerName,Assists,Assists_ZScore,Assists_Rank
James Harden,10.7,3.2083460879233416,1
Tyrese Haliburton,10.4,3.068721844827438,2
Trae Young,10.2,2.9756390160968342,3
Nikola Jokić,9.8,2.789473358635629,4
Chris Paul,8.9,2.3706006293479156,5
LaMelo Ball,8.4,2.137893557521408,6
Ja Morant,8.1,1.9982693144255033,7
Luka Dončić,8.0,1.951727900060202,8
Darius Garland,7.8,1.8586450713295988,9
Russell Westbrook,7.5,1.7190208282336945,10
Jrue Holiday,7.4,1.6724794138683932,11
Domantas Sabonis,7.3,1.6259379995030914,12
Damian Lillard,7.3,1.6259379995030914,12
Fred VanVleet,7.2,1.5793965851377902,14
Draymond Green,6.8,1.393230927676584,15
LeBron James,6.8,1.393230927676584,15
Mike Conley,6.7,1.3466895133112826,17
Tre Jones,6.6,1.300148098945981,18
Spencer Dinwiddie,6.5,1.2536066845806797,19
Marcus Smart,6.3,1.1605238558500766,20
Stephen Curry,6.3,1.1605238558500766,20
Killian Hayes,6.2,1.1139824414847752,22
Jalen Brunson,6.2,1.1139824414847752,22
Jamal Murray,6.2,1.1139824414847752,22
Josh Giddey,6.2,1.1139824414847752,22
D'Angelo Russell,6.2,1.1139824414847752,22
Dejounte Murray,6.1,1.0674410271194736,27
De'Aaron Fox,6.1,1.0674410271194736,27
Ben Simmons,6.1,1.0674410271194736,27
Brandon Ingram,5.8,0.9278167840235693,30
Pascal Siakam,5.8,0.9278167840235693,30
CJ McCollum,5.7,0.8812753696582679,32
Giannis Antetokounmpo,5.7,0.8812753696582679,32
Markelle Fultz,5.7,0.8812753696582679,32
Kevin Porter Jr.,5.7,0.8812753696582679,32
Kris Dunn,5.6,0.8347339552929661,36
Kyrie Irving,5.5,0.7881925409276649,37
Devin Booker,5.5,0.7881925409276649,37
Shai Gilgeous-Alexander,5.5,0.7881925409276649,37
Bradley Beal,5.4,0.7416511265623635,40
Jimmy Butler III,5.3,0.6951097121970619,41
Monté Morris,5.3,0.6951097121970619,41
Jaden Ivey,5.2,0.6485682978317605,43
Terry Rozier,5.1,0.6020268834664587,44
Paul George,5.1,0.6020268834664587,44
DeMar DeRozan,5.1,0.6020268834664587,44
Kyle Lowry,5.1,0.6020268834664587,44
Kevin Durant,5.0,0.5554854691011575,48
Kyle Anderson,4.9,0.5089440547358561,49
Karl-Anthony Towns,4.8,0.4624026403705544,50
Dennis Smith Jr.,4.8,0.4624026403705544,50
Scottie Barnes,4.8,0.4624026403705544,50
Jayson Tatum,4.6,0.36931981163995137,53
Zion Williamson,4.6,0.36931981163995137,53
Jordan Poole,4.5,0.32277839727465,55
Andrew Nembhard,4.5,0.32277839727465,55
Dennis Schröder,4.5,0.32277839727465,55
Jordan Clarkson,4.4,0.2762369829093487,58
Desmond Bane,4.4,0.2762369829093487,58
Anthony Edwards,4.4,0.2762369829093487,58
Donovan Mitchell,4.4,0.2762369829093487,58
Zach LaVine,4.2,0.18315415417874567,62
Tyler Herro,4.2,0.18315415417874567,62
Joel Embiid,4.2,0.18315415417874567,62
Julius Randle,4.1,0.13661273981344393,65
Anfernee Simons,4.1,0.13661273981344393,65
Gordon Hayward,4.1,0.13661273981344393,65
Kawhi Leonard,3.9,0.0435299110828411,68
Alperen Sengun,3.9,0.0435299110828411,68
Caris LeVert,3.9,0.0435299110828411,68
Cole Anthony,3.9,0.0435299110828411,68
Derrick White,3.9,0.0435299110828411,68
Josh Hart,3.8,-0.0030115032824604253,73
Royce O'Neale,3.7,-0.04955291764776174,74
Kyle Kuzma,3.7,-0.04955291764776174,74
Paolo Banchero,3.7,-0.04955291764776174,74
Malcolm Brogdon,3.7,-0.04955291764776174,74
Kelly Olynyk,3.7,-0.04955291764776174,74
Jalen Green,3.7,-0.04955291764776174,74
Devin Vassell,3.6,-0.09609433201306326,80
Franz Wagner,3.5,-0.1426357463783648,81
Donte DiVincenzo,3.5,-0.1426357463783648,81
Jaylen Brown,3.5,-0.1426357463783648,81
Tyrese Maxey,3.5,-0.1426357463783648,81
Victor Oladipo,3.5,-0.1426357463783648,81
Justise Winslow,3.4,-0.1891771607436663,86
Bruce Brown,3.4,-0.1891771607436663,86
Austin Reaves,3.4,-0.1891771607436663,86
Immanuel Quickley,3.4,-0.1891771607436663,86
Mikal Bridges,3.3,-0.23571857510896785,90
Jalen Williams,3.3,-0.23571857510896785,90
Nikola Vučević,3.2,-0.28225998947426917,92
Bam Adebayo,3.2,-0.28225998947426917,92
Mason Plumlee,3.1,-0.3288014038395707,94
Al Horford,3.0,-0.3753428182048722,95
Aaron Gordon,3.0,-0.3753428182048722,95
Jusuf Nurkić,2.9,-0.4218842325701737,97
Patrick Beverley,2.9,-0.4218842325701737,97
Keldon Johnson,2.9,-0.4218842325701737,97
Kevin Huerter,2.9,-0.4218842325701737,97
Evan Mobley,2.8,-0.4684256469354752,101
Deni Avdija,2.8,-0.4684256469354752,101
Buddy Hield,2.8,-0.4684256469354752,101
Bogdan Bogdanović,2.8,-0.4684256469354752,101
RJ Barrett,2.8,-0.4684256469354752,101
Jakob Poeltl,2.7,-0.5149670613007765,106
Kristaps Porziņģis,2.7,-0.5149670613007765,106
Eric Gordon,2.7,-0.5149670613007765,106
Bojan Bogdanović,2.6,-0.5615084756660781,109
De'Anthony Melton,2.6,-0.5615084756660781,109
Anthony Davis,2.6,-0.5615084756660781,109
Dillon Brooks,2.6,-0.5615084756660781,109
Ayo Dosunmu,2.6,-0.5615084756660781,109
Jeremy Sochan,2.5,-0.6080498900313797,114
Herbert Jones,2.5,-0.6080498900313797,114
Gabe Vincent,2.5,-0.6080498900313797,114
Tobias Harris,2.5,-0.6080498900313797,114
Klay Thompson,2.4,-0.6545913043966811,118
Kentavious Caldwell-Pope,2.4,-0.6545913043966811,118
Jerami Grant,2.4,-0.6545913043966811,118
P.J. Washington,2.4,-0.6545913043966811,118
Grayson Allen,2.3,-0.7011327187619827,122
Andrew Wiggins,2.3,-0.7011327187619827,122
Wendell Carter Jr.,2.3,-0.7011327187619827,122
Steven Adams,2.3,-0.7011327187619827,122
Luguentz Dort,2.1,-0.7942155474925855,126
Quentin Grimes,2.1,-0.7942155474925855,126
Max Strus,2.1,-0.7942155474925855,126
OG Anunoby,2.0,-0.8407569618578871,129
Lauri Markkanen,1.9,-0.8872983762231885,130
Nic Claxton,1.9,-0.8872983762231885,130
Jaden McDaniels,1.9,-0.8872983762231885,130
Cameron Johnson,1.9,-0.8872983762231885,130
Tim Hardaway Jr.,1.8,-0.9338397905884901,134
Norman Powell,1.8,-0.9338397905884901,134
Christian Wood,1.8,-0.9338397905884901,134
Marcus Morris Sr.,1.8,-0.9338397905884901,134
Grant Williams,1.7,-0.9803812049537914,138
Jarrett Allen,1.7,-0.9803812049537914,138
Deandre Ayton,1.7,-0.9803812049537914,138
Josh Green,1.7,-0.9803812049537914,138
Gary Trent Jr.,1.6,-1.026922619319093,142
Harrison Barnes,1.6,-1.026922619319093,142
Caleb Martin,1.6,-1.026922619319093,142
Bennedict Mathurin,1.5,-1.0734640336843944,145
Bobby Portis,1.5,-1.0734640336843944,145
Dorian Finney-Smith,1.5,-1.0734640336843944,145
KJ Martin,1.5,-1.0734640336843944,145
Saddiq Bey,1.5,-1.0734640336843944,145
Malik Beasley,1.5,-1.0734640336843944,145
Trey Murphy III,1.4,-1.120005448049696,151
Isaiah Stewart,1.4,-1.120005448049696,151
De'Andre Hunter,1.4,-1.120005448049696,151
Myles Turner,1.4,-1.120005448049696,151
Reggie Bullock Jr.,1.4,-1.120005448049696,151
Maxi Kleber,1.4,-1.120005448049696,151
Jabari Smith Jr.,1.3,-1.1665468624149975,157
Brook Lopez,1.3,-1.1665468624149975,157
John Collins,1.2,-1.2130882767802988,159
Corey Kispert,1.2,-1.2130882767802988,159
Rudy Gobert,1.2,-1.2130882767802988,159
Patrick Williams,1.2,-1.2130882767802988,159
Keegan Murray,1.2,-1.2130882767802988,159
Kelly Oubre Jr.,1.1,-1.2596296911456004,164
Michael Porter Jr.,1.0,-1.3061711055109018,165
Ivica Zubac,1.0,-1.3061711055109018,165
Jaren Jackson Jr.,1.0,-1.3061711055109018,165
Clint Capela,0.9,-1.3527125198762033,168
Mitchell Robinson,0.9,-1.3527125198762033,168
P.J. Tucker,0.8,-1.399253934241505,170
