PlayerName,Blocks,Blocks_ZScore,Blocks_Rank
Victor Wembanyama,3.8,6.3247609929641255,1
Walker Kessler,2.4,3.56419828296637,2
Anthony Davis,2.2,3.16983218153812,3
Chet Holmgren,2.2,3.16983218153812,3
Myles Turner,2.0,2.775466080109869,5
Brook Lopez,1.9,2.5782830293957435,6
Evan Mobley,1.6,1.9867338772533678,7
Kristaps Porziņģis,1.5,1.7895508265392424,8
Jaren Jackson Jr.,1.5,1.7895508265392424,8
Alex Sarr,1.5,1.7895508265392424,8
Nic Claxton,1.4,1.5923677758251167,11
Rudy Gobert,1.4,1.5923677758251167,11
Yves Missi,1.3,1.3951847251109917,13
Amen Thompson,1.3,1.3951847251109917,13
Jakob Poeltl,1.2,1.1980016743968662,15
Mark Williams,1.2,1.1980016743968662,15
Kevin Durant,1.2,1.1980016743968662,15
Giannis Antetokounmpo,1.2,1.1980016743968662,15
Jalen Duren,1.1,1.000818623682741,19
Derrick White,1.1,1.000818623682741,19
Isaiah Hartenstein,1.1,1.000818623682741,19
Ivica Zubac,1.1,1.000818623682741,19
P.J. Washington,1.1,1.000818623682741,19
Deandre Ayton,1.0,0.8036355729686155,24
Jerami Grant,1.0,0.8036355729686155,24
John Collins,1.0,0.8036355729686155,24
Scottie Barnes,1.0,0.8036355729686155,24
Draymond Green,1.0,0.8036355729686155,24
Jalen Johnson,1.0,0.8036355729686155,24
Shai Gilgeous-Alexander,1.0,0.8036355729686155,24
Jarrett Allen,0.9,0.6064525222544902,31
Jalen Suggs,0.9,0.6064525222544902,31
Onyeka Okongwu,0.9,0.6064525222544902,31
OG Anunoby,0.9,0.6064525222544902,31
Naz Reid,0.9,0.6064525222544902,31
Zion Williamson,0.9,0.6064525222544902,31
Jaden McDaniels,0.9,0.6064525222544902,31
Al Horford,0.9,0.6064525222544902,31
Keegan Murray,0.9,0.6064525222544902,31
Alperen Sengun,0.8,0.4092694715403649,40
Tobias Harris,0.8,0.4092694715403649,40
Andrew Wiggins,0.8,0.4092694715403649,40
Cade Cunningham,0.8,0.4092694715403649,40
Jabari Smith Jr.,0.7,0.2120864208262394,44
Nikola Vučević,0.7,0.2120864208262394,44
Kyshawn George,0.7,0.2120864208262394,44
Bam Adebayo,0.7,0.2120864208262394,44
Bilal Coulibaly,0.7,0.2120864208262394,44
