PlayerName,ThreePointPct,ThreePointPct_ZScore,ThreePointPct_Rank
Zach LaVine,0.446,1.2482011961185782,1
Taurean Prince,0.439,1.165436891672782,2
Aaron Gordon,0.436,1.1299664754817262,3
Harrison Barnes,0.433,1.0944960592906707,4
Kevin Durant,0.43,1.0590256430996152,5
Karl-Anthony Towns,0.42,0.9407909224627633,6
Norman Powell,0.418,0.917143978335393,7
Domantas Sabonis,0.417,0.9053205062717078,8
Nikola Jokić,0.417,0.9053205062717078,8
Gary Trent Jr.,0.416,0.8934970342080226,10
Malik Beasley,0.416,0.8934970342080226,10
Tyus Jones,0.414,0.8698500900806522,12
Rui Hachimura,0.413,0.858026618016967,13
Kristaps Porziņģis,0.412,0.8462031459532818,14
Luguentz Dort,0.412,0.8462031459532818,14
Kawhi Leonard,0.411,0.8343796738895967,16
Dorian Finney-Smith,0.411,0.8343796738895967,16
Jaden Ivey,0.409,0.8107327297622263,18
Payton Pritchard,0.407,0.7870857856348559,19
Collin Sexton,0.406,0.7752623135711714,20
De'Andre Hunter,0.405,0.7634388415074862,21
Nikola Vučević,0.402,0.7279684253164306,22
Kyrie Irving,0.401,0.7161449532527454,23
Darius Garland,0.401,0.7161449532527454,23
Ochai Agbaji,0.399,0.6924980091253751,25
John Collins,0.399,0.6924980091253751,25
Davion Mitchell,0.398,0.6806745370616899,27
Stephen Curry,0.397,0.6688510649980047,28
Donte DiVincenzo,0.397,0.6688510649980047,28
Dillon Brooks,0.397,0.6688510649980047,28
Christian Braun,0.397,0.6688510649980047,28
Myles Turner,0.396,0.6570275929343194,32
Michael Porter Jr.,0.395,0.6452041208706343,33
Anthony Edwards,0.395,0.6452041208706343,33
Jamal Murray,0.393,0.6215571767432639,35
Desmond Bane,0.392,0.6097337046795788,36
Klay Thompson,0.391,0.5979102326158936,37
Josh Green,0.391,0.5979102326158936,37
Cameron Johnson,0.39,0.5860867605522084,39
Pascal Siakam,0.389,0.5742632884885231,40
Tyrese Haliburton,0.388,0.562439816424838,41
Max Strus,0.386,0.5387928722974676,42
Bradley Beal,0.386,0.5387928722974676,42
Quentin Grimes,0.385,0.5269694002337825,44
Derrick White,0.384,0.5151459281700973,45
Jared McCain,0.383,0.503322456106412,46
Jalen Brunson,0.383,0.503322456106412,46
P.J. Washington,0.381,0.4796755119790417,48
Nickeil Alexander-Walker,0.381,0.4796755119790417,48
Guerschon Yabusele,0.38,0.4678520399153565,50
Naz Reid,0.379,0.45602856785167134,51
Chet Holmgren,0.379,0.45602856785167134,51
Immanuel Quickley,0.378,0.4442050957879861,53
Jordan Poole,0.378,0.4442050957879861,53
Josh Giddey,0.378,0.4442050957879861,53
Chris Paul,0.377,0.43238162372430095,56
Austin Reaves,0.377,0.43238162372430095,56
LeBron James,0.376,0.4205581516606158,58
Damian Lillard,0.376,0.4205581516606158,58
Shai Gilgeous-Alexander,0.375,0.4087346795969306,60
Jaren Jackson Jr.,0.375,0.4087346795969306,60
Tyler Herro,0.375,0.4087346795969306,60
Toumani Camara,0.375,0.4087346795969306,60
Andrew Wiggins,0.374,0.3969112075332454,64
CJ McCollum,0.373,0.3850877354695602,65
Brook Lopez,0.373,0.3850877354695602,65
Brandin Podziemski,0.372,0.37326426340587504,67
OG Anunoby,0.372,0.37326426340587504,67
Nikola Jović,0.371,0.3614407913421898,69
Evan Mobley,0.37,0.34961731927850465,70
Coby White,0.37,0.34961731927850465,70
Luka Dončić,0.368,0.32597037515113425,72
Donovan Mitchell,0.368,0.32597037515113425,72
Santi Aldama,0.368,0.32597037515113425,72
Tim Hardaway Jr.,0.368,0.32597037515113425,72
Devin Vassell,0.368,0.32597037515113425,72
Max Christie,0.366,0.3023234310237639,77
Bobby Portis,0.365,0.2904999589600787,78
Deni Avdija,0.365,0.2904999589600787,78
Jerami Grant,0.365,0.2904999589600787,78
Jalen Williams,0.365,0.2904999589600787,78
Corey Kispert,0.364,0.2786764868963935,82
Justin Edwards,0.363,0.26685301483270835,83
Al Horford,0.363,0.26685301483270835,83
Anfernee Simons,0.363,0.26685301483270835,83
Jordan Clarkson,0.362,0.2550295427690232,86
Trey Murphy III,0.361,0.24320607070533798,87
Caleb Martin,0.359,0.21955912657796758,88
Paul George,0.358,0.20773565451428241,89
Bam Adebayo,0.357,0.19591218245059722,90
Cade Cunningham,0.356,0.18408871038691202,91
Cason Wallace,0.356,0.18408871038691202,91
Brandon Miller,0.355,0.17226523832322685,93
Scoot Henderson,0.354,0.16044176625954165,94
Jabari Smith Jr.,0.354,0.16044176625954165,94
Jalen Green,0.354,0.16044176625954165,94
Mikal Bridges,0.354,0.16044176625954165,94
