PlayerName,ThreePointPct,ThreePointPct_ZScore,ThreePointPct_Rank
Jrue Holiday,0.353,0.14861829419585648,98
Victor Wembanyama,0.352,0.13679482213217128,99
James Harden,0.352,0.13679482213217128,99
Jaylen Wells,0.352,0.13679482213217128,99
Gradey Dick,0.35,0.11314787800480092,102
RJ Barrett,0.35,0.11314787800480092,102
Cam Thomas,0.349,0.10132440594111572,104
Lauri Markkanen,0.346,0.06585398975006017,105
Fred VanVleet,0.345,0.05403051768637498,106
Tobias Harris,0.345,0.05403051768637498,106
Julius Randle,0.344,0.042207045622689794,108
Jayson Tatum,0.343,0.030383573559005263,109
Keyonte George,0.343,0.030383573559005263,109
Keegan Murray,0.343,0.030383573559005263,109
Kentavious Caldwell-Pope,0.342,0.018560101495320076,112
Dennis Schröder,0.342,0.018560101495320076,112
Bennedict Mathurin,0.34,-0.005086842632050299,114
Trae Young,0.34,-0.005086842632050299,114
Dyson Daniels,0.34,-0.005086842632050299,114
Bub Carrington,0.339,-0.016910314695735486,117
LaMelo Ball,0.339,-0.016910314695735486,117
Jalen Wilson,0.337,-0.04055725882310586,119
Tyrese Maxey,0.337,-0.04055725882310586,119
Spencer Dinwiddie,0.334,-0.07602767501416142,121
Jakob Poeltl,0.333,-0.08785114707784661,122
Josh Hart,0.333,-0.08785114707784661,122
Devin Booker,0.332,-0.09967461914153179,124
Jaden McDaniels,0.33,-0.12332156326890216,125
DeMar DeRozan,0.328,-0.14696850739627254,126
Ayo Dosunmu,0.328,-0.14696850739627254,126
Malik Monk,0.325,-0.1824389235873281,128
Draymond Green,0.325,-0.1824389235873281,128
Onyeka Okongwu,0.324,-0.19426239565101328,130
Jaylen Brown,0.324,-0.19426239565101328,130
Russell Westbrook,0.323,-0.20608586771469847,132
Kyshawn George,0.322,-0.21790933977838367,133
Paolo Banchero,0.32,-0.24155628390575404,134
D'Angelo Russell,0.314,-0.31249711628786514,135
Jalen Suggs,0.314,-0.31249711628786514,135
Miles Bridges,0.313,-0.32432058835155037,137
Jalen Johnson,0.312,-0.33614406041523553,138
Shaedon Sharpe,0.311,-0.3479675324789207,139
De'Aaron Fox,0.31,-0.3597910045426059,140
Ja Morant,0.309,-0.3716144766062911,141
Alex Sarr,0.308,-0.38343794866997627,142
Jimmy Butler III,0.308,-0.38343794866997627,142
Jeremy Sochan,0.308,-0.38343794866997627,142
Kyle Kuzma,0.307,-0.39526142073366144,145
Herbert Jones,0.306,-0.40708489279734666,146
Dejounte Murray,0.299,-0.48984919724314296,147
Franz Wagner,0.295,-0.5371430854978837,148
Terry Rozier,0.295,-0.5371430854978837,148
Kelly Oubre Jr.,0.293,-0.560790029625254,150
Andrew Nembhard,0.291,-0.5844369737526245,151
Stephon Castle,0.285,-0.6553778061347356,152
Anthony Davis,0.282,-0.6908482223257911,153
Bilal Coulibaly,0.281,-0.7026716943894756,154
Amen Thompson,0.275,-0.7736125267715868,155
Naji Marshall,0.275,-0.7736125267715868,155
Scottie Barnes,0.271,-0.8209064150263276,157
Isaiah Collier,0.249,-1.0810228004274016,158
Nic Claxton,0.238,-1.2110809931279387,159
Wendell Carter Jr.,0.234,-1.2583748813826792,160
Alperen Sengun,0.233,-1.2701983534463643,161
Zion Williamson,0.231,-1.2938452975737347,162
Giannis Antetokounmpo,0.222,-1.4002565461469014,163
Deandre Ayton,0.188,-1.8022545963121974,164
Walker Kessler,0.176,-1.9441362610764197,165
Isaiah Hartenstein,0.0,-4.02506734428501,166
Ivica Zubac,0.0,-4.02506734428501,166
Rudy Gobert,0.0,-4.02506734428501,166
Jalen Duren,0.0,-4.02506734428501,166
Jarrett Allen,0.0,-4.02506734428501,166
Mark Williams,0.0,-4.02506734428501,166
Yves Missi,0.0,-4.02506734428501,166
