PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Jaylen Brown,0.463,-0.15409158658760957,81
De'Aaron Fox,0.463,-0.15409158658760957,81
Franz Wagner,0.463,-0.15409158658760957,81
Naz Reid,0.462,-0.17093005729476887,84
Devin Booker,0.461,-0.18776852800192817,85
Jared McCain,0.46,-0.20460699870908747,86
Wendell Carter Jr.,0.46,-0.20460699870908747,86
Austin Reaves,0.46,-0.20460699870908747,86
Jaden Ivey,0.46,-0.20460699870908747,86
Andrew Nembhard,0.458,-0.23828394012340606,90
Bennedict Mathurin,0.458,-0.23828394012340606,90
Toumani Camara,0.458,-0.23828394012340606,90
Taurean Prince,0.457,-0.25512241083056536,93
Nikola Jović,0.456,-0.2719608815377247,94
Justin Edwards,0.455,-0.28879935224488396,95
Ja Morant,0.454,-0.3056378229520433,96
Trey Murphy III,0.454,-0.3056378229520433,96
P.J. Washington,0.453,-0.32247629365920255,98
Coby White,0.453,-0.32247629365920255,98
Paolo Banchero,0.452,-0.3393147643663619,100
Shaedon Sharpe,0.452,-0.3393147643663619,100
Jayson Tatum,0.452,-0.3393147643663619,100
Corey Kispert,0.451,-0.35615323507352115,103
Luka Dončić,0.45,-0.37299170578068047,104
Russell Westbrook,0.449,-0.38983017648783974,105
Damian Lillard,0.448,-0.40666864719499907,106
Stephen Curry,0.448,-0.40666864719499907,106
Andrew Wiggins,0.448,-0.40666864719499907,106
Tyus Jones,0.448,-0.40666864719499907,106
Dorian Finney-Smith,0.448,-0.40666864719499907,106
Anthony Edwards,0.447,-0.42350711790215834,111
Scottie Barnes,0.446,-0.44034558860931766,112
Brandin Podziemski,0.445,-0.45718405931647693,113
Keegan Murray,0.444,-0.47402253002363626,114
CJ McCollum,0.444,-0.47402253002363626,114
Devin Vassell,0.443,-0.4908610007307955,116
Donovan Mitchell,0.443,-0.4908610007307955,116
Jrue Holiday,0.443,-0.4908610007307955,116
Derrick White,0.442,-0.5076994714379548,119
Max Strus,0.442,-0.5076994714379548,119
Malik Monk,0.439,-0.5582148835594327,121
Kentavious Caldwell-Pope,0.439,-0.5582148835594327,121
Jabari Smith Jr.,0.438,-0.5750533542665921,123
Cam Thomas,0.438,-0.5750533542665921,123
Nickeil Alexander-Walker,0.438,-0.5750533542665921,123
Tyrese Maxey,0.437,-0.5918918249737514,126
Herbert Jones,0.436,-0.6087302956809106,127
Kyle Kuzma,0.436,-0.6087302956809106,127
Luguentz Dort,0.435,-0.6255687663880699,129
Jordan Poole,0.432,-0.6760841785095478,130
Gary Trent Jr.,0.431,-0.6929226492167071,131
Miles Bridges,0.431,-0.6929226492167071,131
Malik Beasley,0.43,-0.7097611199238665,133
Paul George,0.43,-0.7097611199238665,133
Dillon Brooks,0.429,-0.7265995906310257,135
Josh Green,0.428,-0.743438061338185,136
Stephon Castle,0.428,-0.743438061338185,136
Chris Paul,0.427,-0.7602765320453443,138
Max Christie,0.427,-0.7602765320453443,138
Anfernee Simons,0.426,-0.7771150027525037,140
Jaylen Wells,0.425,-0.7939534734596629,141
Caleb Martin,0.424,-0.8107919441668222,142
Draymond Green,0.424,-0.8107919441668222,142
Lauri Markkanen,0.423,-0.8276304148739815,144
Al Horford,0.423,-0.8276304148739815,144
Jalen Green,0.423,-0.8276304148739815,144
Donte DiVincenzo,0.422,-0.8444688855811409,147
Isaiah Collier,0.422,-0.8444688855811409,147
Bilal Coulibaly,0.421,-0.8613073562883001,149
Immanuel Quickley,0.42,-0.8781458269954594,150
Scoot Henderson,0.419,-0.8949842977026188,151
Spencer Dinwiddie,0.416,-0.9454997098240966,152
Klay Thompson,0.412,-1.0128535926527338,153
Trae Young,0.411,-1.0296920633598932,154
Jalen Suggs,0.41,-1.0465305340670523,155
Gradey Dick,0.41,-1.0465305340670523,155
James Harden,0.41,-1.0465305340670523,155
Jordan Clarkson,0.408,-1.080207475481371,158
Tim Hardaway Jr.,0.406,-1.1138844168956887,159
Dennis Schröder,0.406,-1.1138844168956887,159
LaMelo Ball,0.405,-1.130722887602848,161
Brandon Miller,0.403,-1.1643998290171667,162
Bub Carrington,0.401,-1.1980767704314852,163
Jalen Wilson,0.397,-1.2654306532601223,164
Alex Sarr,0.394,-1.3159460653816002,165
Dejounte Murray,0.393,-1.3327845360887596,166
Keyonte George,0.391,-1.3664614775030781,167
Terry Rozier,0.391,-1.3664614775030781,167
D'Angelo Russell,0.39,-1.3832999482102375,169
Fred VanVleet,0.378,-1.585361596696149,170
Jerami Grant,0.373,-1.6695539502319456,171
Kyshawn George,0.372,-1.6863924209391048,172
