PlayerName,Steals,Steals_ZScore,Steals_Rank
Dyson Daniels,3.0,5.510212315261382,1
Dejounte Murray,2.0,2.7226931440115067,2
Herbert Jones,1.9,2.4439412268865186,3
Nikola Jokić,1.8,2.165189309761532,4
Luka Dončić,1.8,2.165189309761532,4
Paul George,1.8,2.165189309761532,4
Cason Wallace,1.8,2.165189309761532,4
Tyrese Maxey,1.8,2.165189309761532,4
Shai Gilgeous-Alexander,1.7,1.8864373926365436,9
Jalen Williams,1.6,1.6076854755115566,10
Jalen Johnson,1.6,1.6076854755115566,10
Kawhi Leonard,1.6,1.6076854755115566,10
Fred VanVleet,1.6,1.6076854755115566,10
Josh Hart,1.5,1.3289335583865687,14
Kelly Oubre Jr.,1.5,1.3289335583865687,14
De'Aaron Fox,1.5,1.3289335583865687,14
Jalen Suggs,1.5,1.3289335583865687,14
James Harden,1.5,1.3289335583865687,14
Draymond Green,1.5,1.3289335583865687,14
OG Anunoby,1.5,1.3289335583865687,14
Toumani Camara,1.5,1.3289335583865687,14
Amen Thompson,1.4,1.0501816412615808,22
Jamal Murray,1.4,1.0501816412615808,22
Jimmy Butler III,1.4,1.0501816412615808,22
Russell Westbrook,1.4,1.0501816412615808,22
Tyrese Haliburton,1.4,1.0501816412615808,22
Scottie Barnes,1.4,1.0501816412615808,22
Jordan Poole,1.3,0.7714297241365936,28
Jaden McDaniels,1.3,0.7714297241365936,28
Franz Wagner,1.3,0.7714297241365936,28
Devin Vassell,1.3,0.7714297241365936,28
Donovan Mitchell,1.3,0.7714297241365936,28
Kentavious Caldwell-Pope,1.3,0.7714297241365936,28
Kyrie Irving,1.3,0.7714297241365936,28
Bilal Coulibaly,1.3,0.7714297241365936,28
Bam Adebayo,1.3,0.7714297241365936,28
Chris Paul,1.3,0.7714297241365936,28
Jaren Jackson Jr.,1.2,0.49267780701160574,38
Jakob Poeltl,1.2,0.49267780701160574,38
Ja Morant,1.2,0.49267780701160574,38
Josh Giddey,1.2,0.49267780701160574,38
Norman Powell,1.2,0.49267780701160574,38
Trae Young,1.2,0.49267780701160574,38
Donte DiVincenzo,1.2,0.49267780701160574,38
Jaylen Brown,1.2,0.49267780701160574,38
Zion Williamson,1.2,0.49267780701160574,38
Desmond Bane,1.2,0.49267780701160574,38
Anthony Davis,1.2,0.49267780701160574,38
Damian Lillard,1.2,0.49267780701160574,38
Andrew Nembhard,1.2,0.49267780701160574,38
Anthony Edwards,1.2,0.49267780701160574,38
Darius Garland,1.2,0.49267780701160574,38
Alperen Sengun,1.1,0.2139258898866185,53
Josh Green,1.1,0.2139258898866185,53
LaMelo Ball,1.1,0.2139258898866185,53
Luguentz Dort,1.1,0.2139258898866185,53
Victor Wembanyama,1.1,0.2139258898866185,53
Brandin Podziemski,1.1,0.2139258898866185,53
Christian Braun,1.1,0.2139258898866185,53
Bradley Beal,1.1,0.2139258898866185,53
Brandon Miller,1.1,0.2139258898866185,53
Stephen Curry,1.1,0.2139258898866185,53
Jayson Tatum,1.1,0.2139258898866185,53
Jrue Holiday,1.1,0.2139258898866185,53
P.J. Washington,1.1,0.2139258898866185,53
Austin Reaves,1.1,0.2139258898866185,53
Trey Murphy III,1.1,0.2139258898866185,53
Taurean Prince,1.0,-0.06482602723836932,68
Karl-Anthony Towns,1.0,-0.06482602723836932,68
Justin Edwards,1.0,-0.06482602723836932,68
Scoot Henderson,1.0,-0.06482602723836932,68
Andrew Wiggins,1.0,-0.06482602723836932,68
Caleb Martin,1.0,-0.06482602723836932,68
Tobias Harris,1.0,-0.06482602723836932,68
John Collins,1.0,-0.06482602723836932,68
Kyshawn George,1.0,-0.06482602723836932,68
Deni Avdija,1.0,-0.06482602723836932,68
Naji Marshall,1.0,-0.06482602723836932,68
D'Angelo Russell,1.0,-0.06482602723836932,68
Davion Mitchell,1.0,-0.06482602723836932,68
Cade Cunningham,1.0,-0.06482602723836932,68
Quentin Grimes,1.0,-0.06482602723836932,68
LeBron James,1.0,-0.06482602723836932,68
Gary Trent Jr.,1.0,-0.06482602723836932,68
Anfernee Simons,0.9,-0.34357794436335687,85
Malik Monk,0.9,-0.34357794436335687,85
Mikal Bridges,0.9,-0.34357794436335687,85
Malik Beasley,0.9,-0.34357794436335687,85
Shaedon Sharpe,0.9,-0.34357794436335687,85
Pascal Siakam,0.9,-0.34357794436335687,85
Nic Claxton,0.9,-0.34357794436335687,85
Ayo Dosunmu,0.9,-0.34357794436335687,85
Payton Pritchard,0.9,-0.34357794436335687,85
Devin Booker,0.9,-0.34357794436335687,85
Tyus Jones,0.9,-0.34357794436335687,85
Derrick White,0.9,-0.34357794436335687,85
Dennis Schröder,0.9,-0.34357794436335687,85
Dorian Finney-Smith,0.9,-0.34357794436335687,85
Evan Mobley,0.9,-0.34357794436335687,85
Giannis Antetokounmpo,0.9,-0.34357794436335687,85
Gradey Dick,0.9,-0.34357794436335687,85
Isaiah Collier,0.9,-0.34357794436335687,85
Tyler Herro,0.9,-0.34357794436335687,85
Jaden Ivey,0.9,-0.34357794436335687,85
Jalen Brunson,0.9,-0.34357794436335687,85
Jalen Green,0.9,-0.34357794436335687,85
Onyeka Okongwu,0.9,-0.34357794436335687,85
Spencer Dinwiddie,0.9,-0.34357794436335687,85
Coby White,0.9,-0.34357794436335687,85
Cameron Johnson,0.9,-0.34357794436335687,85
Ochai Agbaji,0.9,-0.34357794436335687,85
Jerami Grant,0.9,-0.34357794436335687,85
Stephon Castle,0.9,-0.34357794436335687,85
Jarrett Allen,0.9,-0.34357794436335687,85
Myles Turner,0.8,-0.6223298614883443,115
Deandre Ayton,0.8,-0.6223298614883443,115
Jeremy Sochan,0.8,-0.6223298614883443,115
Santi Aldama,0.8,-0.6223298614883443,115
DeMar DeRozan,0.8,-0.6223298614883443,115
Nikola Jović,0.8,-0.6223298614883443,115
Nikola Vučević,0.8,-0.6223298614883443,115
Dillon Brooks,0.8,-0.6223298614883443,115
Paolo Banchero,0.8,-0.6223298614883443,115
Wendell Carter Jr.,0.8,-0.6223298614883443,115
Zach LaVine,0.8,-0.6223298614883443,115
Kevin Durant,0.8,-0.6223298614883443,115
Max Christie,0.8,-0.6223298614883443,115
RJ Barrett,0.8,-0.6223298614883443,115
Guerschon Yabusele,0.8,-0.6223298614883443,115
Rudy Gobert,0.8,-0.6223298614883443,115
Jordan Clarkson,0.8,-0.6223298614883443,115
Rui Hachimura,0.8,-0.6223298614883443,115
Isaiah Hartenstein,0.8,-0.6223298614883443,115
Keegan Murray,0.8,-0.6223298614883443,115
De'Andre Hunter,0.8,-0.6223298614883443,115
CJ McCollum,0.8,-0.6223298614883443,115
