PlayerName,Turnovers,Turnovers_ZScore,Turnovers_Rank
Trae Young,4.7,3.3822030541352865,1
Cade Cunningham,4.4,3.0149436315902935,2
James Harden,4.3,2.8925238240752953,3
Ja Morant,3.7,2.1580049789853093,4
LeBron James,3.7,2.1580049789853093,4
Luka Dončić,3.6,2.0355851714703115,6
LaMelo Ball,3.6,2.0355851714703115,6
Dejounte Murray,3.4,1.7907455564403156,8
Nikola Jokić,3.3,1.6683257489253178,9
Victor Wembanyama,3.2,1.5459059414103204,10
Russell Westbrook,3.2,1.5459059414103204,10
Anthony Edwards,3.2,1.5459059414103204,10
Giannis Antetokounmpo,3.1,1.4234861338953226,13
Kevin Durant,3.1,1.4234861338953226,13
Jaden Ivey,3.0,1.3010663263803246,15
Jordan Poole,3.0,1.3010663263803246,15
Zion Williamson,3.0,1.3010663263803246,15
Paolo Banchero,3.0,1.3010663263803246,15
Devin Booker,2.9,1.1786465188653268,19
Domantas Sabonis,2.9,1.1786465188653268,19
Isaiah Collier,2.9,1.1786465188653268,19
Stephen Curry,2.9,1.1786465188653268,19
Jalen Johnson,2.9,1.1786465188653268,19
Jayson Tatum,2.9,1.1786465188653268,19
Jalen Suggs,2.9,1.1786465188653268,19
Josh Giddey,2.9,1.1786465188653268,19
RJ Barrett,2.8,1.056226711350329,27
Zach LaVine,2.8,1.056226711350329,27
Scottie Barnes,2.8,1.056226711350329,27
Damian Lillard,2.8,1.056226711350329,27
De'Aaron Fox,2.8,1.056226711350329,27
Brandon Miller,2.8,1.056226711350329,27
Julius Randle,2.8,1.056226711350329,27
Scoot Henderson,2.7,0.9338069038353316,34
Keyonte George,2.7,0.9338069038353316,34
Deni Avdija,2.7,0.9338069038353316,34
Karl-Anthony Towns,2.7,0.9338069038353316,34
Paul George,2.6,0.8113870963203338,38
Tyler Herro,2.6,0.8113870963203338,38
Draymond Green,2.6,0.8113870963203338,38
John Collins,2.6,0.8113870963203338,38
Jaylen Brown,2.6,0.8113870963203338,38
Alperen Sengun,2.6,0.8113870963203338,38
Jalen Green,2.5,0.6889672888053359,44
Jalen Brunson,2.5,0.6889672888053359,44
Collin Sexton,2.5,0.6889672888053359,44
Darius Garland,2.5,0.6889672888053359,44
Cam Thomas,2.5,0.6889672888053359,44
Malik Monk,2.4,0.566547481290338,49
Desmond Bane,2.4,0.566547481290338,49
Tyrese Maxey,2.4,0.566547481290338,49
Shai Gilgeous-Alexander,2.4,0.566547481290338,49
Coby White,2.4,0.566547481290338,49
Austin Reaves,2.4,0.566547481290338,49
Jordan Clarkson,2.3,0.4441276737753402,55
Franz Wagner,2.3,0.4441276737753402,55
Stephon Castle,2.2,0.32170786626034287,57
Anthony Davis,2.2,0.32170786626034287,57
Jalen Williams,2.2,0.32170786626034287,57
Kyrie Irving,2.2,0.32170786626034287,57
Kyle Kuzma,2.2,0.32170786626034287,57
Shaedon Sharpe,2.1,0.199288058745345,62
Bilal Coulibaly,2.1,0.199288058745345,62
Jamal Murray,2.1,0.199288058745345,62
Miles Bridges,2.1,0.199288058745345,62
Bam Adebayo,2.1,0.199288058745345,62
Jaren Jackson Jr.,2.1,0.199288058745345,62
Donovan Mitchell,2.1,0.199288058745345,62
P.J. Washington,2.1,0.199288058745345,62
Josh Hart,2.1,0.199288058745345,62
Amen Thompson,2.0,0.07686825123034713,71
Dyson Daniels,2.0,0.07686825123034713,71
Evan Mobley,2.0,0.07686825123034713,71
Anfernee Simons,2.0,0.07686825123034713,71
CJ McCollum,1.9,-0.045551556284650734,75
Kawhi Leonard,1.9,-0.045551556284650734,75
Quentin Grimes,1.9,-0.045551556284650734,75
Bradley Beal,1.9,-0.045551556284650734,75
Bennedict Mathurin,1.9,-0.045551556284650734,75
Jakob Poeltl,1.9,-0.045551556284650734,75
Dennis Schröder,1.9,-0.045551556284650734,75
Trey Murphy III,1.9,-0.045551556284650734,75
D'Angelo Russell,1.9,-0.045551556284650734,75
Chet Holmgren,1.8,-0.16797136379964833,84
Immanuel Quickley,1.8,-0.16797136379964833,84
Herbert Jones,1.8,-0.16797136379964833,84
Norman Powell,1.8,-0.16797136379964833,84
Jalen Duren,1.7,-0.2903911713146462,88
Derrick White,1.7,-0.2903911713146462,88
Myles Turner,1.7,-0.2903911713146462,88
Deandre Ayton,1.7,-0.2903911713146462,88
Davion Mitchell,1.7,-0.2903911713146462,88
Bub Carrington,1.7,-0.2903911713146462,88
Alex Sarr,1.7,-0.2903911713146462,88
Andrew Nembhard,1.7,-0.2903911713146462,88
Andrew Wiggins,1.7,-0.2903911713146462,88
Isaiah Hartenstein,1.7,-0.2903911713146462,88
Cameron Johnson,1.7,-0.2903911713146462,88
Jared McCain,1.6,-0.4128109788296438,99
