PlayerName,Assists,Assists_ZScore,Assists_Rank
Andrew Nembhard,5.0,0.5702074918684152,45
Davion Mitchell,4.9,0.5202453479043974,48
Alperen Sengun,4.9,0.5202453479043974,48
Derrick White,4.8,0.47028320394037904,50
Paolo Banchero,4.8,0.47028320394037904,50
Anfernee Simons,4.8,0.47028320394037904,50
Julius Randle,4.7,0.42032105997636116,53
Franz Wagner,4.7,0.42032105997636116,53
Kyrie Irving,4.6,0.37035891601234283,55
Jordan Poole,4.5,0.32039677204832495,56
Jaylen Brown,4.5,0.32039677204832495,56
Anthony Edwards,4.5,0.32039677204832495,56
Ayo Dosunmu,4.5,0.32039677204832495,56
Coby White,4.5,0.32039677204832495,56
Dyson Daniels,4.4,0.27043462808430707,61
Spencer Dinwiddie,4.4,0.27043462808430707,61
DeMar DeRozan,4.4,0.27043462808430707,61
Bub Carrington,4.4,0.27043462808430707,61
Bam Adebayo,4.3,0.22047248412028875,65
Paul George,4.3,0.22047248412028875,65
Kevin Durant,4.2,0.17051034015627087,67
Collin Sexton,4.2,0.17051034015627087,67
Zach LaVine,4.2,0.17051034015627087,67
Stephon Castle,4.1,0.12054819619225253,70
CJ McCollum,4.1,0.12054819619225253,70
Jaden Ivey,4.0,0.07058605222823465,72
Jrue Holiday,3.9,0.020623908264216548,73
Deni Avdija,3.9,0.020623908264216548,73
Miles Bridges,3.9,0.020623908264216548,73
Isaiah Hartenstein,3.8,-0.029338235699801554,76
Amen Thompson,3.8,-0.029338235699801554,76
Cam Thomas,3.8,-0.029338235699801554,76
Jordan Clarkson,3.7,-0.07930037966381943,79
Mikal Bridges,3.7,-0.07930037966381943,79
Bradley Beal,3.7,-0.07930037966381943,79
Jalen Suggs,3.7,-0.07930037966381943,79
Victor Wembanyama,3.7,-0.07930037966381943,79
Brandon Miller,3.6,-0.12926252362783752,84
Donte DiVincenzo,3.6,-0.12926252362783752,84
Nikola Vučević,3.5,-0.17922466759185562,86
Payton Pritchard,3.5,-0.17922466759185562,86
Anthony Davis,3.5,-0.17922466759185562,86
Trey Murphy III,3.5,-0.17922466759185562,86
Brandin Podziemski,3.4,-0.22918681155587373,90
Pascal Siakam,3.4,-0.22918681155587373,90
Jalen Green,3.4,-0.22918681155587373,90
Bilal Coulibaly,3.4,-0.22918681155587373,90
Cameron Johnson,3.4,-0.22918681155587373,90
Herbert Jones,3.3,-0.27914895551989183,95
Max Strus,3.2,-0.3291110994839097,96
Evan Mobley,3.2,-0.3291110994839097,96
Aaron Gordon,3.2,-0.3291110994839097,96
Karl-Anthony Towns,3.1,-0.3790732434479278,99
Kawhi Leonard,3.1,-0.3790732434479278,99
Naji Marshall,3.0,-0.4290353874119459,101
Quentin Grimes,3.0,-0.4290353874119459,101
Santi Aldama,2.9,-0.478997531375964,103
Devin Vassell,2.9,-0.478997531375964,103
Shaedon Sharpe,2.8,-0.5289596753399821,105
Jakob Poeltl,2.8,-0.5289596753399821,105
Nikola Jović,2.8,-0.5289596753399821,105
Nickeil Alexander-Walker,2.7,-0.578921819304,108
Ivica Zubac,2.7,-0.578921819304,108
Jalen Duren,2.7,-0.578921819304,108
Jared McCain,2.6,-0.6288839632680181,111
Terry Rozier,2.6,-0.6288839632680181,111
Andrew Wiggins,2.6,-0.6288839632680181,111
Christian Braun,2.6,-0.6288839632680181,111
Kyshawn George,2.5,-0.6788461072320362,115
Mark Williams,2.5,-0.6788461072320362,115
Cason Wallace,2.5,-0.6788461072320362,115
Alex Sarr,2.4,-0.7288082511960543,118
Jeremy Sochan,2.4,-0.7288082511960543,118
Onyeka Okongwu,2.3,-0.7787703951600724,120
P.J. Washington,2.3,-0.7787703951600724,120
Naz Reid,2.3,-0.7787703951600724,120
Kyle Kuzma,2.3,-0.7787703951600724,120
Toumani Camara,2.2,-0.8287325391240903,124
Nic Claxton,2.2,-0.8287325391240903,124
Tobias Harris,2.2,-0.8287325391240903,124
OG Anunoby,2.2,-0.8287325391240903,124
Michael Porter Jr.,2.1,-0.8786946830881084,128
Bobby Portis,2.1,-0.8786946830881084,128
Jerami Grant,2.1,-0.8786946830881084,128
Norman Powell,2.1,-0.8786946830881084,128
Al Horford,2.1,-0.8786946830881084,128
Guerschon Yabusele,2.1,-0.8786946830881084,128
Kristaps Porziņģis,2.1,-0.8786946830881084,128
Caleb Martin,2.1,-0.8786946830881084,128
Jaren Jackson Jr.,2.0,-0.9286568270521265,136
Wendell Carter Jr.,2.0,-0.9286568270521265,136
Chet Holmgren,2.0,-0.9286568270521265,136
Klay Thompson,2.0,-0.9286568270521265,136
Jaden McDaniels,2.0,-0.9286568270521265,136
John Collins,2.0,-0.9286568270521265,136
Max Christie,1.9,-0.9786189710161446,142
Taurean Prince,1.9,-0.9786189710161446,142
Bennedict Mathurin,1.9,-0.9786189710161446,142
Jarrett Allen,1.9,-0.9786189710161446,142
Brook Lopez,1.8,-1.0285811149801627,146
Rudy Gobert,1.8,-1.0285811149801627,146
Kentavious Caldwell-Pope,1.8,-1.0285811149801627,146
Kelly Oubre Jr.,1.8,-1.0285811149801627,146
Gradey Dick,1.8,-1.0285811149801627,146
Jalen Wilson,1.8,-1.0285811149801627,146
Dillon Brooks,1.7,-1.0785432589441806,152
Walker Kessler,1.7,-1.0785432589441806,152
Malik Beasley,1.7,-1.0785432589441806,152
Corey Kispert,1.7,-1.0785432589441806,152
Jaylen Wells,1.7,-1.0785432589441806,152
Harrison Barnes,1.7,-1.0785432589441806,152
Justin Edwards,1.6,-1.1285054029081987,158
Luguentz Dort,1.6,-1.1285054029081987,158
Josh Green,1.6,-1.1285054029081987,158
Tim Hardaway Jr.,1.6,-1.1285054029081987,158
Deandre Ayton,1.6,-1.1285054029081987,158
Ochai Agbaji,1.5,-1.1784675468722168,163
Myles Turner,1.5,-1.1784675468722168,163
Lauri Markkanen,1.5,-1.1784675468722168,163
Keegan Murray,1.4,-1.2284296908362349,166
Rui Hachimura,1.4,-1.2284296908362349,166
Yves Missi,1.4,-1.2284296908362349,166
De'Andre Hunter,1.4,-1.2284296908362349,166
Dorian Finney-Smith,1.4,-1.2284296908362349,166
Gary Trent Jr.,1.2,-1.3283539787642709,171
Jabari Smith Jr.,1.1,-1.378316122728289,172
