PlayerName,Assists,Assists_ZScore,Assists_Rank
Tyrese Haliburton,10.9,3.4480933226036328,1
Trae Young,10.8,3.3993976219194497,2
Luka Dončić,9.8,2.9124406150776165,3
Nikola Jokić,9.0,2.5228750096041495,4
James Harden,8.5,2.279396506183233,5
LeBron James,8.3,2.1820051048148668,6
Domantas Sabonis,8.2,2.1333094041306824,7
Fred VanVleet,8.1,2.0846137034464993,8
LaMelo Ball,8.0,2.0359180027623163,9
Cade Cunningham,7.5,1.7924394993413997,10
Tyus Jones,7.3,1.695048097973033,11
Damian Lillard,7.0,1.548960995920483,12
Devin Booker,6.9,1.5002652952362998,13
Chris Paul,6.8,1.4515695945521163,14
Jalen Brunson,6.7,1.4028738938679333,15
Darius Garland,6.5,1.3054824924995665,16
Jamal Murray,6.5,1.3054824924995665,16
Giannis Antetokounmpo,6.5,1.3054824924995665,16
Dejounte Murray,6.4,1.2567867918153832,19
D'Angelo Russell,6.3,1.2080910911311997,20
Tre Jones,6.2,1.1593953904470167,21
Tyrese Maxey,6.2,1.1593953904470167,21
Shai Gilgeous-Alexander,6.2,1.1593953904470167,21
Donovan Mitchell,6.1,1.110699689762833,24
Scottie Barnes,6.1,1.110699689762833,24
Dennis Schröder,6.1,1.110699689762833,24
Draymond Green,6.0,1.06200398907865,27
Mike Conley,5.9,1.0133082883944666,28
Brandon Ingram,5.7,0.9159168870261,29
Joel Embiid,5.6,0.8672211863419164,30
De'Aaron Fox,5.6,0.8672211863419164,30
Terry Rozier,5.6,0.8672211863419164,30
Desmond Bane,5.5,0.8185254856577333,33
Austin Reaves,5.5,0.8185254856577333,33
Malcolm Brogdon,5.5,0.8185254856577333,33
Anfernee Simons,5.5,0.8185254856577333,33
Paolo Banchero,5.4,0.7698297849735501,37
Scoot Henderson,5.4,0.7698297849735501,37
Khris Middleton,5.3,0.7211340842893665,39
DeMar DeRozan,5.3,0.7211340842893665,39
Derrick White,5.2,0.6724383836051834,41
Kyrie Irving,5.2,0.6724383836051834,41
Malik Monk,5.1,0.6237426829209998,43
Coby White,5.1,0.6237426829209998,43
Caris LeVert,5.1,0.6237426829209998,43
Anthony Edwards,5.1,0.6237426829209998,43
Stephen Curry,5.1,0.6237426829209998,43
Zion Williamson,5.0,0.5750469822368167,48
Jimmy Butler III,5.0,0.5750469822368167,48
Alperen Sengun,5.0,0.5750469822368167,48
Jordan Clarkson,5.0,0.5750469822368167,48
Julius Randle,5.0,0.5750469822368167,48
Kevin Durant,5.0,0.5750469822368167,48
Bradley Beal,5.0,0.5750469822368167,48
Jayson Tatum,4.9,0.5263512815526336,55
Immanuel Quickley,4.9,0.5263512815526336,55
Collin Sexton,4.9,0.5263512815526336,55
Jrue Holiday,4.8,0.47765558086844995,58
Josh Giddey,4.8,0.47765558086844995,58
Spencer Dinwiddie,4.7,0.4289598801842668,60
Scotty Pippen Jr.,4.7,0.4289598801842668,60
CJ McCollum,4.6,0.38026417950008323,62
Jalen Williams,4.5,0.33156847881590007,63
Tyler Herro,4.5,0.33156847881590007,63
Jordan Poole,4.4,0.28287277813171696,65
Keyonte George,4.4,0.28287277813171696,65
Marcus Smart,4.3,0.23417707744753335,67
Pascal Siakam,4.3,0.23417707744753335,67
Kyle Lowry,4.2,0.18548137676335022,69
Kyle Kuzma,4.2,0.18548137676335022,69
Josh Hart,4.1,0.13678567607916664,71
Devin Vassell,4.1,0.13678567607916664,71
Max Strus,4.0,0.08808997539498349,73
Jusuf Nurkić,4.0,0.08808997539498349,73
Zach LaVine,3.9,0.03939427471080013,75
Victor Wembanyama,3.9,0.03939427471080013,75
Bam Adebayo,3.9,0.03939427471080013,75
Jaden Ivey,3.8,-0.009301425973383234,78
Deni Avdija,3.8,-0.009301425973383234,78
Brandin Podziemski,3.7,-0.05799712665756638,80
Franz Wagner,3.7,-0.05799712665756638,80
Cody Martin,3.7,-0.05799712665756638,80
Jalen Johnson,3.6,-0.10669282734174974,83
Kawhi Leonard,3.6,-0.10669282734174974,83
Jaylen Brown,3.6,-0.10669282734174974,83
Mikal Bridges,3.6,-0.10669282734174974,83
Luke Kennard,3.5,-0.15538852802593311,87
Paul George,3.5,-0.15538852802593311,87
Aaron Gordon,3.5,-0.15538852802593311,87
Jalen Green,3.5,-0.15538852802593311,87
Alex Caruso,3.5,-0.15538852802593311,87
Anthony Davis,3.5,-0.15538852802593311,87
Jeremy Sochan,3.4,-0.20408422871011647,93
Vince Williams Jr.,3.4,-0.20408422871011647,93
RJ Barrett,3.3,-0.25277992939429983,95
Nikola Vučević,3.3,-0.25277992939429983,95
Miles Bridges,3.3,-0.25277992939429983,95
Ayo Dosunmu,3.2,-0.301475630078483,98
Evan Mobley,3.2,-0.301475630078483,98
Bogdan Bogdanović,3.1,-0.3501713307626663,100
Tobias Harris,3.1,-0.3501713307626663,100
De'Anthony Melton,3.0,-0.3988670314468497,102
Karl-Anthony Towns,3.0,-0.3988670314468497,102
Grayson Allen,3.0,-0.3988670314468497,102
Cam Thomas,2.9,-0.44756273213103304,105
Shaedon Sharpe,2.9,-0.44756273213103304,105
Bruce Brown,2.9,-0.44756273213103304,105
Duncan Robinson,2.8,-0.4962584328152164,108
Buddy Hield,2.8,-0.4962584328152164,108
Jerami Grant,2.8,-0.4962584328152164,108
Keldon Johnson,2.8,-0.4962584328152164,108
Jalen Suggs,2.7,-0.5449541334993996,112
Jarrett Allen,2.7,-0.5449541334993996,112
Donte DiVincenzo,2.7,-0.5449541334993996,112
Herbert Jones,2.6,-0.593649834183583,115
Al Horford,2.6,-0.593649834183583,115
Jaime Jaquez Jr.,2.6,-0.593649834183583,115
Isaiah Hartenstein,2.5,-0.6423455348677662,118
Jakob Poeltl,2.5,-0.6423455348677662,118
Brandon Miller,2.4,-0.6910412355519496,120
Josh Richardson,2.4,-0.6910412355519496,120
Cameron Johnson,2.4,-0.6910412355519496,120
Chet Holmgren,2.4,-0.6910412355519496,120
Jalen Duren,2.4,-0.6910412355519496,120
Kentavious Caldwell-Pope,2.4,-0.6910412355519496,120
Santi Aldama,2.3,-0.739736936236133,126
Jaren Jackson Jr.,2.3,-0.739736936236133,126
Grant Williams,2.3,-0.739736936236133,126
Josh Green,2.3,-0.739736936236133,126
Klay Thompson,2.3,-0.739736936236133,126
Trey Murphy III,2.2,-0.7884326369203162,131
Jonathan Kuminga,2.2,-0.7884326369203162,131
Caleb Martin,2.2,-0.7884326369203162,131
Nic Claxton,2.1,-0.8371283376044996,134
Nicolas Batum,2.1,-0.8371283376044996,134
OG Anunoby,2.1,-0.8371283376044996,134
Corey Kispert,2.0,-0.8858240382886828,137
Bennedict Mathurin,2.0,-0.8858240382886828,137
Lauri Markkanen,2.0,-0.8858240382886828,137
Eric Gordon,2.0,-0.8858240382886828,137
Kristaps Porziņģis,2.0,-0.8858240382886828,137
