PlayerName,Points,Points_ZScore,Points_Rank
Caleb Martin,10.0,-1.1207963966895333,158
Patrick Williams,10.0,-1.1207963966895333,158
Vince Williams Jr.,10.0,-1.1207963966895333,158
Josh Richardson,9.9,-1.1380677808649933,162
Nick Richards,9.7,-1.1726105492159131,163
Josh Hart,9.4,-1.2244247017422925,164
Isaac Okoro,9.4,-1.2244247017422925,164
Chris Paul,9.2,-1.2589674700932125,166
Brandin Podziemski,9.2,-1.2589674700932125,166
Taurean Prince,8.9,-1.3107816226195919,168
Ausar Thompson,8.8,-1.3280530067950518,169
Draymond Green,8.6,-1.3625957751459716,170
Al Horford,8.6,-1.3625957751459716,170
Dorian Finney-Smith,8.5,-1.3798671593214313,172
Bilal Coulibaly,8.4,-1.3971385434968913,173
Josh Green,8.2,-1.4316813118478111,174
Kyle Lowry,8.1,-1.448952696023271,175
Isaiah Hartenstein,7.8,-1.5007668485496504,176
Cody Martin,7.5,-1.5525810010760301,177
Nicolas Batum,5.3,-1.932551452936147,178
