PlayerName,Steals,Steals_ZScore,Steals_Rank
Marcus Smart,2.1,3.5851466127447,1
De'Aaron Fox,2.0,3.278340796846355,2
Shai Gilgeous-Alexander,2.0,3.278340796846355,2
LaMelo Ball,1.8,2.664729165049666,4
Donovan Mitchell,1.8,2.664729165049666,4
Scotty Pippen Jr.,1.7,2.357923349151321,6
Alex Caruso,1.7,2.357923349151321,6
De'Anthony Melton,1.6,2.0511175332529774,8
Kawhi Leonard,1.6,2.0511175332529774,8
Paul George,1.5,1.7443117173546325,10
Jalen Suggs,1.4,1.4375059014562879,11
OG Anunoby,1.4,1.4375059014562879,11
Nikola Jokić,1.4,1.4375059014562879,11
Dejounte Murray,1.4,1.4375059014562879,11
Herbert Jones,1.4,1.4375059014562879,11
Luka Dončić,1.4,1.4375059014562879,11
Fred VanVleet,1.4,1.4375059014562879,11
Jimmy Butler III,1.3,1.1307000855579437,18
Donte DiVincenzo,1.3,1.1307000855579437,18
Kentavious Caldwell-Pope,1.3,1.1307000855579437,18
LeBron James,1.3,1.1307000855579437,18
Darius Garland,1.3,1.1307000855579437,18
Trae Young,1.3,1.1307000855579437,18
Scottie Barnes,1.3,1.1307000855579437,18
Anthony Edwards,1.3,1.1307000855579437,18
Kyrie Irving,1.3,1.1307000855579437,18
Giannis Antetokounmpo,1.2,0.823894269659599,27
Victor Wembanyama,1.2,0.823894269659599,27
Isaiah Hartenstein,1.2,0.823894269659599,27
Jalen Johnson,1.2,0.823894269659599,27
Alperen Sengun,1.2,0.823894269659599,27
Tyrese Haliburton,1.2,0.823894269659599,27
Mike Conley,1.2,0.823894269659599,27
Jaylen Brown,1.2,0.823894269659599,27
Anthony Davis,1.2,0.823894269659599,27
Joel Embiid,1.2,0.823894269659599,27
Bogdan Bogdanović,1.2,0.823894269659599,27
Chris Paul,1.2,0.823894269659599,27
Jaren Jackson Jr.,1.2,0.823894269659599,27
Franz Wagner,1.1,0.5170884537612549,40
Kelly Oubre Jr.,1.1,0.5170884537612549,40
Jalen Williams,1.1,0.5170884537612549,40
James Harden,1.1,0.5170884537612549,40
Jordan Poole,1.1,0.5170884537612549,40
Jusuf Nurkić,1.1,0.5170884537612549,40
Tyus Jones,1.1,0.5170884537612549,40
Gary Trent Jr.,1.1,0.5170884537612549,40
Devin Vassell,1.1,0.5170884537612549,40
Zion Williamson,1.1,0.5170884537612549,40
Caris LeVert,1.1,0.5170884537612549,40
Cody Martin,1.1,0.5170884537612549,40
Ausar Thompson,1.1,0.5170884537612549,40
DeMar DeRozan,1.1,0.5170884537612549,40
Bam Adebayo,1.1,0.5170884537612549,40
Jamal Murray,1.0,0.2102826378629102,55
Keegan Murray,1.0,0.2102826378629102,55
Derrick White,1.0,0.2102826378629102,55
Jaime Jaquez Jr.,1.0,0.2102826378629102,55
Kyle Lowry,1.0,0.2102826378629102,55
Bradley Beal,1.0,0.2102826378629102,55
Mikal Bridges,1.0,0.2102826378629102,55
Jayson Tatum,1.0,0.2102826378629102,55
P.J. Washington,1.0,0.2102826378629102,55
Damian Lillard,1.0,0.2102826378629102,55
Desmond Bane,1.0,0.2102826378629102,55
Deandre Ayton,1.0,0.2102826378629102,55
Eric Gordon,1.0,0.2102826378629102,55
Terry Rozier,1.0,0.2102826378629102,55
Draymond Green,1.0,0.2102826378629102,55
Tobias Harris,1.0,0.2102826378629102,55
Tyrese Maxey,1.0,0.2102826378629102,55
Tre Jones,1.0,0.2102826378629102,55
Josh Hart,0.9,-0.09652317803543417,73
Jrue Holiday,0.9,-0.09652317803543417,73
Vince Williams Jr.,0.9,-0.09652317803543417,73
Cade Cunningham,0.9,-0.09652317803543417,73
CJ McCollum,0.9,-0.09652317803543417,73
Aaron Nesmith,0.9,-0.09652317803543417,73
