PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Nick Richards,0.691,3.727352157754457,1
Rudy Gobert,0.661,3.19971489342212,2
Jakob Poeltl,0.656,3.1117753493667304,3
Ivica Zubac,0.649,2.9886599876891844,4
Isaiah Hartenstein,0.644,2.9007204436337948,5
Jarrett Allen,0.634,2.724841355523015,6
Nic Claxton,0.629,2.636901811467625,7
Jalen Duren,0.619,2.4610227233568454,8
Onyeka Okongwu,0.611,2.320319452868222,9
Giannis Antetokounmpo,0.611,2.320319452868222,9
Domantas Sabonis,0.594,2.0213250030798964,11
Nikola Jokić,0.583,1.827858006158039,12
Evan Mobley,0.58,1.775094279724805,13
Clint Capela,0.571,1.6168031004251033,14
Zion Williamson,0.57,1.5992151916140254,15
Deandre Ayton,0.57,1.5992151916140254,15
Aaron Gordon,0.556,1.3529844682589358,17
Anthony Davis,0.556,1.3529844682589358,17
LeBron James,0.54,1.0715779272816885,19
Jalen Williams,0.54,1.0715779272816885,19
Rui Hachimura,0.537,1.0188142008484546,21
Alperen Sengun,0.537,1.0188142008484546,21
Pascal Siakam,0.536,1.0012262920373767,23
Shai Gilgeous-Alexander,0.535,0.9836383832262987,24
John Collins,0.532,0.9308746567930648,25
Chet Holmgren,0.53,0.8956988391709089,26
Jonathan Kuminga,0.529,0.8781109303598309,27
Joel Embiid,0.529,0.8781109303598309,27
Wendell Carter Jr.,0.525,0.807759295115519,29
Kawhi Leonard,0.525,0.807759295115519,29
Myles Turner,0.524,0.7901713863044411,31
Kevin Durant,0.523,0.7725834774933631,32
Bam Adebayo,0.521,0.7374076598712072,33
Kristaps Porziņģis,0.516,0.6494681158158173,34
Bradley Beal,0.513,0.5967043893825835,35
Jalen Johnson,0.511,0.5615285717604276,36
Al Horford,0.511,0.5615285717604276,36
Jusuf Nurkić,0.51,0.5439406629493496,38
Deni Avdija,0.506,0.47358902770503775,39
Tre Jones,0.505,0.4560011188939598,40
Karl-Anthony Towns,0.504,0.4384132100828818,41
Ayo Dosunmu,0.501,0.3856494836496479,42
Jimmy Butler III,0.499,0.35047366602749197,43
Jaylen Brown,0.499,0.35047366602749197,43
Grayson Allen,0.499,0.35047366602749197,43
Herbert Jones,0.498,0.33288575721641406,46
Draymond Green,0.497,0.3152978484053361,47
Kyrie Irving,0.497,0.3152978484053361,47
Aaron Nesmith,0.496,0.2977099395942581,49
RJ Barrett,0.495,0.28012203078318015,50
Scotty Pippen Jr.,0.493,0.24494621316102422,51
Khris Middleton,0.493,0.24494621316102422,51
Devin Booker,0.492,0.22735830434994625,53
Brandon Ingram,0.492,0.22735830434994625,53
Isaac Okoro,0.49,0.19218248672779034,55
Tyus Jones,0.489,0.17459457791671237,56
Jaime Jaquez Jr.,0.489,0.17459457791671237,56
Jaden McDaniels,0.489,0.17459457791671237,56
OG Anunoby,0.489,0.17459457791671237,56
Luka Dončić,0.487,0.13941876029455644,60
Isaiah Stewart,0.487,0.13941876029455644,60
Tobias Harris,0.487,0.13941876029455644,60
Collin Sexton,0.487,0.13941876029455644,60
Norman Powell,0.486,0.12183085148347848,64
Corey Kispert,0.486,0.12183085148347848,64
Austin Reaves,0.486,0.12183085148347848,64
Brook Lopez,0.485,0.10424294267240052,67
Michael Porter Jr.,0.484,0.08665503386132255,68
Nikola Vučević,0.484,0.08665503386132255,68
Ausar Thompson,0.483,0.0690671250502446,70
Franz Wagner,0.482,0.051479216239166625,71
Jamal Murray,0.481,0.033891307428088664,72
DeMar DeRozan,0.48,0.016303398617010703,73
Jrue Holiday,0.48,0.016303398617010703,73
Lauri Markkanen,0.48,0.016303398617010703,73
Josh Green,0.479,-0.0012845101940672614,76
Jalen Brunson,0.479,-0.0012845101940672614,76
Bruce Brown,0.478,-0.018872419005145222,78
Tyrese Haliburton,0.477,-0.03646032781622319,79
Josh Giddey,0.475,-0.07163614543837911,80
Scottie Barnes,0.475,-0.07163614543837911,80
Harrison Barnes,0.474,-0.08922405424945708,82
Devin Vassell,0.472,-0.124399871871613,83
Julius Randle,0.472,-0.124399871871613,83
Paul George,0.471,-0.14198778068269097,85
Jayson Tatum,0.471,-0.14198778068269097,85
Jalen Suggs,0.471,-0.14198778068269097,85
Alex Caruso,0.468,-0.19475150711592387,88
De'Aaron Fox,0.465,-0.24751523354915778,89
Victor Wembanyama,0.465,-0.24751523354915778,89
Desmond Bane,0.464,-0.26510314236023574,91
Kyle Kuzma,0.463,-0.2826910511713137,92
Donovan Mitchell,0.462,-0.3002789599823916,93
Miles Bridges,0.462,-0.3002789599823916,93
Anthony Edwards,0.461,-0.3178668687934696,95
Derrick White,0.461,-0.3178668687934696,95
Kentavious Caldwell-Pope,0.46,-0.33545477760454756,97
Dejounte Murray,0.459,-0.35304268641562553,98
CJ McCollum,0.459,-0.35304268641562553,98
De'Andre Hunter,0.459,-0.35304268641562553,98
Mike Conley,0.457,-0.38821850403778146,101
Grant Williams,0.456,-0.40580641284885943,102
D'Angelo Russell,0.456,-0.40580641284885943,102
Paolo Banchero,0.455,-0.4233943216599374,104
Keldon Johnson,0.454,-0.44098223047101537,105
Brandin Podziemski,0.454,-0.44098223047101537,105
Keegan Murray,0.454,-0.44098223047101537,105
Jabari Smith Jr.,0.454,-0.44098223047101537,105
Bojan Bogdanović,0.454,-0.44098223047101537,105
Andrew Wiggins,0.453,-0.45857013928209334,110
Nicolas Batum,0.453,-0.45857013928209334,110
Zach LaVine,0.452,-0.4761580480931713,112
