PlayerName,ThreePointPct,ThreePointPct_ZScore,ThreePointPct_Rank
Hassan Whiteside,1.0,5.997499982108708,1
Darren Collison,0.468,1.17997160417382,2
Reggie Bullock Jr.,0.445,0.9716950013683641,3
Otto Porter Jr.,0.441,0.9354729834891543,4
Klay Thompson,0.44,0.9264174790193519,5
Joe Ingles,0.44,0.9264174790193519,5
Jayson Tatum,0.434,0.8720844522005373,7
Buddy Hield,0.431,0.84491793879113,8
Al Horford,0.429,0.8268069298515252,9
E'Twaun Moore,0.425,0.7905849119723154,10
Stephen Curry,0.423,0.7724739030327106,11
Karl-Anthony Towns,0.421,0.7543628940931058,12
JJ Redick,0.42,0.7453073896233033,13
Joe Harris,0.419,0.7362518851535008,14
Kevin Durant,0.419,0.7362518851535008,14
George Hill,0.415,0.7000298672742912,16
Kevin Love,0.415,0.7000298672742912,16
Marvin Williams,0.413,0.6819188583346862,18
Tobias Harris,0.411,0.6638078493950814,19
Kyrie Irving,0.408,0.6366413359856742,20
Courtney Lee,0.406,0.6185303270460698,21
Tony Snell,0.403,0.5913638136366625,22
Bojan Bogdanović,0.402,0.58230830916686,23
Paul George,0.401,0.5732528046970576,24
Kyle Lowry,0.399,0.5551417957574528,25
Tyreke Evans,0.399,0.5551417957574528,25
CJ McCollum,0.397,0.5370307868178479,27
Nikola Jokić,0.396,0.5279752823480455,28
Gary Harris,0.396,0.5279752823480455,28
Jaylen Brown,0.395,0.5189197778782431,30
Kristaps Porziņģis,0.395,0.5189197778782431,30
Kent Bazemore,0.394,0.5098642734084406,32
Dario Šarić,0.393,0.5008087689386382,33
Bogdan Bogdanović,0.392,0.49175326446883577,34
Wayne Ellington,0.392,0.49175326446883577,34
Brandon Ingram,0.39,0.4736422555292309,36
Ryan Anderson,0.386,0.4374202376500212,37
Denzel Valentine,0.386,0.4374202376500212,37
Taurean Prince,0.385,0.4283647331802188,39
Malcolm Brogdon,0.385,0.4283647331802188,39
Kemba Walker,0.384,0.41930922871041637,41
Kentavious Caldwell-Pope,0.383,0.4102537242406139,42
Devin Booker,0.383,0.4102537242406139,42
Wesley Matthews,0.381,0.3921427153010091,44
Terry Rozier,0.381,0.3921427153010091,44
Rodney Hood,0.381,0.3921427153010091,44
Chris Paul,0.38,0.3830872108312066,47
Milos Teodosic,0.379,0.3740317063614042,48
Evan Fournier,0.379,0.3740317063614042,48
Jamal Murray,0.378,0.3649762018916018,50
Austin Rivers,0.378,0.3649762018916018,50
Josh Richardson,0.378,0.3649762018916018,50
