PlayerName,Blocks,Blocks_ZScore,Blocks_Rank
Anthony Davis,2.6,4.109303358911559,1
Kristaps Porziņģis,2.4,3.70153889617827,2
Rudy Gobert,2.3,3.4976566648116254,3
Clint Capela,1.9,2.6821277393450482,4
Kevin Durant,1.8,2.4782455079784036,5
Myles Turner,1.8,2.4782455079784036,5
Joel Embiid,1.8,2.4782455079784036,5
Hassan Whiteside,1.7,2.274363276611759,8
Dwight Howard,1.6,2.0704810452451157,9
Andre Drummond,1.6,2.0704810452451157,9
DeMarcus Cousins,1.6,2.0704810452451157,9
John Henson,1.4,1.6627165825118262,12
Karl-Anthony Towns,1.4,1.6627165825118262,12
Jusuf Nurkić,1.4,1.6627165825118262,12
Giannis Antetokounmpo,1.4,1.6627165825118262,12
Marc Gasol,1.4,1.6627165825118262,12
Serge Ibaka,1.3,1.458834351145182,17
Draymond Green,1.3,1.458834351145182,17
LaMarcus Aldridge,1.2,1.2549521197785376,19
Paul Millsap,1.2,1.2549521197785376,19
Nikola Vučević,1.1,1.0510698884118934,21
Danny Green,1.1,1.0510698884118934,21
Al Horford,1.1,1.0510698884118934,21
John Wall,1.1,1.0510698884118934,21
Derrick Favors,1.1,1.0510698884118934,21
Steven Adams,1.0,0.8471876570452489,26
DeAndre Jordan,0.9,0.6433054256786046,27
Josh Richardson,0.9,0.6433054256786046,27
Robert Covington,0.9,0.6433054256786046,27
Ben Simmons,0.9,0.6433054256786046,27
Andre Roberson,0.9,0.6433054256786046,27
Willie Cauley-Stein,0.9,0.6433054256786046,27
LeBron James,0.9,0.6433054256786046,27
Kyle Anderson,0.8,0.4394231943119603,34
Lonzo Ball,0.8,0.4394231943119603,34
Nikola Jokić,0.8,0.4394231943119603,34
Robin Lopez,0.8,0.4394231943119603,34
Victor Oladipo,0.8,0.4394231943119603,34
Jrue Holiday,0.8,0.4394231943119603,34
Aaron Gordon,0.8,0.4394231943119603,34
Taj Gibson,0.7,0.23554096294531573,41
Brandon Ingram,0.7,0.23554096294531573,41
James Harden,0.7,0.23554096294531573,41
James Johnson,0.7,0.23554096294531573,41
Kent Bazemore,0.7,0.23554096294531573,41
Marcin Gortat,0.7,0.23554096294531573,41
Jayson Tatum,0.7,0.23554096294531573,41
Rondae Hollis-Jefferson,0.7,0.23554096294531573,41
Nikola Mirotic,0.7,0.23554096294531573,41
Andre Iguodala,0.6,0.03165873157867143,50
Andrew Wiggins,0.6,0.03165873157867143,50
Carmelo Anthony,0.6,0.03165873157867143,50
Lauri Markkanen,0.6,0.03165873157867143,50
Dragan Bender,0.6,0.03165873157867143,50
Will Barton,0.6,0.03165873157867143,50
Al-Farouq Aminu,0.6,0.03165873157867143,50
T.J. Warren,0.6,0.03165873157867143,50
Eric Bledsoe,0.6,0.03165873157867143,50
Paul George,0.5,-0.17222349978797288,59
Julius Randle,0.5,-0.17222349978797288,59
JaMychal Green,0.5,-0.17222349978797288,59
Josh Jackson,0.5,-0.17222349978797288,59
Taurean Prince,0.5,-0.17222349978797288,59
Danilo Gallinari,0.5,-0.17222349978797288,59
Wilson Chandler,0.5,-0.17222349978797288,59
Allen Crabbe,0.5,-0.17222349978797288,59
Klay Thompson,0.5,-0.17222349978797288,59
Kris Dunn,0.5,-0.17222349978797288,59
Marvin Williams,0.5,-0.17222349978797288,59
Tyler Johnson,0.5,-0.17222349978797288,59
Markieff Morris,0.5,-0.17222349978797288,59
Otto Porter Jr.,0.5,-0.17222349978797288,59
Enes Freedom,0.5,-0.17222349978797288,59
Marcus Smart,0.4,-0.3761057311546172,74
Justin Holiday,0.4,-0.3761057311546172,74
Nicolas Batum,0.4,-0.3761057311546172,74
D'Angelo Russell,0.4,-0.3761057311546172,74
Kyle Kuzma,0.4,-0.3761057311546172,74
Bradley Beal,0.4,-0.3761057311546172,74
Kevin Love,0.4,-0.3761057311546172,74
Damian Lillard,0.4,-0.3761057311546172,74
Kelly Oubre Jr.,0.4,-0.3761057311546172,74
Jimmy Butler III,0.4,-0.3761057311546172,74
George Hill,0.4,-0.3761057311546172,74
Tyrone Wallace,0.4,-0.3761057311546172,74
Eric Gordon,0.4,-0.3761057311546172,74
Ersan Ilyasova,0.4,-0.3761057311546172,74
Evan Turner,0.4,-0.3761057311546172,74
Tony Snell,0.4,-0.3761057311546172,74
DeMarre Carroll,0.4,-0.3761057311546172,74
Tobias Harris,0.4,-0.3761057311546172,74
Luc Mbah a Moute,0.4,-0.3761057311546172,74
Jaylen Brown,0.4,-0.3761057311546172,74
CJ McCollum,0.4,-0.3761057311546172,74
Thaddeus Young,0.4,-0.3761057311546172,74
Spencer Dinwiddie,0.3,-0.5799879625212616,96
P.J. Tucker,0.3,-0.5799879625212616,96
Ryan Anderson,0.3,-0.5799879625212616,96
Russell Westbrook,0.3,-0.5799879625212616,96
Tyreke Evans,0.3,-0.5799879625212616,96
Austin Rivers,0.3,-0.5799879625212616,96
Buddy Hield,0.3,-0.5799879625212616,96
Wesley Matthews,0.3,-0.5799879625212616,96
Malcolm Brogdon,0.3,-0.5799879625212616,96
Blake Griffin,0.3,-0.5799879625212616,96
Devin Booker,0.3,-0.5799879625212616,96
Caris LeVert,0.3,-0.5799879625212616,96
Dion Waiters,0.3,-0.5799879625212616,96
Donovan Mitchell,0.3,-0.5799879625212616,96
Dennis Smith Jr.,0.3,-0.5799879625212616,96
Elfrid Payton,0.3,-0.5799879625212616,96
Evan Fournier,0.3,-0.5799879625212616,96
DeMar DeRozan,0.3,-0.5799879625212616,96
Jae Crowder,0.3,-0.5799879625212616,96
Jamal Murray,0.3,-0.5799879625212616,96
Jeff Teague,0.3,-0.5799879625212616,96
De'Aaron Fox,0.3,-0.5799879625212616,96
Dario Šarić,0.3,-0.5799879625212616,96
Joe Harris,0.3,-0.5799879625212616,96
Khris Middleton,0.3,-0.5799879625212616,96
Kyrie Irving,0.3,-0.5799879625212616,96
Kemba Walker,0.3,-0.5799879625212616,96
Stephen Curry,0.2,-0.7838701938879059,123
Cory Joseph,0.2,-0.7838701938879059,123
Terry Rozier,0.2,-0.7838701938879059,123
Harrison Barnes,0.2,-0.7838701938879059,123
Tim Hardaway Jr.,0.2,-0.7838701938879059,123
Goran Dragic,0.2,-0.7838701938879059,123
Zach LaVine,0.2,-0.7838701938879059,123
Trevor Ariza,0.2,-0.7838701938879059,123
Chris Paul,0.2,-0.7838701938879059,123
Kyle Lowry,0.2,-0.7838701938879059,123
Marcus Morris Sr.,0.2,-0.7838701938879059,123
Dillon Brooks,0.2,-0.7838701938879059,123
Stanley Johnson,0.2,-0.7838701938879059,123
Gary Harris,0.2,-0.7838701938879059,123
Zach Randolph,0.2,-0.7838701938879059,123
Courtney Lee,0.2,-0.7838701938879059,123
Lou Williams,0.2,-0.7838701938879059,123
Jonathon Simmons,0.2,-0.7838701938879059,123
Joe Ingles,0.2,-0.7838701938879059,123
Kentavious Caldwell-Pope,0.2,-0.7838701938879059,123
Rodney Hood,0.2,-0.7838701938879059,123
Avery Bradley,0.2,-0.7838701938879059,123
Darren Collison,0.2,-0.7838701938879059,123
Bogdan Bogdanović,0.2,-0.7838701938879059,123
Reggie Bullock Jr.,0.2,-0.7838701938879059,123
Rajon Rondo,0.2,-0.7838701938879059,123
Yogi Ferrell,0.1,-0.9877524252545503,149
Denzel Valentine,0.1,-0.9877524252545503,149
Patty Mills,0.1,-0.9877524252545503,149
Wayne Ellington,0.1,-0.9877524252545503,149
Reggie Jackson,0.1,-0.9877524252545503,149
E'Twaun Moore,0.1,-0.9877524252545503,149
Milos Teodosic,0.1,-0.9877524252545503,149
Ricky Rubio,0.1,-0.9877524252545503,149
Isaiah Thomas,0.1,-0.9877524252545503,149
JJ Redick,0.1,-0.9877524252545503,149
Bojan Bogdanović,0.1,-0.9877524252545503,149
Dennis Schröder,0.1,-0.9877524252545503,149
JR Smith,0.1,-0.9877524252545503,149
