PlayerName,FreeThrowPct,FreeThrowPct_ZScore,FreeThrowPct_Rank
Nikola Vučević,0.819,0.4477849346718978,64
Jae Crowder,0.818,0.4373833512810198,65
Nikola Mirotic,0.818,0.4373833512810198,65
Tim Hardaway Jr.,0.816,0.41658018449926376,67
Spencer Dinwiddie,0.813,0.38537543432662974,68
Zach LaVine,0.813,0.38537543432662974,68
Eric Gordon,0.809,0.34376910076311884,70
Marcus Morris Sr.,0.805,0.3021627671996068,71
Will Barton,0.805,0.3021627671996068,71
Donovan Mitchell,0.805,0.3021627671996068,71
Goran Dragic,0.801,0.26055643363609476,74
Victor Oladipo,0.799,0.23975326685433873,75
Serge Ibaka,0.797,0.2189501000725827,76
Yogi Ferrell,0.796,0.20854851668170468,77
Kent Bazemore,0.796,0.20854851668170468,77
Reggie Bullock Jr.,0.796,0.20854851668170468,77
Joe Ingles,0.795,0.19814693329082667,80
Eric Bledsoe,0.795,0.19814693329082667,80
Kristaps Porziņģis,0.793,0.17734376650907066,82
Tony Snell,0.792,0.16694218311819264,83
Bradley Beal,0.791,0.15654059972731463,84
Kentavious Caldwell-Pope,0.789,0.1357374329455586,85
Rondae Hollis-Jefferson,0.788,0.12533584955468058,86
Jrue Holiday,0.786,0.10453268277292456,87
George Hill,0.786,0.10453268277292456,87
Tyreke Evans,0.785,0.09413109938204656,89
Zach Randolph,0.785,0.09413109938204656,89
Blake Griffin,0.785,0.09413109938204656,89
Al Horford,0.783,0.07332793260029052,92
Tyrone Wallace,0.782,0.06292634920941252,93
Ersan Ilyasova,0.778,0.021320015645900473,94
Myles Turner,0.777,0.01091843225502246,95
Draymond Green,0.775,-0.009884734526733564,96
Ryan Anderson,0.774,-0.020286317917611575,97
Stanley Johnson,0.772,-0.0410894846993676,98
Terry Rozier,0.772,-0.0410894846993676,98
Wilson Chandler,0.772,-0.0410894846993676,98
Joel Embiid,0.769,-0.07229423487200164,101
Danny Green,0.769,-0.07229423487200164,101
Taj Gibson,0.768,-0.08269581826287964,103
Jonathon Simmons,0.768,-0.08269581826287964,103
Avery Bradley,0.768,-0.08269581826287964,103
Carmelo Anthony,0.767,-0.09309740165375766,106
Dragan Bender,0.765,-0.11390056843551367,107
DeMarre Carroll,0.764,-0.12430215182639169,108
Giannis Antetokounmpo,0.76,-0.16590848538990374,109
T.J. Warren,0.757,-0.19711323556253776,110
Robin Lopez,0.756,-0.20751481895341578,111
Dillon Brooks,0.747,-0.3011290694713179,112
DeMarcus Cousins,0.746,-0.3115306528621959,113
Cory Joseph,0.745,-0.32193223625307393,114
Denzel Valentine,0.745,-0.32193223625307393,114
D'Angelo Russell,0.74,-0.373940153207464,116
Dion Waiters,0.739,-0.384341736598342,117
Al-Farouq Aminu,0.738,-0.39474331998922,118
Russell Westbrook,0.737,-0.405144903380098,119
Kris Dunn,0.737,-0.405144903380098,119
LeBron James,0.731,-0.46755440372536605,121
Marcus Smart,0.729,-0.4883575705071221,122
John Wall,0.726,-0.5195623206797562,123
De'Aaron Fox,0.723,-0.5507670708523902,124
JaMychal Green,0.721,-0.5715702376341462,125
Julius Randle,0.718,-0.6027749878067802,126
P.J. Tucker,0.717,-0.6131765711976582,127
Kyle Anderson,0.712,-0.6651844881520483,128
Caris LeVert,0.711,-0.6755860715429263,129
Kyle Kuzma,0.707,-0.7171924051064383,130
E'Twaun Moore,0.706,-0.7275939884973164,131
Hassan Whiteside,0.703,-0.7587987386699504,132
Aaron Gordon,0.698,-0.8108066556243405,133
James Johnson,0.698,-0.8108066556243405,133
JR Smith,0.696,-0.8316098224060965,135
Paul Millsap,0.696,-0.8316098224060965,135
Dennis Smith Jr.,0.694,-0.8524129891878525,137
Luc Mbah a Moute,0.684,-0.9564288230966315,138
Rudy Gobert,0.682,-0.9772319898783876,139
Brandon Ingram,0.681,-0.9876335732692655,140
Marcin Gortat,0.675,-1.0500430736145336,141
Derrick Favors,0.651,-1.2996810749956058,142
Elfrid Payton,0.649,-1.320484241777362,143
Jaylen Brown,0.644,-1.372492158731752,144
Andrew Wiggins,0.643,-1.38289374212263,145
Austin Rivers,0.642,-1.3932953255135079,146
Josh Jackson,0.634,-1.476507992640532,147
Andre Iguodala,0.632,-1.497311159422288,148
Jusuf Nurkić,0.63,-1.5181143262040442,149
Willie Cauley-Stein,0.619,-1.6325317435037023,150
Andre Drummond,0.605,-1.7781539109759943,151
Thaddeus Young,0.598,-1.8509649947121405,152
DeAndre Jordan,0.58,-2.0381934957479446,153
Dwight Howard,0.574,-2.1006029960932127,154
John Henson,0.57,-2.142209329656725,155
Ben Simmons,0.56,-2.2462251635655037,156
Clint Capela,0.56,-2.2462251635655037,156
Steven Adams,0.559,-2.256626746956382,158
Rajon Rondo,0.543,-2.42305208121043,159
Lonzo Ball,0.451,-3.3799977531712067,160
Andre Roberson,0.316,-4.784211510939737,161
