PlayerName,Assists,Assists_ZScore,Assists_Rank
Victor Oladipo,4.3,0.5048351013028081,46
Marc Gasol,4.2,0.45572425458996707,47
Caris LeVert,4.2,0.45572425458996707,47
Will Barton,4.1,0.4066134078771257,49
Khris Middleton,4.0,0.3575025611642847,50
Austin Rivers,4.0,0.3575025611642847,50
Brandon Ingram,3.9,0.30839171445144353,52
James Johnson,3.8,0.2592808677386023,53
Dion Waiters,3.8,0.2592808677386023,53
Donovan Mitchell,3.7,0.21017002102576135,55
Kent Bazemore,3.5,0.11194832760007897,56
CJ McCollum,3.4,0.06283748088723778,57
Jamal Murray,3.4,0.06283748088723778,57
Nikola Vučević,3.4,0.06283748088723778,57
Andre Iguodala,3.3,0.013726634174396592,60
Bogdan Bogdanović,3.3,0.013726634174396592,60
Paul George,3.3,0.013726634174396592,60
Malcolm Brogdon,3.2,-0.03538421253844438,63
Joel Embiid,3.2,-0.03538421253844438,63
Cory Joseph,3.2,-0.03538421253844438,63
Denzel Valentine,3.2,-0.03538421253844438,63
Zach LaVine,3.0,-0.13360590596412675,67
Andre Drummond,3.0,-0.13360590596412675,67
JJ Redick,3.0,-0.13360590596412675,67
Josh Richardson,2.9,-0.18271675267696794,70
Evan Fournier,2.9,-0.18271675267696794,70
Terry Rozier,2.9,-0.18271675267696794,70
Gary Harris,2.9,-0.18271675267696794,70
Paul Millsap,2.8,-0.23182759938980912,74
Patty Mills,2.8,-0.23182759938980912,74
George Hill,2.8,-0.23182759938980912,74
Wesley Matthews,2.7,-0.2809384461026501,77
Tim Hardaway Jr.,2.7,-0.2809384461026501,77
Kyle Anderson,2.7,-0.2809384461026501,77
Taurean Prince,2.6,-0.3300492928154913,80
Julius Randle,2.6,-0.3300492928154913,80
Dario Šarić,2.6,-0.3300492928154913,80
Rondae Hollis-Jefferson,2.5,-0.3791601395283325,83
Jonathon Simmons,2.5,-0.3791601395283325,83
Yogi Ferrell,2.5,-0.3791601395283325,83
Klay Thompson,2.5,-0.3791601395283325,83
Tyrone Wallace,2.4,-0.42827098624117366,87
Karl-Anthony Towns,2.4,-0.42827098624117366,87
Willie Cauley-Stein,2.4,-0.42827098624117366,87
Courtney Lee,2.4,-0.42827098624117366,87
Tobias Harris,2.4,-0.42827098624117366,87
Tyler Johnson,2.3,-0.4773818329540149,92
Aaron Gordon,2.3,-0.4773818329540149,92
Anthony Davis,2.3,-0.4773818329540149,92
E'Twaun Moore,2.3,-0.4773818329540149,92
Kentavious Caldwell-Pope,2.2,-0.5264926796668559,96
Eric Gordon,2.2,-0.5264926796668559,96
Evan Turner,2.2,-0.5264926796668559,96
Zach Randolph,2.2,-0.5264926796668559,96
Justin Holiday,2.1,-0.575603526379697,100
Wilson Chandler,2.1,-0.575603526379697,100
LaMarcus Aldridge,2.0,-0.6247143730925382,102
DeMarre Carroll,2.0,-0.6247143730925382,102
Otto Porter Jr.,2.0,-0.6247143730925382,102
Harrison Barnes,2.0,-0.6247143730925382,102
Andrew Wiggins,2.0,-0.6247143730925382,102
Danilo Gallinari,2.0,-0.6247143730925382,102
Avery Bradley,2.0,-0.6247143730925382,102
Robert Covington,2.0,-0.6247143730925382,102
Markieff Morris,1.9,-0.6738252198053793,110
Robin Lopez,1.9,-0.6738252198053793,110
Thaddeus Young,1.9,-0.6738252198053793,110
Buddy Hield,1.9,-0.6738252198053793,110
JR Smith,1.8,-0.7229360665182205,114
Marcin Gortat,1.8,-0.7229360665182205,114
Jusuf Nurkić,1.8,-0.7229360665182205,114
Kyle Kuzma,1.8,-0.7229360665182205,114
Kevin Love,1.7,-0.7720469132310617,118
Rodney Hood,1.6,-0.8211577599439027,119
Dillon Brooks,1.6,-0.8211577599439027,119
Allen Crabbe,1.6,-0.8211577599439027,119
Joe Harris,1.6,-0.8211577599439027,119
Danny Green,1.6,-0.8211577599439027,119
Jayson Tatum,1.6,-0.8211577599439027,119
Jaylen Brown,1.6,-0.8211577599439027,119
Trevor Ariza,1.6,-0.8211577599439027,119
Stanley Johnson,1.6,-0.8211577599439027,119
Dragan Bender,1.6,-0.8211577599439027,119
Bojan Bogdanović,1.5,-0.8702686066567439,129
DeAndre Jordan,1.5,-0.8702686066567439,129
Josh Jackson,1.5,-0.8702686066567439,129
Reggie Bullock Jr.,1.5,-0.8702686066567439,129
Enes Freedom,1.5,-0.8702686066567439,129
John Henson,1.5,-0.8702686066567439,129
Nikola Mirotic,1.5,-0.8702686066567439,129
JaMychal Green,1.4,-0.9193794533695852,136
Rudy Gobert,1.4,-0.9193794533695852,136
Tony Snell,1.3,-0.9684903000824262,138
Carmelo Anthony,1.3,-0.9684903000824262,138
Myles Turner,1.3,-0.9684903000824262,138
Dwight Howard,1.3,-0.9684903000824262,138
Ersan Ilyasova,1.3,-0.9684903000824262,138
Derrick Favors,1.3,-0.9684903000824262,138
Marcus Morris Sr.,1.3,-0.9684903000824262,138
T.J. Warren,1.3,-0.9684903000824262,138
Kelly Oubre Jr.,1.2,-1.0176011467952675,146
Andre Roberson,1.2,-1.0176011467952675,146
Jae Crowder,1.2,-1.0176011467952675,146
Lauri Markkanen,1.2,-1.0176011467952675,146
Al-Farouq Aminu,1.2,-1.0176011467952675,146
Kristaps Porziņģis,1.2,-1.0176011467952675,146
Taj Gibson,1.2,-1.0176011467952675,146
Steven Adams,1.2,-1.0176011467952675,146
Marvin Williams,1.2,-1.0176011467952675,146
Hassan Whiteside,1.0,-1.1158228402209496,155
Wayne Ellington,1.0,-1.1158228402209496,155
Luc Mbah a Moute,0.9,-1.164933686933791,157
P.J. Tucker,0.9,-1.164933686933791,157
Ryan Anderson,0.9,-1.164933686933791,157
Clint Capela,0.9,-1.164933686933791,157
Serge Ibaka,0.8,-1.214044533646632,161
