PlayerName,Points,Points_ZScore,Points_Rank
James Harden,30.4,3.032863658844888,1
Anthony Davis,28.1,2.5810697040334545,2
LeBron James,27.5,2.4632104114739497,3
Damian Lillard,26.9,2.345351118914445,4
Giannis Antetokounmpo,26.9,2.345351118914445,4
Kevin Durant,26.4,2.2471350417815246,6
Stephen Curry,26.4,2.2471350417815246,6
Russell Westbrook,25.4,2.050702887515684,8
DeMarcus Cousins,25.2,2.0114164566625155,9
Devin Booker,24.9,1.9524868103827633,10
Kyrie Irving,24.4,1.854270733249843,11
LaMarcus Aldridge,23.1,1.5989089327042505,12
Victor Oladipo,23.1,1.5989089327042505,12
DeMar DeRozan,23.0,1.579265717277666,14
Joel Embiid,22.9,1.5596225018510816,15
Kristaps Porziņģis,22.7,1.5203360709979137,16
Bradley Beal,22.6,1.50069285557133,17
Lou Williams,22.6,1.50069285557133,17
Jimmy Butler III,22.2,1.4221199938649933,19
Kemba Walker,22.1,1.4024767784384096,20
Paul George,21.9,1.363190347585241,21
Blake Griffin,21.4,1.2649742704523206,22
CJ McCollum,21.4,1.2649742704523206,22
Karl-Anthony Towns,21.3,1.2453310550257368,24
Donovan Mitchell,20.5,1.088185331613064,25
Khris Middleton,20.1,1.009612469906728,26
Klay Thompson,20.0,0.9899692544801437,27
T.J. Warren,19.6,0.9113963927738077,28
Tyreke Evans,19.4,0.8721099619206389,29
John Wall,19.4,0.8721099619206389,29
Dennis Schröder,19.4,0.8721099619206389,29
Jrue Holiday,19.0,0.7935371002143029,32
Harrison Barnes,18.9,0.7738938847877185,33
Chris Paul,18.6,0.7149642385079669,34
Tobias Harris,18.6,0.7149642385079669,34
Nikola Jokić,18.5,0.6953210230813824,36
Eric Gordon,18.0,0.5971049459484621,37
Evan Fournier,17.8,0.5578185150952941,38
Andrew Wiggins,17.7,0.5381752996687097,39
Eric Bledsoe,17.7,0.5381752996687097,39
Kevin Love,17.6,0.518532084242126,41
Aaron Gordon,17.6,0.518532084242126,41
Tim Hardaway Jr.,17.5,0.4988888688155417,43
Gary Harris,17.5,0.4988888688155417,43
Goran Dragic,17.3,0.45960243796237366,45
Marc Gasol,17.2,0.43995922253578934,46
JJ Redick,17.1,0.42031600710920564,47
Zach LaVine,16.7,0.34174314540286893,48
Jamal Murray,16.7,0.34174314540286893,48
Dwight Howard,16.6,0.3220999299762853,50
Nikola Vučević,16.5,0.3024567145497009,51
Kyle Lowry,16.2,0.24352706826994852,52
Carmelo Anthony,16.2,0.24352706826994852,52
Brandon Ingram,16.1,0.22388385284336487,54
Kyle Kuzma,16.1,0.22388385284336487,54
Julius Randle,16.1,0.22388385284336487,54
Ben Simmons,15.8,0.16495420656361248,57
Will Barton,15.7,0.14531099113702814,58
Nikola Mirotic,15.6,0.12566777571044413,59
D'Angelo Russell,15.5,0.1060245602838601,60
Danilo Gallinari,15.3,0.06673812943069209,61
Isaiah Thomas,15.2,0.04709491400410773,62
Lauri Markkanen,15.2,0.04709491400410773,62
Dennis Smith Jr.,15.2,0.04709491400410773,62
Austin Rivers,15.1,0.02745169857752372,65
Andre Drummond,15.0,0.007808483150939712,66
Otto Porter Jr.,14.7,-0.051121163128812666,67
Rodney Hood,14.7,-0.051121163128812666,67
Paul Millsap,14.6,-0.07076437855539668,69
Dario Šarić,14.6,-0.07076437855539668,69
Reggie Jackson,14.6,-0.07076437855539668,69
Zach Randolph,14.5,-0.09040759398198069,72
Jaylen Brown,14.5,-0.09040759398198069,72
Jusuf Nurkić,14.3,-0.1296940248351487,74
Bojan Bogdanović,14.3,-0.1296940248351487,74
Avery Bradley,14.3,-0.1296940248351487,74
Dion Waiters,14.3,-0.1296940248351487,74
Jeff Teague,14.2,-0.14933724026173306,78
Enes Freedom,14.1,-0.16898045568831707,79
Taurean Prince,14.1,-0.16898045568831707,79
Hassan Whiteside,14.0,-0.18862367111490108,81
Jayson Tatum,13.9,-0.2082668865414851,82
Jonathon Simmons,13.9,-0.2082668865414851,82
Steven Adams,13.9,-0.2082668865414851,82
Rondae Hollis-Jefferson,13.9,-0.2082668865414851,82
Clint Capela,13.9,-0.2082668865414851,82
Marcus Morris Sr.,13.6,-0.26719653282123745,87
Buddy Hield,13.5,-0.2868397482478215,88
DeMarre Carroll,13.5,-0.2868397482478215,88
Rudy Gobert,13.5,-0.2868397482478215,88
Kentavious Caldwell-Pope,13.4,-0.3064829636744055,91
Kris Dunn,13.4,-0.3064829636744055,91
Allen Crabbe,13.2,-0.3457693945275739,93
Josh Jackson,13.1,-0.36541260995415786,94
Ricky Rubio,13.1,-0.36541260995415786,94
Malcolm Brogdon,13.0,-0.3850558253807419,96
Al Horford,12.9,-0.4046990408073259,97
Josh Richardson,12.9,-0.4046990408073259,97
Kent Bazemore,12.9,-0.4046990408073259,97
Willie Cauley-Stein,12.8,-0.4243422562339099,100
Wesley Matthews,12.7,-0.44398547166049424,101
Elfrid Payton,12.7,-0.44398547166049424,101
Myles Turner,12.7,-0.44398547166049424,101
Robert Covington,12.6,-0.4636286870870783,104
Spencer Dinwiddie,12.6,-0.4636286870870783,104
Serge Ibaka,12.6,-0.4636286870870783,104
E'Twaun Moore,12.5,-0.48327190251366225,107
Darren Collison,12.4,-0.5029151179402462,108
Derrick Favors,12.3,-0.5225583333668303,109
Taj Gibson,12.2,-0.5422015487934146,110
Justin Holiday,12.2,-0.5422015487934146,110
Caris LeVert,12.1,-0.5618447642199986,112
Courtney Lee,12.0,-0.5814879796465827,113
DeAndre Jordan,12.0,-0.5814879796465827,113
Kelly Oubre Jr.,11.8,-0.6207744104997507,115
Thaddeus Young,11.8,-0.6207744104997507,115
Bogdan Bogdanović,11.8,-0.6207744104997507,115
Robin Lopez,11.8,-0.6207744104997507,115
Trevor Ariza,11.7,-0.640417625926335,119
Tyler Johnson,11.7,-0.640417625926335,119
De'Aaron Fox,11.6,-0.6600608413529191,121
Nicolas Batum,11.6,-0.6600608413529191,121
Markieff Morris,11.5,-0.6797040567795031,123
Joe Ingles,11.5,-0.6797040567795031,123
Terry Rozier,11.3,-0.718990487632671,125
Reggie Bullock Jr.,11.3,-0.718990487632671,125
Wayne Ellington,11.2,-0.7386337030592555,127
Draymond Green,11.0,-0.7779201339124234,128
Dillon Brooks,11.0,-0.7779201339124234,128
Ersan Ilyasova,10.9,-0.7975633493390075,130
Joe Harris,10.8,-0.8172065647655915,131
James Johnson,10.8,-0.8172065647655915,131
JaMychal Green,10.3,-0.9154226418985119,133
Denzel Valentine,10.2,-0.9350658573250963,134
Lonzo Ball,10.2,-0.9350658573250963,134
Yogi Ferrell,10.2,-0.9350658573250963,134
Marcus Smart,10.2,-0.9350658573250963,134
Wilson Chandler,10.0,-0.9743522881782642,138
Patty Mills,10.0,-0.9743522881782642,138
George Hill,10.0,-0.9743522881782642,138
Jae Crowder,9.7,-1.0332819344580166,141
Tyrone Wallace,9.7,-1.0332819344580166,141
Milos Teodosic,9.5,-1.0725683653111846,143
Marvin Williams,9.5,-1.0725683653111846,143
Al-Farouq Aminu,9.3,-1.1118547961643526,145
Ryan Anderson,9.3,-1.1118547961643526,145
John Henson,8.8,-1.2100708732972731,147
Stanley Johnson,8.7,-1.2297140887238573,148
Danny Green,8.6,-1.2493573041504413,149
Marcin Gortat,8.4,-1.2886437350036095,150
JR Smith,8.3,-1.3082869504301935,151
Rajon Rondo,8.3,-1.3082869504301935,151
Evan Turner,8.2,-1.327930165856778,153
Cory Joseph,7.9,-1.3868598121365299,154
Kyle Anderson,7.9,-1.3868598121365299,154
Luc Mbah a Moute,7.5,-1.4654326738428662,156
Tony Snell,6.9,-1.5832919664023706,157
Dragan Bender,6.5,-1.661864828108707,158
P.J. Tucker,6.1,-1.7404376898150433,159
Andre Iguodala,6.0,-1.7600809052416275,160
Andre Roberson,5.0,-1.9565130595074682,161
