PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Clint Capela,0.652,3.582972063449878,1
DeAndre Jordan,0.645,3.45249482693999,2
Steven Adams,0.629,3.1542611434888173,3
Rudy Gobert,0.622,3.023783906978929,4
Enes Freedom,0.592,2.4645957505079803,5
Taj Gibson,0.577,2.185001672272506,6
John Henson,0.572,2.0918036461940144,7
Derrick Favors,0.563,1.9240471992527297,8
Julius Randle,0.558,1.8308491731742405,9
Dwight Howard,0.555,1.7749303575271456,10
Karl-Anthony Towns,0.545,1.5885343053701626,11
Ben Simmons,0.545,1.5885343053701626,11
LeBron James,0.542,1.5326154897230677,13
Hassan Whiteside,0.54,1.4953362792916711,14
Andre Roberson,0.537,1.4394174636445762,15
Anthony Davis,0.534,1.3834986479974813,16
Robin Lopez,0.53,1.3089402271346882,17
Andre Drummond,0.529,1.2903006219189899,18
Giannis Antetokounmpo,0.529,1.2903006219189899,18
Kyle Anderson,0.527,1.2530214114875933,20
Marcin Gortat,0.518,1.0852649645463086,21
Kevin Durant,0.516,1.047985754114912,22
LaMarcus Aldridge,0.51,0.9361481228207222,23
E'Twaun Moore,0.508,0.8988689123893256,24
Jusuf Nurkić,0.505,0.8429500967422308,25
James Johnson,0.503,0.8056708863108342,26
Otto Porter Jr.,0.503,0.8056708863108342,26
Willie Cauley-Stein,0.502,0.7870312810951359,28
Nikola Jokić,0.499,0.731112465448041,29
T.J. Warren,0.498,0.7124728602323427,30
Darren Collison,0.495,0.6565540445852478,31
Stephen Curry,0.495,0.6565540445852478,31
Jrue Holiday,0.494,0.6379144393695495,33
Elfrid Payton,0.493,0.6192748341538512,34
Joe Harris,0.491,0.5819956237224546,35
Kyrie Irving,0.491,0.5819956237224546,35
Klay Thompson,0.489,0.544716413291058,37
Reggie Bullock Jr.,0.489,0.544716413291058,37
Al Horford,0.489,0.544716413291058,37
Thaddeus Young,0.487,0.5074372028596614,40
Malcolm Brogdon,0.485,0.4701579924282649,41
Gary Harris,0.485,0.4701579924282649,41
Joel Embiid,0.483,0.4328787819968683,43
Serge Ibaka,0.483,0.4328787819968683,43
Luc Mbah a Moute,0.481,0.3955995715654717,45
Markieff Morris,0.48,0.3769599663497734,46
Myles Turner,0.479,0.3583203611340751,47
Victor Oladipo,0.477,0.3210411507026785,48
Jayson Tatum,0.475,0.28376194027128193,49
Nikola Vučević,0.475,0.28376194027128193,49
Bojan Bogdanović,0.474,0.26512233505558364,51
Jimmy Butler III,0.474,0.26512233505558364,51
Zach Randolph,0.473,0.24648272983988537,53
Eric Bledsoe,0.473,0.24648272983988537,53
Rondae Hollis-Jefferson,0.472,0.22784312462418707,55
Brandon Ingram,0.47,0.19056391419279048,56
DeMarcus Cousins,0.47,0.19056391419279048,56
Rajon Rondo,0.468,0.1532847037613949,58
Joe Ingles,0.467,0.13464509854569662,59
Khris Middleton,0.466,0.11600549332999832,60
Jaylen Brown,0.465,0.09736588811430004,61
Jonathon Simmons,0.465,0.09736588811430004,61
Paul Millsap,0.464,0.07872628289860174,63
Andre Iguodala,0.463,0.06008667768290344,64
Tobias Harris,0.46,0.004167862035808559,65
George Hill,0.46,0.004167862035808559,65
JJ Redick,0.46,0.004167862035808559,65
Bradley Beal,0.46,0.004167862035808559,65
Chris Paul,0.46,0.004167862035808559,65
Evan Fournier,0.459,-0.014471743179889736,70
Marvin Williams,0.458,-0.03311134839558803,71
Kevin Love,0.458,-0.03311134839558803,71
JaMychal Green,0.457,-0.05175095361128632,73
DeMar DeRozan,0.456,-0.07039055882698463,74
Courtney Lee,0.454,-0.1076697692583812,75
Draymond Green,0.454,-0.1076697692583812,75
Dario Šarić,0.453,-0.1263093744740795,77
Tyreke Evans,0.452,-0.1449489796897778,78
Ersan Ilyasova,0.452,-0.1449489796897778,78
Will Barton,0.452,-0.1449489796897778,78
Josh Richardson,0.451,-0.1635885849054761,81
Jamal Murray,0.451,-0.1635885849054761,81
Goran Dragic,0.45,-0.1822281901211744,83
Kyle Kuzma,0.45,-0.1822281901211744,83
Russell Westbrook,0.449,-0.20086779533687268,85
James Harden,0.449,-0.20086779533687268,85
Evan Turner,0.447,-0.23814700576826928,87
Nikola Mirotic,0.447,-0.23814700576826928,87
Jeff Teague,0.446,-0.25678661098396754,89
Buddy Hield,0.446,-0.25678661098396754,89
Bogdan Bogdanović,0.446,-0.25678661098396754,89
Tyrone Wallace,0.445,-0.27542621619966584,92
Wilson Chandler,0.445,-0.27542621619966584,92
Harrison Barnes,0.445,-0.27542621619966584,92
CJ McCollum,0.443,-0.31270542663106243,95
Dillon Brooks,0.44,-0.3686242422781573,96
Damian Lillard,0.439,-0.3872638474938556,97
Kristaps Porziņģis,0.439,-0.3872638474938556,97
Andrew Wiggins,0.438,-0.4059034527095539,99
Blake Griffin,0.438,-0.4059034527095539,99
Donovan Mitchell,0.437,-0.4245430579252522,101
Dennis Schröder,0.436,-0.4431826631409505,102
Caris LeVert,0.435,-0.4618222683566488,103
Tony Snell,0.435,-0.4618222683566488,103
Lou Williams,0.435,-0.4618222683566488,103
Tyler Johnson,0.435,-0.4618222683566488,103
Lauri Markkanen,0.434,-0.4804618735723471,107
Aaron Gordon,0.434,-0.4804618735723471,107
Devin Booker,0.432,-0.5177410840037437,109
Kemba Walker,0.431,-0.536380689219442,110
Ryan Anderson,0.431,-0.536380689219442,110
Paul George,0.43,-0.5550202944351403,112
Marcus Morris Sr.,0.429,-0.5736598996508386,113
Kris Dunn,0.429,-0.5736598996508386,113
