PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Rodney Hood,0.429,-0.5736598996508386,113
Eric Gordon,0.428,-0.5922995048665369,116
Kyle Lowry,0.427,-0.6109391100822352,117
Reggie Jackson,0.426,-0.6295787152979334,118
Taurean Prince,0.426,-0.6295787152979334,118
Kentavious Caldwell-Pope,0.426,-0.6295787152979334,118
Yogi Ferrell,0.426,-0.6295787152979334,118
Austin Rivers,0.424,-0.66685792572933,122
Cory Joseph,0.424,-0.66685792572933,122
Tim Hardaway Jr.,0.421,-0.7227767413764249,124
Marc Gasol,0.42,-0.7414163465921232,125
John Wall,0.42,-0.7414163465921232,125
Kent Bazemore,0.42,-0.7414163465921232,125
Milos Teodosic,0.419,-0.7600559518078215,128
Ricky Rubio,0.418,-0.7786955570235198,129
Josh Jackson,0.417,-0.7973351622392181,130
Denzel Valentine,0.417,-0.7973351622392181,130
Nicolas Batum,0.415,-0.8346143726706147,132
Avery Bradley,0.414,-0.853253977886313,133
D'Angelo Russell,0.414,-0.853253977886313,133
DeMarre Carroll,0.414,-0.853253977886313,133
Robert Covington,0.413,-0.8718935831020113,136
Trevor Ariza,0.412,-0.8905331883177096,137
De'Aaron Fox,0.412,-0.8905331883177096,137
Patty Mills,0.411,-0.9091727935334079,139
Wayne Ellington,0.407,-0.983731214396201,140
Allen Crabbe,0.407,-0.983731214396201,140
Wesley Matthews,0.406,-1.0023708196118983,142
Jae Crowder,0.404,-1.039650030043295,143
Carmelo Anthony,0.404,-1.039650030043295,143
JR Smith,0.403,-1.0582896352589932,145
Kelly Oubre Jr.,0.403,-1.0582896352589932,145
Danilo Gallinari,0.398,-1.1514876613374847,147
Dion Waiters,0.398,-1.1514876613374847,147
Terry Rozier,0.395,-1.2074064769845796,149
Dennis Smith Jr.,0.395,-1.2074064769845796,149
Al-Farouq Aminu,0.395,-1.2074064769845796,149
P.J. Tucker,0.39,-1.300604503063071,152
Spencer Dinwiddie,0.387,-1.356523318710166,153
Danny Green,0.387,-1.356523318710166,153
Dragan Bender,0.386,-1.3751629239258643,155
Zach LaVine,0.383,-1.4310817395729591,156
Stanley Johnson,0.375,-1.5801985812985455,157
Isaiah Thomas,0.373,-1.617477791729942,158
Justin Holiday,0.371,-1.6547570021613387,159
Marcus Smart,0.367,-1.7293154230241319,160
Lonzo Ball,0.36,-1.85979265953402,161
