PlayerName,Steals,Steals_ZScore,Steals_Rank
Victor Oladipo,2.4,3.5008953018869042,1
Kris Dunn,2.0,2.4925873526851303,2
Eric Bledsoe,2.0,2.4925873526851303,2
Paul George,2.0,2.4925873526851303,2
Jimmy Butler III,2.0,2.4925873526851303,2
James Harden,1.8,1.9884333780842436,6
Gary Harris,1.8,1.9884333780842436,6
Russell Westbrook,1.8,1.9884333780842436,6
Chris Paul,1.7,1.7363563907838,9
Lonzo Ball,1.7,1.7363563907838,9
Thaddeus Young,1.7,1.7363563907838,9
Robert Covington,1.7,1.7363563907838,9
Ben Simmons,1.7,1.7363563907838,9
Kyle Anderson,1.6,1.4842794034833569,14
Stephen Curry,1.6,1.4842794034833569,14
DeMarcus Cousins,1.6,1.4842794034833569,14
Ricky Rubio,1.6,1.4842794034833569,14
Otto Porter Jr.,1.5,1.232202416182913,18
Donovan Mitchell,1.5,1.232202416182913,18
Josh Richardson,1.5,1.232202416182913,18
Giannis Antetokounmpo,1.5,1.232202416182913,18
Trevor Ariza,1.5,1.232202416182913,18
Kent Bazemore,1.5,1.232202416182913,18
Jrue Holiday,1.5,1.232202416182913,18
Anthony Davis,1.5,1.232202416182913,18
Khris Middleton,1.5,1.232202416182913,18
Andre Drummond,1.5,1.232202416182913,18
Jeff Teague,1.5,1.232202416182913,18
Kentavious Caldwell-Pope,1.4,0.9801254288824695,29
Draymond Green,1.4,0.9801254288824695,29
Stanley Johnson,1.4,0.9801254288824695,29
LeBron James,1.4,0.9801254288824695,29
John Wall,1.4,0.9801254288824695,29
Elfrid Payton,1.3,0.7280484415820263,34
Marcus Smart,1.3,0.7280484415820263,34
Darren Collison,1.3,0.7280484415820263,34
Nikola Jokić,1.2,0.4759714542815826,37
Luc Mbah a Moute,1.2,0.4759714542815826,37
Wesley Matthews,1.2,0.4759714542815826,37
Caris LeVert,1.2,0.4759714542815826,37
Bradley Beal,1.2,0.4759714542815826,37
Steven Adams,1.2,0.4759714542815826,37
Andre Roberson,1.2,0.4759714542815826,37
Austin Rivers,1.2,0.4759714542815826,37
Lou Williams,1.1,0.22389446698113946,45
Kyrie Irving,1.1,0.22389446698113946,45
Justin Holiday,1.1,0.22389446698113946,45
Kemba Walker,1.1,0.22389446698113946,45
Kyle Lowry,1.1,0.22389446698113946,45
Dennis Schröder,1.1,0.22389446698113946,45
Buddy Hield,1.1,0.22389446698113946,45
Willie Cauley-Stein,1.1,0.22389446698113946,45
Al-Farouq Aminu,1.1,0.22389446698113946,45
Andrew Wiggins,1.1,0.22389446698113946,45
Avery Bradley,1.1,0.22389446698113946,45
Tyreke Evans,1.1,0.22389446698113946,45
Tim Hardaway Jr.,1.1,0.22389446698113946,45
Joe Ingles,1.1,0.22389446698113946,45
Damian Lillard,1.1,0.22389446698113946,45
DeMar DeRozan,1.1,0.22389446698113946,45
Rajon Rondo,1.1,0.22389446698113946,45
Courtney Lee,1.1,0.22389446698113946,45
T.J. Warren,1.0,-0.028182520319304235,63
Taurean Prince,1.0,-0.028182520319304235,63
Terry Rozier,1.0,-0.028182520319304235,63
Nicolas Batum,1.0,-0.028182520319304235,63
Rondae Hollis-Jefferson,1.0,-0.028182520319304235,63
Kelly Oubre Jr.,1.0,-0.028182520319304235,63
Will Barton,1.0,-0.028182520319304235,63
Zach LaVine,1.0,-0.028182520319304235,63
Josh Jackson,1.0,-0.028182520319304235,63
Paul Millsap,1.0,-0.028182520319304235,63
P.J. Tucker,1.0,-0.028182520319304235,63
Nikola Vučević,1.0,-0.028182520319304235,63
Aaron Gordon,1.0,-0.028182520319304235,63
CJ McCollum,1.0,-0.028182520319304235,63
Jayson Tatum,1.0,-0.028182520319304235,63
Jaylen Brown,1.0,-0.028182520319304235,63
James Johnson,1.0,-0.028182520319304235,63
Jamal Murray,1.0,-0.028182520319304235,63
Dennis Smith Jr.,1.0,-0.028182520319304235,63
De'Aaron Fox,1.0,-0.028182520319304235,63
Cory Joseph,1.0,-0.028182520319304235,63
E'Twaun Moore,1.0,-0.028182520319304235,63
George Hill,0.9,-0.28025950761974766,85
Devin Booker,0.9,-0.28025950761974766,85
Malcolm Brogdon,0.9,-0.28025950761974766,85
Danny Green,0.9,-0.28025950761974766,85
Tobias Harris,0.9,-0.28025950761974766,85
Spencer Dinwiddie,0.9,-0.28025950761974766,85
Ersan Ilyasova,0.9,-0.28025950761974766,85
Tyrone Wallace,0.9,-0.28025950761974766,85
JR Smith,0.9,-0.28025950761974766,85
Dillon Brooks,0.9,-0.28025950761974766,85
Bogdan Bogdanović,0.9,-0.28025950761974766,85
Markieff Morris,0.8,-0.5323364949201911,96
Rodney Hood,0.8,-0.5323364949201911,96
DeMarre Carroll,0.8,-0.5323364949201911,96
Reggie Bullock Jr.,0.8,-0.5323364949201911,96
D'Angelo Russell,0.8,-0.5323364949201911,96
Dion Waiters,0.8,-0.5323364949201911,96
Rudy Gobert,0.8,-0.5323364949201911,96
Nikola Mirotic,0.8,-0.5323364949201911,96
Taj Gibson,0.8,-0.5323364949201911,96
Yogi Ferrell,0.8,-0.5323364949201911,96
Jonathon Simmons,0.8,-0.5323364949201911,96
Andre Iguodala,0.8,-0.5323364949201911,96
Jae Crowder,0.8,-0.5323364949201911,96
Jusuf Nurkić,0.8,-0.5323364949201911,96
Karl-Anthony Towns,0.8,-0.5323364949201911,96
Evan Fournier,0.8,-0.5323364949201911,96
Denzel Valentine,0.8,-0.5323364949201911,96
Klay Thompson,0.8,-0.5323364949201911,96
Kristaps Porziņģis,0.8,-0.5323364949201911,96
Goran Dragic,0.8,-0.5323364949201911,96
Brandon Ingram,0.8,-0.5323364949201911,96
Clint Capela,0.8,-0.5323364949201911,96
Tyler Johnson,0.8,-0.5323364949201911,96
Bojan Bogdanović,0.7,-0.7844134822206348,119
Wayne Ellington,0.7,-0.7844134822206348,119
Dario Šarić,0.7,-0.7844134822206348,119
Blake Griffin,0.7,-0.7844134822206348,119
Zach Randolph,0.7,-0.7844134822206348,119
Patty Mills,0.7,-0.7844134822206348,119
Marc Gasol,0.7,-0.7844134822206348,119
Marvin Williams,0.7,-0.7844134822206348,119
Kevin Love,0.7,-0.7844134822206348,119
Kevin Durant,0.7,-0.7844134822206348,119
Hassan Whiteside,0.7,-0.7844134822206348,119
Derrick Favors,0.7,-0.7844134822206348,119
Allen Crabbe,0.6,-1.0364904695210782,131
Al Horford,0.6,-1.0364904695210782,131
LaMarcus Aldridge,0.6,-1.0364904695210782,131
Wilson Chandler,0.6,-1.0364904695210782,131
Tony Snell,0.6,-1.0364904695210782,131
Harrison Barnes,0.6,-1.0364904695210782,131
Kyle Kuzma,0.6,-1.0364904695210782,131
Evan Turner,0.6,-1.0364904695210782,131
John Henson,0.6,-1.0364904695210782,131
Carmelo Anthony,0.6,-1.0364904695210782,131
JaMychal Green,0.6,-1.0364904695210782,131
Lauri Markkanen,0.6,-1.0364904695210782,131
Joel Embiid,0.6,-1.0364904695210782,131
Danilo Gallinari,0.6,-1.0364904695210782,131
Reggie Jackson,0.6,-1.0364904695210782,131
Dwight Howard,0.6,-1.0364904695210782,131
Marcus Morris Sr.,0.6,-1.0364904695210782,131
Myles Turner,0.6,-1.0364904695210782,131
Eric Gordon,0.6,-1.0364904695210782,131
Julius Randle,0.5,-1.2885674568215215,150
DeAndre Jordan,0.5,-1.2885674568215215,150
JJ Redick,0.5,-1.2885674568215215,150
Enes Freedom,0.5,-1.2885674568215215,150
Milos Teodosic,0.5,-1.2885674568215215,150
Marcin Gortat,0.5,-1.2885674568215215,150
Isaiah Thomas,0.5,-1.2885674568215215,150
Ryan Anderson,0.4,-1.540644444121965,157
Serge Ibaka,0.4,-1.540644444121965,157
Joe Harris,0.4,-1.540644444121965,157
Dragan Bender,0.3,-1.7927214314224085,160
Robin Lopez,0.2,-2.044798418722852,161
