PlayerName,Rebounds,Rebounds_ZScore,Rebounds_Rank
Andre Drummond,16.0,3.972821691826813,1
DeAndre Jordan,15.2,3.672493347005065,2
DeMarcus Cousins,12.9,2.8090493556425415,3
Dwight Howard,12.5,2.6588851832316673,4
Karl-Anthony Towns,12.3,2.5838030970262307,5
Hassan Whiteside,11.4,2.245933709101765,6
Anthony Davis,11.1,2.133310579793609,7
Enes Freedom,11.0,2.0957695366908906,8
Joel Embiid,11.0,2.0957695366908906,8
Clint Capela,10.8,2.020687450485454,10
Nikola Jokić,10.7,1.9831464073827352,11
Rudy Gobert,10.7,1.9831464073827352,11
Russell Westbrook,10.1,1.7579001487664245,13
Giannis Antetokounmpo,10.0,1.7203591056637062,14
Kevin Love,9.3,1.4575718039446774,15
Nikola Vučević,9.2,1.4200307608419585,16
Steven Adams,9.0,1.3449486746365218,17
Jusuf Nurkić,9.0,1.3449486746365218,17
LeBron James,8.6,1.1947845022256478,19
LaMarcus Aldridge,8.5,1.1572434591229295,20
JaMychal Green,8.4,1.1197024160202111,21
Marc Gasol,8.1,1.0070792867120555,22
Ben Simmons,8.1,1.0070792867120555,22
Julius Randle,8.0,0.9695382436093373,24
Aaron Gordon,7.9,0.9319972005066189,25
Draymond Green,7.6,0.8193740711984633,26
Marcin Gortat,7.6,0.8193740711984633,26
Al-Farouq Aminu,7.6,0.8193740711984633,26
Lauri Markkanen,7.5,0.781833028095745,29
Nikola Mirotic,7.4,0.7442919849930267,30
Blake Griffin,7.4,0.7442919849930267,30
Al Horford,7.4,0.7442919849930267,30
Derrick Favors,7.2,0.6692098987875897,33
Taj Gibson,7.1,0.6316688556848711,34
Willie Cauley-Stein,7.0,0.5941278125821527,35
Lonzo Ball,6.9,0.5565867694794344,36
John Henson,6.8,0.5190457263767158,37
Rondae Hollis-Jefferson,6.8,0.5190457263767158,37
Kevin Durant,6.8,0.5190457263767158,37
Zach Randolph,6.7,0.4815046832739975,40
Dario Šarić,6.7,0.4815046832739975,40
DeMarre Carroll,6.6,0.4439636401712788,42
Kristaps Porziņģis,6.6,0.4439636401712788,42
Otto Porter Jr.,6.4,0.3688815539658422,44
Myles Turner,6.4,0.3688815539658422,44
Paul Millsap,6.4,0.3688815539658422,44
Kyle Kuzma,6.3,0.33134051086312355,47
Serge Ibaka,6.3,0.33134051086312355,47
Thaddeus Young,6.3,0.33134051086312355,47
Harrison Barnes,6.1,0.25625842465768656,50
Ersan Ilyasova,5.9,0.18117633845224995,51
Carmelo Anthony,5.8,0.1436352953495313,52
Paul George,5.7,0.10609425224681299,53
Markieff Morris,5.6,0.06855320914409434,54
Kyle Lowry,5.6,0.06855320914409434,54
P.J. Tucker,5.6,0.06855320914409434,54
Tobias Harris,5.5,0.031012166041376014,57
Marcus Morris Sr.,5.4,-0.006528877061342302,58
James Harden,5.4,-0.006528877061342302,58
Kyle Anderson,5.4,-0.006528877061342302,58
Chris Paul,5.4,-0.006528877061342302,58
Robert Covington,5.4,-0.006528877061342302,58
Wilson Chandler,5.4,-0.006528877061342302,58
