PlayerName,Turnovers,Turnovers_ZScore,Turnovers_Rank
James Harden,4.6,3.527893179225957,1
Russell Westbrook,4.3,3.1342334570237713,2
John Wall,4.1,2.8717936422223143,3
Rajon Rondo,3.9,2.609353827420857,4
DeMarcus Cousins,3.8,2.4781339200201287,5
Eric Bledsoe,3.5,2.084474197817943,6
Kevin Durant,3.5,2.084474197817943,6
Brandon Knight,3.4,1.9532542904172145,8
LeBron James,3.3,1.8220343830164858,9
Paul George,3.3,1.8220343830164858,9
Stephen Curry,3.3,1.8220343830164858,9
Damian Lillard,3.2,1.6908144756157577,12
Draymond Green,3.2,1.6908144756157577,12
Emmanuel Mudiay,3.2,1.6908144756157577,12
Kyle Lowry,2.9,1.2971547534135717,15
Nicolas Batum,2.9,1.2971547534135717,15
Jarrett Jack,2.9,1.2971547534135717,15
Tyreke Evans,2.9,1.2971547534135717,15
Jeff Teague,2.8,1.1659348460128431,19
Reggie Jackson,2.8,1.1659348460128431,19
Michael Carter-Williams,2.8,1.1659348460128431,19
Dwyane Wade,2.7,1.034714938612115,22
Derrick Rose,2.7,1.034714938612115,22
Isaiah Thomas,2.7,1.034714938612115,22
Chris Paul,2.6,0.9034950312113863,25
Jrue Holiday,2.6,0.9034950312113863,25
Goran Dragic,2.6,0.9034950312113863,25
Giannis Antetokounmpo,2.6,0.9034950312113863,25
Gordon Hayward,2.5,0.7722751238106577,29
Ricky Rubio,2.5,0.7722751238106577,29
D'Angelo Russell,2.5,0.7722751238106577,29
Monta Ellis,2.5,0.7722751238106577,29
CJ McCollum,2.5,0.7722751238106577,29
Blake Griffin,2.4,0.641055216409929,34
Nerlens Noel,2.4,0.641055216409929,34
Paul Millsap,2.4,0.641055216409929,34
Brook Lopez,2.4,0.641055216409929,34
Carmelo Anthony,2.4,0.641055216409929,34
Elfrid Payton,2.4,0.641055216409929,34
Ish Smith,2.3,0.5098353090092003,40
Kyrie Irving,2.3,0.5098353090092003,40
Pau Gasol,2.3,0.5098353090092003,40
Dwight Howard,2.3,0.5098353090092003,40
Jahlil Okafor,2.3,0.5098353090092003,40
Khris Middleton,2.3,0.5098353090092003,40
Deron Williams,2.3,0.5098353090092003,40
Marc Gasol,2.3,0.5098353090092003,40
Andrew Wiggins,2.2,0.37861540160847224,48
Karl-Anthony Towns,2.2,0.37861540160847224,48
DeMar DeRozan,2.2,0.37861540160847224,48
Evan Turner,2.1,0.24739549420774354,51
Kemba Walker,2.1,0.24739549420774354,51
Robert Covington,2.1,0.24739549420774354,51
Devin Booker,2.1,0.24739549420774354,51
Markieff Morris,2.1,0.24739549420774354,51
Victor Oladipo,2.1,0.24739549420774354,51
Anthony Davis,2.0,0.11617558680701487,57
Jimmy Butler III,2.0,0.11617558680701487,57
Bradley Beal,2.0,0.11617558680701487,57
Joe Johnson,2.0,0.11617558680701487,57
Rudy Gay,2.0,0.11617558680701487,57
Kobe Bryant,2.0,0.11617558680701487,57
Jeremy Lin,1.9,-0.015044320593713807,63
Thaddeus Young,1.9,-0.015044320593713807,63
Rudy Gobert,1.9,-0.015044320593713807,63
Zach LaVine,1.9,-0.015044320593713807,63
Hassan Whiteside,1.9,-0.015044320593713807,63
Mason Plumlee,1.9,-0.015044320593713807,63
Andre Drummond,1.9,-0.015044320593713807,63
Nikola Vučević,1.9,-0.015044320593713807,63
Marcus Morris Sr.,1.8,-0.1462642279944422,71
O.J. Mayo,1.8,-0.1462642279944422,71
Julius Randle,1.8,-0.1462642279944422,71
Darren Collison,1.8,-0.1462642279944422,71
Tony Parker,1.8,-0.1462642279944422,71
Kent Bazemore,1.8,-0.1462642279944422,71
Kevin Love,1.8,-0.1462642279944422,71
Jordan Clarkson,1.7,-0.27748413539517086,78
Klay Thompson,1.7,-0.27748413539517086,78
Norris Cole,1.7,-0.27748413539517086,78
Jameer Nelson,1.7,-0.27748413539517086,78
