PlayerName,Blocks,Blocks_ZScore,Blocks_Rank
Hassan Whiteside,3.7,5.400665939833448,1
DeAndre Jordan,2.3,2.9526016511648727,2
Rudy Gobert,2.2,2.7777399162599754,3
Pau Gasol,2.0,2.4280164464501786,4
Anthony Davis,2.0,2.4280164464501786,4
Serge Ibaka,1.9,2.2531547115452804,6
Kristaps Porziņģis,1.9,2.2531547115452804,6
Karl-Anthony Towns,1.7,1.9034312417354837,8
Brook Lopez,1.7,1.9034312417354837,8
Paul Millsap,1.7,1.9034312417354837,8
Dwight Howard,1.6,1.728569506830586,11
Jerami Grant,1.6,1.728569506830586,11
Robin Lopez,1.6,1.728569506830586,11
Nerlens Noel,1.5,1.5537077719256875,14
Derrick Favors,1.5,1.5537077719256875,14
Al Horford,1.5,1.5537077719256875,14
DeMarcus Cousins,1.4,1.3788460370207893,17
Draymond Green,1.4,1.3788460370207893,17
Giannis Antetokounmpo,1.4,1.3788460370207893,17
Andre Drummond,1.4,1.3788460370207893,17
Marcin Gortat,1.3,1.2039843021158914,21
Marc Gasol,1.3,1.2039843021158914,21
Tim Duncan,1.3,1.2039843021158914,21
Jonas Valančiūnas,1.3,1.2039843021158914,21
Gorgui Dieng,1.2,1.029122567210993,25
Kevin Durant,1.2,1.029122567210993,25
Jahlil Okafor,1.2,1.029122567210993,25
Ian Mahinmi,1.1,0.8542608323060951,28
Taj Gibson,1.1,0.8542608323060951,28
Steven Adams,1.1,0.8542608323060951,28
Nikola Vučević,1.1,0.8542608323060951,28
LaMarcus Aldridge,1.1,0.8542608323060951,28
Kawhi Leonard,1.0,0.6793990974011967,33
Marvin Williams,1.0,0.6793990974011967,33
Mason Plumlee,1.0,0.6793990974011967,33
Kenneth Faried,0.9,0.5045373624962987,36
Michael Carter-Williams,0.8,0.3296756275914005,37
Matt Barnes,0.8,0.3296756275914005,37
Greg Monroe,0.8,0.3296756275914005,37
Victor Oladipo,0.8,0.3296756275914005,37
John Wall,0.8,0.3296756275914005,37
Danny Green,0.8,0.3296756275914005,37
Dirk Nowitzki,0.7,0.15481389268650217,43
Rudy Gay,0.7,0.15481389268650217,43
Nicolas Batum,0.6,-0.020047842218395964,45
LeBron James,0.6,-0.020047842218395964,45
James Harden,0.6,-0.020047842218395964,45
Klay Thompson,0.6,-0.020047842218395964,45
Robert Covington,0.6,-0.020047842218395964,45
Chris Bosh,0.6,-0.020047842218395964,45
Andrew Wiggins,0.6,-0.020047842218395964,45
Jimmy Butler III,0.6,-0.020047842218395964,45
Tristan Thompson,0.6,-0.020047842218395964,45
Al-Farouq Aminu,0.6,-0.020047842218395964,45
Eric Bledsoe,0.6,-0.020047842218395964,45
Dwyane Wade,0.6,-0.020047842218395964,45
Jeremy Lin,0.5,-0.1949095771232941,57
Jae Crowder,0.5,-0.1949095771232941,57
Kevin Love,0.5,-0.1949095771232941,57
Kent Bazemore,0.5,-0.1949095771232941,57
Jeff Green,0.5,-0.1949095771232941,57
Kemba Walker,0.5,-0.1949095771232941,57
Markieff Morris,0.5,-0.1949095771232941,57
Emmanuel Mudiay,0.5,-0.1949095771232941,57
Monta Ellis,0.5,-0.1949095771232941,57
Blake Griffin,0.5,-0.1949095771232941,57
Will Barton,0.5,-0.1949095771232941,57
Tobias Harris,0.5,-0.1949095771232941,57
Thaddeus Young,0.5,-0.1949095771232941,57
Carmelo Anthony,0.5,-0.1949095771232941,57
Danilo Gallinari,0.4,-0.3697713120281922,71
Damian Lillard,0.4,-0.3697713120281922,71
Ryan Anderson,0.4,-0.3697713120281922,71
Brandon Knight,0.4,-0.3697713120281922,71
Patrick Patterson,0.4,-0.3697713120281922,71
Kyle Korver,0.4,-0.3697713120281922,71
Courtney Lee,0.4,-0.3697713120281922,71
Patrick Beverley,0.4,-0.3697713120281922,71
