PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
DeAndre Jordan,0.703,4.4870351584960595,1
Dwight Howard,0.62,2.977922882063948,2
Steven Adams,0.613,2.8506483527263002,3
Hassan Whiteside,0.606,2.723373823388652,4
Ian Mahinmi,0.589,2.414278537854364,5
Tristan Thompson,0.588,2.3960964622347,6
Marcin Gortat,0.567,2.0142728742217555,7
Jonas Valančiūnas,0.565,1.9779087229824277,8
Rudy Gobert,0.559,1.8688162692644457,9
Kenneth Faried,0.558,1.8506341936447817,10
Karl-Anthony Towns,0.542,1.5597209837301573,11
Robin Lopez,0.539,1.5051747568711653,12
Gorgui Dieng,0.532,1.3779002275335173,13
Taj Gibson,0.526,1.2688077738155332,14
Greg Monroe,0.522,1.1960794713368772,15
Andre Drummond,0.521,1.1778973957172132,16
Nerlens Noel,0.521,1.1778973957172132,16
LeBron James,0.52,1.1597153200975492,18
Mason Plumlee,0.516,1.0869870176188932,19
Derrick Favors,0.515,1.0688049419992292,20
Thaddeus Young,0.514,1.0506228663795651,21
LaMarcus Aldridge,0.513,1.0324407907599011,22
Brook Lopez,0.511,0.996076639520573,23
Nikola Vučević,0.51,0.977894563900909,24
Jahlil Okafor,0.508,0.941530412661581,25
Giannis Antetokounmpo,0.506,0.905166261422253,26
Kawhi Leonard,0.506,0.905166261422253,26
Kevin Durant,0.505,0.886984185802589,28
Al Horford,0.505,0.886984185802589,28
Stephen Curry,0.504,0.868802110182925,30
Blake Griffin,0.499,0.7778917320846049,31
Tony Parker,0.493,0.6687992783666208,32
Anthony Davis,0.493,0.6687992783666208,32
Jabari Parker,0.493,0.6687992783666208,32
Chandler Parsons,0.492,0.6506172027469568,35
Draymond Green,0.49,0.6142530515076288,36
Tim Duncan,0.488,0.5778889002683008,37
Darren Collison,0.486,0.5415247490289727,38
Omri Casspi,0.481,0.4506143709306527,39
JJ Redick,0.48,0.4324322953109887,40
