PlayerName,Steals,Steals_ZScore,Steals_Rank
Ricky Rubio,2.1,2.4585657674663204,1
Kyle Lowry,2.1,2.4585657674663204,1
Stephen Curry,2.1,2.4585657674663204,1
Chris Paul,2.1,2.4585657674663204,1
Rajon Rondo,2.0,2.223489747069114,5
Eric Bledsoe,2.0,2.223489747069114,5
Russell Westbrook,2.0,2.223489747069114,5
Trevor Ariza,2.0,2.223489747069114,5
Paul George,1.9,1.9884137266719077,9
Monta Ellis,1.9,1.9884137266719077,9
John Wall,1.9,1.9884137266719077,9
Paul Millsap,1.8,1.7533377062747022,12
Kawhi Leonard,1.8,1.7533377062747022,12
Nerlens Noel,1.8,1.7533377062747022,12
Jae Crowder,1.7,1.518261685877496,15
James Harden,1.7,1.518261685877496,15
Tony Allen,1.7,1.518261685877496,15
Khris Middleton,1.7,1.518261685877496,15
DeMarre Carroll,1.7,1.518261685877496,15
Jimmy Butler III,1.6,1.2831856654802902,20
Robert Covington,1.6,1.2831856654802902,20
Victor Oladipo,1.6,1.2831856654802902,20
Kemba Walker,1.6,1.2831856654802902,20
DeMarcus Cousins,1.6,1.2831856654802902,20
Marcus Smart,1.5,1.048109645083084,25
Draymond Green,1.5,1.048109645083084,25
Thaddeus Young,1.5,1.048109645083084,25
Andre Drummond,1.5,1.048109645083084,25
Avery Bradley,1.5,1.048109645083084,25
Michael Carter-Williams,1.5,1.048109645083084,25
Jrue Holiday,1.4,0.8130336246858777,31
Rudy Gay,1.4,0.8130336246858777,31
Otto Porter Jr.,1.4,0.8130336246858777,31
LeBron James,1.4,0.8130336246858777,31
Kentavious Caldwell-Pope,1.4,0.8130336246858777,31
Tyreke Evans,1.3,0.577957604288672,36
Anthony Davis,1.3,0.577957604288672,36
Gary Harris,1.3,0.577957604288672,36
Patrick Beverley,1.3,0.577957604288672,36
Kent Bazemore,1.3,0.577957604288672,36
P.J. Tucker,1.3,0.577957604288672,36
Giannis Antetokounmpo,1.2,0.3428815838914658,42
CJ McCollum,1.2,0.3428815838914658,42
Evan Fournier,1.2,0.3428815838914658,42
Elfrid Payton,1.2,0.3428815838914658,42
Mike Conley,1.2,0.3428815838914658,42
Jeff Teague,1.2,0.3428815838914658,42
D'Angelo Russell,1.2,0.3428815838914658,42
Derrick Favors,1.2,0.3428815838914658,42
O.J. Mayo,1.2,0.3428815838914658,42
Gordon Hayward,1.2,0.3428815838914658,42
Brandon Knight,1.2,0.3428815838914658,42
Ish Smith,1.1,0.10780556349426007,53
Isaiah Thomas,1.1,0.10780556349426007,53
Jordan Clarkson,1.1,0.10780556349426007,53
Jarrett Jack,1.1,0.10780556349426007,53
JR Smith,1.1,0.10780556349426007,53
Kyrie Irving,1.1,0.10780556349426007,53
Gorgui Dieng,1.1,0.10780556349426007,53
Courtney Lee,1.1,0.10780556349426007,53
George Hill,1.1,0.10780556349426007,53
Andre Iguodala,1.1,0.10780556349426007,53
Dwyane Wade,1.1,0.10780556349426007,53
Bradley Beal,1.0,-0.12727045690294617,64
Kevin Durant,1.0,-0.12727045690294617,64
Darren Collison,1.0,-0.12727045690294617,64
Wesley Matthews,1.0,-0.12727045690294617,64
Andrew Wiggins,1.0,-0.12727045690294617,64
Matt Barnes,1.0,-0.12727045690294617,64
DeMar DeRozan,1.0,-0.12727045690294617,64
Dwight Howard,1.0,-0.12727045690294617,64
Danny Green,1.0,-0.12727045690294617,64
Emmanuel Mudiay,1.0,-0.12727045690294617,64
Eric Gordon,1.0,-0.12727045690294617,64
Evan Turner,1.0,-0.12727045690294617,64
Goran Dragic,1.0,-0.12727045690294617,64
Marc Gasol,1.0,-0.12727045690294617,64
Luol Deng,1.0,-0.12727045690294617,64
Dion Waiters,1.0,-0.12727045690294617,64
Tobias Harris,0.9,-0.3623464773001521,80
Markieff Morris,0.9,-0.3623464773001521,80
Kobe Bryant,0.9,-0.3623464773001521,80
Al-Farouq Aminu,0.9,-0.3623464773001521,80
Lou Williams,0.9,-0.3623464773001521,80
Carmelo Anthony,0.9,-0.3623464773001521,80
Will Barton,0.9,-0.3623464773001521,80
Raymond Felton,0.9,-0.3623464773001521,80
Justise Winslow,0.9,-0.3623464773001521,80
Greg Monroe,0.9,-0.3623464773001521,80
Jabari Parker,0.9,-0.3623464773001521,80
Ian Mahinmi,0.9,-0.3623464773001521,80
Jose Calderon,0.9,-0.3623464773001521,80
Nicolas Batum,0.9,-0.3623464773001521,80
Rodney Hood,0.9,-0.3623464773001521,80
Jerryd Bayless,0.9,-0.3623464773001521,80
Damian Lillard,0.9,-0.3623464773001521,80
Deron Williams,0.9,-0.3623464773001521,80
Jared Dudley,0.9,-0.3623464773001521,80
Zach LaVine,0.8,-0.5974224976973581,99
Mason Plumlee,0.8,-0.5974224976973581,99
Norris Cole,0.8,-0.5974224976973581,99
Nikola Vučević,0.8,-0.5974224976973581,99
Tim Duncan,0.8,-0.5974224976973581,99
Tony Parker,0.8,-0.5974224976973581,99
Omri Casspi,0.8,-0.5974224976973581,99
Marcus Morris Sr.,0.8,-0.5974224976973581,99
Al Horford,0.8,-0.5974224976973581,99
Zaza Pachulia,0.8,-0.5974224976973581,99
Danilo Gallinari,0.8,-0.5974224976973581,99
Cory Joseph,0.8,-0.5974224976973581,99
Chandler Parsons,0.8,-0.5974224976973581,99
Joe Johnson,0.8,-0.5974224976973581,99
Blake Griffin,0.8,-0.5974224976973581,99
Allen Crabbe,0.8,-0.5974224976973581,99
Brook Lopez,0.8,-0.5974224976973581,99
Kevin Love,0.8,-0.5974224976973581,99
Klay Thompson,0.8,-0.5974224976973581,99
Kyle Korver,0.8,-0.5974224976973581,99
Julius Randle,0.7,-0.8324985180945643,119
Dirk Nowitzki,0.7,-0.8324985180945643,119
Ersan Ilyasova,0.7,-0.8324985180945643,119
Derrick Rose,0.7,-0.8324985180945643,119
DeAndre Jordan,0.7,-0.8324985180945643,119
Reggie Jackson,0.7,-0.8324985180945643,119
Isaiah Canaan,0.7,-0.8324985180945643,119
Marvin Williams,0.7,-0.8324985180945643,119
Chris Bosh,0.7,-0.8324985180945643,119
Kristaps Porziņģis,0.7,-0.8324985180945643,119
Patrick Patterson,0.7,-0.8324985180945643,119
Jamal Crawford,0.7,-0.8324985180945643,119
Rudy Gobert,0.7,-0.8324985180945643,119
Jeff Green,0.7,-0.8324985180945643,119
Jerami Grant,0.7,-0.8324985180945643,119
Jeremy Lin,0.7,-0.8324985180945643,119
Karl-Anthony Towns,0.7,-0.8324985180945643,119
Taj Gibson,0.6,-1.0675745384917703,136
Alec Burks,0.6,-1.0675745384917703,136
Ryan Anderson,0.6,-1.0675745384917703,136
Hassan Whiteside,0.6,-1.0675745384917703,136
Pau Gasol,0.6,-1.0675745384917703,136
Zach Randolph,0.6,-1.0675745384917703,136
Harrison Barnes,0.6,-1.0675745384917703,136
Marcin Gortat,0.6,-1.0675745384917703,136
JJ Redick,0.6,-1.0675745384917703,136
Jameer Nelson,0.6,-1.0675745384917703,136
Devin Booker,0.6,-1.0675745384917703,136
Kenneth Faried,0.5,-1.3026505588889763,147
Tristan Thompson,0.5,-1.3026505588889763,147
Serge Ibaka,0.5,-1.3026505588889763,147
Hollis Thompson,0.5,-1.3026505588889763,147
Steven Adams,0.5,-1.3026505588889763,147
LaMarcus Aldridge,0.5,-1.3026505588889763,147
Bojan Bogdanović,0.4,-1.5377265792861823,153
Arron Afflalo,0.4,-1.5377265792861823,153
Jonas Valančiūnas,0.4,-1.5377265792861823,153
Jahlil Okafor,0.4,-1.5377265792861823,153
Robin Lopez,0.2,-2.0078786200805947,157
