PlayerName,Rebounds,Rebounds_ZScore,Rebounds_Rank
Kentavious Caldwell-Pope,3.7,-0.6865578651696029,107
Elfrid Payton,3.6,-0.7252059773358374,110
Joe Johnson,3.6,-0.7252059773358374,110
Andrew Wiggins,3.6,-0.7252059773358374,110
Alec Burks,3.5,-0.7638540895020718,113
Patrick Beverley,3.5,-0.7638540895020718,113
Jared Dudley,3.5,-0.7638540895020718,113
Hollis Thompson,3.5,-0.7638540895020718,113
D'Angelo Russell,3.4,-0.8025022016683062,117
Emmanuel Mudiay,3.4,-0.8025022016683062,117
Rodney Hood,3.4,-0.8025022016683062,117
Bradley Beal,3.4,-0.8025022016683062,117
Norris Cole,3.4,-0.8025022016683062,117
Derrick Rose,3.4,-0.8025022016683062,117
Kyle Korver,3.3,-0.8411503138345405,123
Monta Ellis,3.3,-0.8411503138345405,123
Bojan Bogdanović,3.2,-0.8797984260007748,125
CJ McCollum,3.2,-0.8797984260007748,125
Jeremy Lin,3.2,-0.8797984260007748,125
Jose Calderon,3.2,-0.8797984260007748,125
Raymond Felton,3.2,-0.8797984260007748,125
Reggie Jackson,3.2,-0.8797984260007748,125
Wesley Matthews,3.1,-0.9184465381670092,131
Isaiah Thomas,3.0,-0.9570946503332436,132
Jrue Holiday,3.0,-0.9570946503332436,132
Kyrie Irving,3.0,-0.9570946503332436,132
Gary Harris,2.9,-0.995742762499478,135
Deron Williams,2.9,-0.995742762499478,135
Avery Bradley,2.9,-0.995742762499478,135
Mike Conley,2.9,-0.995742762499478,135
Jameer Nelson,2.9,-0.995742762499478,135
Zach LaVine,2.8,-1.0343908746657124,140
Evan Fournier,2.8,-1.0343908746657124,140
JR Smith,2.8,-1.0343908746657124,140
Allen Crabbe,2.7,-1.0730389868319468,143
Jeff Teague,2.7,-1.0730389868319468,143
Jerryd Bayless,2.7,-1.0730389868319468,143
O.J. Mayo,2.6,-1.111687098998181,146
Courtney Lee,2.6,-1.111687098998181,146
Cory Joseph,2.6,-1.111687098998181,146
Dion Waiters,2.6,-1.111687098998181,146
Devin Booker,2.5,-1.1503352111644154,150
Lou Williams,2.5,-1.1503352111644154,150
Tony Parker,2.4,-1.18898332333065,152
Isaiah Canaan,2.3,-1.2276314354968842,153
Darren Collison,2.3,-1.2276314354968842,153
Eric Gordon,2.2,-1.2662795476631186,155
JJ Redick,1.9,-1.3822238841618217,156
Jamal Crawford,1.8,-1.420871996328056,157
