PlayerName,Points,Points_ZScore,Points_Rank
Nicolas Batum,14.9,0.07500943075856481,65
Tobias Harris,14.7,0.0338329250624291,66
Rodney Hood,14.5,-0.007343580633706239,67
Kentavious Caldwell-Pope,14.5,-0.007343580633706239,67
Will Barton,14.4,-0.027931833481773912,69
Kristaps Porziņģis,14.3,-0.04852008632984158,70
Jamal Crawford,14.2,-0.06910833917790962,71
Hassan Whiteside,14.2,-0.06910833917790962,71
Jae Crowder,14.2,-0.06910833917790962,71
Jabari Parker,14.1,-0.0896965920259773,74
Deron Williams,14.1,-0.0896965920259773,74
Goran Dragic,14.1,-0.0896965920259773,74
Marcus Morris Sr.,14.1,-0.0896965920259773,74
Draymond Green,14.0,-0.11028484487404497,78
Darren Collison,14.0,-0.11028484487404497,78
Zach LaVine,14.0,-0.11028484487404497,78
Monta Ellis,13.8,-0.15146135057018031,81
Devin Booker,13.8,-0.15146135057018031,81
Dwight Howard,13.7,-0.17204960341824835,83
Chandler Parsons,13.7,-0.17204960341824835,83
Marcin Gortat,13.5,-0.2132261091143837,85
Alec Burks,13.3,-0.254402614810519,86
D'Angelo Russell,13.2,-0.27499086765858705,87
Jonas Valančiūnas,12.8,-0.35734387905085774,88
Arron Afflalo,12.8,-0.35734387905085774,88
Robert Covington,12.8,-0.35734387905085774,88
Jarrett Jack,12.8,-0.35734387905085774,88
Emmanuel Mudiay,12.8,-0.35734387905085774,88
DeAndre Jordan,12.7,-0.37793213189892577,93
Trevor Ariza,12.7,-0.37793213189892577,93
Serge Ibaka,12.6,-0.3985203847469935,95
Ish Smith,12.6,-0.3985203847469935,95
Kenneth Faried,12.5,-0.4191086375950611,97
Wesley Matthews,12.5,-0.4191086375950611,97
JR Smith,12.4,-0.4396968904431288,99
Gary Harris,12.3,-0.46028514329119646,100
Luol Deng,12.3,-0.46028514329119646,100
Joe Johnson,12.2,-0.4808733961392645,102
George Hill,12.1,-0.5014616489873321,103
Markieff Morris,12.0,-0.5220499018353999,104
Tony Parker,11.9,-0.5426381546834675,105
Rajon Rondo,11.9,-0.5426381546834675,105
Omri Casspi,11.8,-0.5632264075315352,107
Harrison Barnes,11.7,-0.5838146603796033,108
Jeremy Lin,11.7,-0.5838146603796033,108
Jeff Green,11.7,-0.5838146603796033,108
Marvin Williams,11.7,-0.5838146603796033,108
Kent Bazemore,11.6,-0.6044029132276709,112
Otto Porter Jr.,11.6,-0.6044029132276709,112
Michael Carter-Williams,11.5,-0.6249911660757386,114
Julius Randle,11.3,-0.666167671771874,115
Bojan Bogdanović,11.2,-0.686755924619942,116
Nerlens Noel,11.1,-0.7073441774680096,117
Isaiah Canaan,11.0,-0.7279324303160774,118
DeMarre Carroll,11.0,-0.7279324303160774,118
Elfrid Payton,10.7,-0.7896971888602807,120
Norris Cole,10.6,-0.8102854417083484,121
Evan Turner,10.5,-0.830873694556416,122
Jerryd Bayless,10.4,-0.8514619474044837,123
Ersan Ilyasova,10.4,-0.8514619474044837,123
Robin Lopez,10.3,-0.8720502002525513,125
Allen Crabbe,10.3,-0.8720502002525513,125
Al-Farouq Aminu,10.2,-0.8926384531006194,127
Ricky Rubio,10.1,-0.913226705948687,128
Gorgui Dieng,10.1,-0.913226705948687,128
Matt Barnes,10.0,-0.9338149587967547,130
Patrick Beverley,9.9,-0.9544032116448224,131
Dion Waiters,9.8,-0.9749914644928901,132
Hollis Thompson,9.8,-0.9749914644928901,132
Jerami Grant,9.7,-0.9955797173409581,134
Courtney Lee,9.6,-1.0161679701890258,135
Raymond Felton,9.5,-1.0367562230370935,136
Ian Mahinmi,9.3,-1.0779327287332288,137
Kyle Korver,9.2,-1.0985209815812969,138
Rudy Gobert,9.1,-1.1191092344293645,139
Mason Plumlee,9.1,-1.1191092344293645,139
Marcus Smart,9.1,-1.1191092344293645,139
Tim Duncan,8.6,-1.2220504986697032,142
Taj Gibson,8.6,-1.2220504986697032,142
Zaza Pachulia,8.6,-1.2220504986697032,142
Cory Joseph,8.5,-1.2426387515177708,145
Tony Allen,8.4,-1.2632270043658387,146
P.J. Tucker,8.0,-1.3455800157581097,147
Steven Adams,8.0,-1.3455800157581097,147
Jared Dudley,7.9,-1.3661682686061773,149
Tristan Thompson,7.8,-1.3867565214542452,150
O.J. Mayo,7.8,-1.3867565214542452,150
Jameer Nelson,7.7,-1.4073447743023129,152
Jose Calderon,7.6,-1.4279330271503807,153
Danny Green,7.2,-1.5102860385426515,154
Andre Iguodala,7.0,-1.551462544238787,155
Patrick Patterson,6.9,-1.5720507970868547,156
Justise Winslow,6.4,-1.6749920613271934,157
