PlayerName,Assists,Assists_ZScore,Assists_Rank
Rajon Rondo,11.7,3.959376179677226,1
Russell Westbrook,10.4,3.3505396858385152,2
John Wall,10.2,3.2568725329402515,3
Chris Paul,10.0,3.163205380041988,4
Ricky Rubio,8.7,2.5543688862032763,5
James Harden,7.5,1.9923659688136968,6
Jarrett Jack,7.4,1.945532392364565,7
Draymond Green,7.4,1.945532392364565,7
LeBron James,6.8,1.664530933669775,9
Damian Lillard,6.8,1.664530933669775,9
Stephen Curry,6.7,1.6176973572206435,11
Tyreke Evans,6.6,1.5708637807715116,12
Ish Smith,6.5,1.5240302043223801,13
Elfrid Payton,6.4,1.4771966278732485,14
Kyle Lowry,6.4,1.4771966278732485,14
Isaiah Thomas,6.2,1.3835294749749851,16
Reggie Jackson,6.2,1.3835294749749851,16
Eric Bledsoe,6.1,1.3366958985258532,18
Mike Conley,6.1,1.3366958985258532,18
Jrue Holiday,6.0,1.2898623220767218,20
Jeff Teague,5.9,1.2430287456275901,21
Deron Williams,5.8,1.1961951691784583,22
Nicolas Batum,5.8,1.1961951691784583,22
Goran Dragic,5.8,1.1961951691784583,22
Emmanuel Mudiay,5.5,1.0556944398310635,25
Tony Parker,5.3,0.9620272869327999,26
Michael Carter-Williams,5.2,0.9151937104836685,27
Kemba Walker,5.2,0.9151937104836685,27
Brandon Knight,5.1,0.8683601340345366,29
Kevin Durant,5.0,0.821526557585405,30
Blake Griffin,4.9,0.7746929811362736,31
Jameer Nelson,4.9,0.7746929811362736,31
Jimmy Butler III,4.8,0.7278594046871416,33
Derrick Rose,4.7,0.6810258282380102,34
Kyrie Irving,4.7,0.6810258282380102,34
Monta Ellis,4.7,0.6810258282380102,34
Dwyane Wade,4.6,0.6341922517888783,37
Evan Turner,4.4,0.5405250988906153,38
Darren Collison,4.3,0.4936915224414833,39
CJ McCollum,4.3,0.4936915224414833,39
Giannis Antetokounmpo,4.3,0.4936915224414833,39
Carmelo Anthony,4.2,0.4468579459923518,42
Khris Middleton,4.2,0.4468579459923518,42
Jose Calderon,4.1,0.4000243695432199,44
Pau Gasol,4.1,0.4000243695432199,44
Paul George,4.1,0.4000243695432199,44
DeMar DeRozan,4.0,0.3531907930940884,47
Joe Johnson,3.9,0.3063572166449567,48
Victor Oladipo,3.9,0.3063572166449567,48
Marc Gasol,3.8,0.25952364019582497,50
Gordon Hayward,3.7,0.2126900637466935,51
Norris Cole,3.7,0.2126900637466935,51
Raymond Felton,3.6,0.16585648729756178,53
George Hill,3.5,0.11902291084843007,54
Andre Iguodala,3.4,0.07218933439929837,55
Patrick Beverley,3.4,0.07218933439929837,55
D'Angelo Russell,3.3,0.025355757950166664,57
Paul Millsap,3.3,0.025355757950166664,57
DeMarcus Cousins,3.3,0.025355757950166664,57
Al Horford,3.2,-0.021477818498964834,60
Cory Joseph,3.1,-0.06831139494809654,61
Zach LaVine,3.1,-0.06831139494809654,61
Jerryd Bayless,3.1,-0.06831139494809654,61
