PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate,Points_ZScore,Rebounds_ZScore,Assists_ZScore,Steals_ZScore,Blocks_ZScore,FieldGoalPct_ZScore,ThreePointersMade_ZScore,FreeThrowPct_ZScore,Turnovers_ZScore,Swish_Score,Overall_Rank
201939,Stephen Curry,GSW,2015-16,79,34.2,30.1,5.4,6.7,2.1,0.2,3.3,0.504,0.908,0.454,5.1,11.2,10.2,20.2,4.6,5.1,0.669,0.314,3.204423863664862,-0.0295399583436186,1.6176973572206437,2.4585657674663204,-0.7194947818379885,0.868802110182925,4.544987058442631,1.4398596572428068,1.8220343830164856,14.65525895571959,1
201142,Kevin Durant,OKC,2015-16,72,35.8,28.2,8.2,5.0,1.0,1.2,3.5,0.505,0.898,0.387,2.6,6.7,9.7,19.2,6.2,6.9,0.634,0.298,2.8132470595515744,1.0526071823109433,0.821526557585405,-0.1272704569029461,1.029122567210993,0.886984185802589,1.6499733933359573,1.33375904418211,2.084474197817943,9.496932398803501,2
202695,Kawhi Leonard,SAS,2015-16,72,33.0,21.2,6.8,2.6,1.8,1.0,1.5,0.506,0.874,0.443,1.8,4.0,7.7,15.1,4.1,4.6,0.616,0.252,1.3720693601868326,0.5115336119836623,-0.3024792771937549,1.7533377062747022,0.6793990974011967,0.905166261422253,0.7235690205018211,1.0791175728364373,-0.5399239501966279,9.391798027952678,3
101108,Chris Paul,LAC,2015-16,74,32.7,19.5,4.2,10.0,2.1,0.2,2.6,0.462,0.896,0.371,1.6,4.4,7.0,15.1,4.0,4.4,0.575,0.265,1.022069061769681,-0.4933173043384311,3.163205380041988,2.4585657674663204,-0.7194947818379885,0.1051549341570374,0.4919679272932872,1.3125389215699703,0.9034950312113864,8.066555351923007,4
202355,Hassan Whiteside,MIA,2015-16,73,29.1,14.2,11.8,0.4,0.6,3.7,1.9,0.606,0.65,0.0,0.0,0.0,5.7,9.3,2.9,4.5,0.629,0.201,-0.0691083391779096,2.443939220295382,-1.3328179590746516,-1.0675745384917703,5.400665939833448,2.723373823388652,-1.360840818374985,-1.297536159723171,-0.0150443205937138,8.049359271215884,5
203076,Anthony Davis,NOP,2015-16,61,35.5,24.3,10.3,1.9,1.3,2.0,2.0,0.493,0.758,0.324,0.6,1.8,9.2,18.6,5.3,7.0,0.559,0.29,2.010305198476933,1.8642175378018655,-0.6303143123376767,0.577957604288672,2.4280164464501786,0.6687992783666208,-0.6660375387493829,-0.1516495386676455,0.1161755868070148,7.944291524699626,6
201935,James Harden,HOU,2015-16,82,38.1,29.0,6.1,7.5,1.7,0.6,4.6,0.439,0.86,0.359,2.9,8.0,8.7,19.7,8.8,10.2,0.598,0.319,2.977953082336117,0.2409968268200217,1.9923659688136968,1.518261685877496,-0.0200478422183959,-0.3130328050952348,1.997375033148758,0.9305767145514616,3.527893179225957,7.323089450015943,7
201566,Russell Westbrook,OKC,2015-16,80,34.4,23.5,7.8,10.4,2.0,0.3,4.3,0.454,0.812,0.296,1.3,4.3,8.2,18.1,5.8,7.2,0.554,0.311,1.8455991756923908,0.898014733646006,3.3505396858385152,2.223489747069114,-0.5446330469330904,-0.0403016708002746,0.1445662874804861,0.4212937718601177,3.1342334570237713,6.502479874188502,8
200768,Kyle Lowry,TOR,2015-16,77,37.0,21.2,4.7,6.4,2.1,0.4,2.9,0.427,0.811,0.388,2.8,7.1,6.6,15.6,5.2,6.4,0.578,0.256,1.3720693601868326,-0.3000767435072592,1.4771966278732485,2.4585657674663204,-0.3697713120281922,-0.5312177125312029,1.8815744865444908,0.410683710554048,1.2971547534135717,6.436408078927519,9
200794,Paul Millsap,ATL,2015-16,81,32.7,17.1,9.0,3.3,1.8,1.7,2.4,0.47,0.757,0.319,0.9,2.9,6.2,13.2,3.8,5.0,0.556,0.238,0.5279509934160554,1.3617920796408185,0.0253557579501666,1.7533377062747022,1.9034312417354835,0.2506115391143486,-0.3186358989365818,-0.1622595999737152,0.641055216409929,6.372029086554803,10
