PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate,Points_ZScore,Rebounds_ZScore,Assists_ZScore,Steals_ZScore,Blocks_ZScore,FieldGoalPct_ZScore,ThreePointersMade_ZScore,FreeThrowPct_ZScore,Turnovers_ZScore,Total_Fantasy_ZScore,Overall_Rank
201142,Kevin Durant,GSW,2016-17,62,33.4,25.1,8.3,4.8,1.1,1.6,2.2,0.537,0.875,0.375,1.9,5.0,8.9,16.5,5.4,6.2,0.651,0.271,1.7884944449765414,1.0724955815311916,0.7291895132802286,0.2537512642466113,1.993372045808543,1.343887186579169,0.63418225830437,0.9735791321296384,0.4722431671520667,10.895794436347627,1
203076,Anthony Davis,NOP,2016-17,75,36.1,28.0,11.8,2.1,1.3,2.2,2.4,0.505,0.802,0.299,0.5,1.8,10.3,20.3,6.9,8.6,0.58,0.321,2.294585140636979,2.3596290538669864,-0.5199767199647916,0.7743506321848197,3.1636347730093743,0.7754054767924373,-1.0092283435414129,0.2166407580504164,0.709483810365901,9.803313723409309,2
201939,Stephen Curry,GSW,2016-17,79,33.4,25.3,4.5,6.6,1.8,0.2,3.0,0.468,0.898,0.411,4.1,10.0,8.5,18.3,4.1,4.6,0.624,0.286,1.8233972515738128,-0.3249636170048141,1.561967002110242,2.0758490520303408,-0.7372409843267288,0.1180984998515295,3.2166846326334575,1.2120665650587086,1.421205740007405,9.487855319120854,3
203507,Giannis Antetokounmpo,MIL,2016-17,80,35.6,22.9,8.8,5.4,1.6,1.9,2.9,0.521,0.77,0.272,0.6,2.3,8.2,15.7,5.9,7.7,0.599,0.28,1.4045635724065535,1.256371791864877,1.0067820095569,1.5552496840921326,2.5785034094089583,1.0596463316858031,-0.891841871981,-0.1151678442856813,1.3025854184004877,8.836171407089237,4
201566,Russell Westbrook,OKC,2016-17,81,34.6,31.6,10.7,10.4,1.6,0.4,5.4,0.425,0.845,0.343,2.5,7.2,10.2,24.0,8.8,10.4,0.554,0.402,2.9228356593878675,1.9551013911328787,3.3200528118624932,1.5552496840921326,-0.3471534085931185,-0.6457987976743914,1.3385010876668486,0.6625085674395467,4.2680934585734205,8.112397910716627,5
202695,Kawhi Leonard,SAS,2016-17,74,33.4,25.5,5.8,3.5,1.8,0.7,2.1,0.485,0.88,0.38,2.0,5.2,8.6,17.7,6.3,7.2,0.61,0.306,1.858300058171084,0.1531145298627666,0.1277391046807744,2.0758490520303408,0.2379779550072968,0.4201044081757298,0.7515687298647832,1.0254242262446536,0.3536228455451493,8.060397735198023,6
101108,Chris Paul,LAC,2016-17,61,31.5,18.1,5.0,9.2,2.0,0.1,2.4,0.476,0.892,0.411,2.0,5.0,6.1,12.9,3.8,4.3,0.614,0.239,0.5668962140720364,-0.1410874066711292,2.76486781930915,2.59644841996855,-0.932284772193534,0.2602189272982115,0.7515687298647832,1.1498524521206903,0.709483810365901,7.933813574664171,7
201935,James Harden,HOU,2016-17,81,36.4,29.1,8.1,11.2,1.5,0.5,5.7,0.44,0.847,0.347,3.2,9.3,8.3,18.9,9.2,10.9,0.613,0.333,2.4865505769219727,0.9989450973977172,3.690176140231387,1.294950000123028,-0.1521096207263134,-0.3793229962118608,2.1602063885897405,0.6832466050855528,4.6239544233941725,7.78960008024906,8
203497,Rudy Gobert,UTA,2016-17,81,33.9,14.0,12.8,1.2,0.6,2.6,1.8,0.661,0.653,0.0,0.0,0.0,5.1,7.7,3.8,5.9,0.681,0.166,-0.148611321172031,2.727381474534356,-0.9363654643797984,-1.0477471555989102,3.9438099244765943,3.5467538120027533,-1.5961607013434784,-1.3283430465770376,-0.0022381192756026,7.532778724963481,9
1626157,Karl-Anthony Towns,MIN,2016-17,82,37.0,25.1,12.3,2.7,0.7,1.3,2.6,0.542,0.832,0.367,1.2,3.4,9.8,18.0,4.3,5.2,0.618,0.271,1.7884944449765414,2.5435052642006712,-0.2423842236881203,-0.787447471629806,1.408240682208128,1.432712453733346,-0.1875230426185214,0.527711322740507,0.946724453579736,7.273333948373961,10
