PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate,Points_ZScore,Rebounds_ZScore,Assists_ZScore,Steals_ZScore,Blocks_ZScore,FieldGoalPct_ZScore,ThreePointersMade_ZScore,FreeThrowPct_ZScore,Turnovers_ZScore,Total_Fantasy_ZScore,Overall_Rank
203076,Anthony Davis,NOP,2017-18,75,36.4,28.1,11.1,2.3,1.5,2.6,2.2,0.534,0.828,0.34,0.7,2.2,10.4,19.5,6.6,8.0,0.612,0.291,2.5810697040334545,2.133310579793609,-0.4773818329540149,1.232202416182913,4.109303358911559,1.3834986479974811,-0.9411139934710812,0.5413991851897999,0.37839335724987,13.603093093348162,1
201939,Stephen Curry,GSW,2017-18,51,32.0,26.4,5.1,6.1,1.6,0.2,3.0,0.495,0.921,0.423,4.2,9.8,8.4,16.9,5.5,5.9,0.675,0.29,2.247135041781525,-0.1191520063694979,1.3888303421339483,1.4842794034833569,-0.7838701938879059,0.6565540445852478,3.1508438407955413,1.508746440541455,1.3629805171242786,10.293808052454102,2
201935,James Harden,HOU,2017-18,72,35.4,30.4,5.4,8.8,1.8,0.7,4.4,0.449,0.858,0.367,3.7,10.0,9.0,20.1,8.7,10.1,0.619,0.353,3.032863658844888,-0.0065288770613423,2.71482320338066,1.9884333780842436,0.2355409629453157,-0.2008677953368726,2.5662784359003092,0.8534466869161402,3.0860080469044946,10.283550029745765,3
201142,Kevin Durant,GSW,2017-18,68,34.2,26.4,6.8,5.4,0.7,1.8,3.0,0.516,0.889,0.419,2.5,6.1,9.3,18.0,5.3,5.9,0.64,0.293,2.247135041781525,0.5190457263767158,1.0450544151440608,-0.7844134822206348,2.4782455079784036,1.047985754114912,1.1633214641517529,1.1758957720333587,1.3629805171242786,9.89519274540462,4
1626157,Karl-Anthony Towns,MIN,2017-18,82,35.6,21.3,12.3,2.4,0.8,1.4,1.9,0.545,0.858,0.421,1.5,3.5,7.8,14.3,4.2,4.9,0.646,0.225,1.2453310550257368,2.5838030970262307,-0.4282709862411736,-0.5323364949201911,1.6627165825118262,1.5885343053701626,-0.0058093456387104,0.8534466869161402,0.0091731722969664,9.143978194113254,5
2544,LeBron James,CLE,2017-18,82,36.9,27.5,8.6,9.1,1.4,0.9,4.2,0.542,0.731,0.367,1.8,5.0,10.5,19.3,4.7,6.5,0.621,0.31,2.4632104114739497,1.1947845022256478,2.8621557435191827,0.9801254288824696,0.6433054256786046,1.5326154897230675,0.3449298972984286,-0.467554403725366,2.839861256935892,8.731848469225419,6
203507,Giannis Antetokounmpo,MIL,2017-18,75,36.7,26.9,10.0,4.8,1.5,1.4,3.0,0.529,0.76,0.307,0.6,1.9,9.9,18.7,6.5,8.5,0.598,0.307,2.345351118914445,1.7203591056637062,0.7503893348670138,1.232202416182913,1.6627165825118262,1.29030062191899,-1.0580270744501277,-0.1659084853899037,1.3629805171242786,8.464991094249958,7
202326,DeMarcus Cousins,NOP,2017-18,48,36.2,25.2,12.9,5.4,1.6,1.6,5.0,0.47,0.746,0.354,2.2,6.1,8.5,18.0,6.1,8.2,0.583,0.318,2.0114164566625155,2.8090493556425415,1.0450544151440608,1.4842794034833569,2.0704810452451157,0.1905639141927904,0.8125822212146141,-0.3115306528621959,3.824448416810301,8.43457667641382,8
203506,Victor Oladipo,IND,2017-18,75,34.0,23.1,5.2,4.3,2.4,0.8,2.9,0.477,0.799,0.371,2.1,5.8,8.5,17.9,3.9,4.9,0.577,0.295,1.5989089327042505,-0.0816109632667792,0.5048351013028081,3.500895301886904,0.4394231943119603,0.3210411507026785,0.6956691402355677,0.2397532668543387,1.2399071221399771,7.817417276657424,9
101108,Chris Paul,HOU,2017-18,58,31.8,18.6,5.4,7.9,1.7,0.2,2.2,0.46,0.919,0.38,2.5,6.5,6.3,13.8,3.5,3.8,0.604,0.241,0.7149642385079669,-0.0065288770613423,2.272825582965089,1.7363563907838,-0.7838701938879059,0.0041678620358085,1.1633214641517529,1.487943273759699,0.37839335724987,7.749940415783736,10
203999,Nikola Jokić,DEN,2017-18,75,32.6,18.5,10.7,6.1,1.2,0.8,2.8,0.499,0.85,0.396,1.5,3.7,6.7,13.5,3.5,4.2,0.603,0.238,0.6953210230813824,1.9831464073827352,1.3888303421339483,0.4759714542815826,0.4394231943119603,0.731112465448041,-0.0058093456387104,0.7702340197891162,1.116833727155676,6.929859319022833,11
203081,Damian Lillard,POR,2017-18,73,36.6,26.9,4.5,6.6,1.1,0.4,2.8,0.439,0.916,0.361,3.1,8.6,8.5,19.4,6.8,7.4,0.594,0.295,2.345351118914445,-0.3443982649858085,1.6343845756981543,0.2238944669811394,-0.3761057311546172,-0.3872638474938556,1.864799950026031,1.456738523587065,1.116833727155676,6.485191753247189,12
202710,Jimmy Butler III,MIN,2017-18,59,36.7,22.2,5.3,4.9,2.0,0.4,1.8,0.474,0.854,0.35,1.2,3.4,7.4,15.6,6.2,7.2,0.59,0.245,1.422119993864993,-0.0440699201640609,0.7995001815798551,2.4925873526851303,-0.3761057311546172,0.2651223350555836,-0.3565485885758496,0.8118403533526282,-0.1139002226873344,6.45868662871105,13
203497,Rudy Gobert,UTA,2017-18,56,32.4,13.5,10.7,1.4,0.8,2.3,1.9,0.622,0.682,0.0,0.0,0.0,4.9,7.9,3.6,5.3,0.657,0.163,-0.2868397482478215,1.9831464073827352,-0.9193794533695852,-0.5323364949201911,3.4976566648116254,3.023783906978929,-1.7595055603244056,-0.9772319898783876,0.0091731722969664,5.986201925090821,14
204001,Kristaps Porziņģis,NYK,2017-18,48,32.4,22.7,6.6,1.2,0.8,2.4,1.9,0.439,0.793,0.395,1.9,4.8,8.1,18.5,4.5,5.7,0.539,0.305,1.5203360709979137,0.4439636401712788,-1.0176011467952677,-0.5323364949201911,3.70153889617827,-0.3872638474938556,0.4618429782774748,0.1773437665090706,0.0091731722969664,5.964227316299198,15
202331,Paul George,OKC,2017-18,79,36.6,21.9,5.7,3.3,2.0,0.5,2.7,0.43,0.822,0.401,3.1,7.7,7.3,17.0,4.3,5.2,0.57,0.248,1.363190347585241,0.1060942522468129,0.0137266341743965,2.4925873526851303,-0.1722234997879728,-0.5550202944351403,1.864799950026031,0.4789896848445318,0.9937603321713756,5.854460401580397,16
203083,Andre Drummond,DET,2017-18,78,33.7,15.0,16.0,3.0,1.5,1.6,2.6,0.529,0.605,0.0,0.0,0.1,6.0,11.3,3.1,5.1,0.555,0.207,0.0078084831509397,3.972821691826813,-0.1336059059641267,1.232202416182913,2.0704810452451157,1.29030062191899,-1.7595055603244056,-1.7781539109759943,0.8706869371870742,5.683739461062242,17
202681,Kyrie Irving,BOS,2017-18,60,32.2,24.4,3.8,5.1,1.1,0.3,2.3,0.491,0.889,0.408,2.8,6.8,8.9,18.1,3.9,4.4,0.61,0.298,1.854270733249843,-0.6071855667048377,0.8977218750055371,0.2238944669811394,-0.5799879625212616,0.5819956237224546,1.5140607070888918,1.1758957720333587,0.5014667522341707,5.644628549402356,18
201566,Russell Westbrook,OKC,2017-18,80,36.4,25.4,10.1,10.3,1.8,0.3,4.8,0.449,0.737,0.298,1.2,4.1,9.5,21.1,5.2,7.1,0.524,0.326,2.050702887515684,1.7579001487664243,3.451485904073277,1.9884333780842436,-0.5799879625212616,-0.2008677953368726,-0.3565485885758496,-0.405144903380098,3.5783016268416983,5.156512444501967,19
203490,Otto Porter Jr.,WAS,2017-18,77,31.6,14.7,6.4,2.0,1.5,0.5,1.0,0.503,0.828,0.441,1.8,4.1,5.8,11.5,1.4,1.7,0.602,0.182,-0.0511211631288126,0.3688815539658422,-0.6247143730925382,1.232202416182913,-0.1722234997879728,0.8056708863108342,0.3449298972984286,0.5413991851897999,-1.0984873825617432,4.587905106381058,20
203991,Clint Capela,HOU,2017-18,74,27.5,13.9,10.8,0.9,0.8,1.9,1.4,0.652,0.56,0.0,0.0,0.0,6.0,9.1,1.9,3.5,0.65,0.19,-0.2082668865414851,2.020687450485454,-1.164933686933791,-0.5323364949201911,2.682127739345048,3.582972063449878,-1.7595055603244056,-2.2462251635655037,-0.606193802624539,4.587200891598012,21
201950,Jrue Holiday,NOP,2017-18,81,36.1,19.0,4.5,6.0,1.5,0.8,2.6,0.494,0.786,0.337,1.5,4.4,7.6,15.4,2.3,2.9,0.57,0.225,0.7935371002143029,-0.3443982649858085,1.3397194954211076,1.232202416182913,0.4394231943119603,0.6379144393695495,-0.0058093456387104,0.1045326827729245,0.8706869371870742,4.3719439119732115,22
