PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Rudy Gobert,0.669,3.833563333911352,1
Clint Capela,0.648,3.445494185559962,2
DeAndre Jordan,0.641,3.316137802776165,3
Montrezl Harrell,0.615,2.835671238150634,4
Steven Adams,0.595,2.4660815730540717,5
Jarrett Allen,0.59,2.373684156779931,6
Deandre Ayton,0.585,2.2812867405057906,7
Giannis Antetokounmpo,0.578,2.151930357721994,8
Ben Simmons,0.563,1.8747381088995723,9
John Collins,0.56,1.8192996591350898,10
Willie Cauley-Stein,0.556,1.7453817261157774,11
Cody Zeller,0.551,1.6529843098416368,12
Pascal Siakam,0.549,1.6160253433319807,13
Kyle Anderson,0.543,1.505148443803012,14
Al Horford,0.535,1.357312577764387,15
Andre Drummond,0.533,1.3203536112547307,16
Tristan Thompson,0.529,1.2464356782354182,17
Serge Ibaka,0.529,1.2464356782354182,17
Thaddeus Young,0.527,1.209476711725762,19
Julius Randle,0.524,1.1540382619612777,20
Kevin Durant,0.521,1.0985998121967935,21
Larry Nance Jr.,0.52,1.0801203289419654,22
LaMarcus Aldridge,0.519,1.0616408456871371,23
Karl-Anthony Towns,0.518,1.043161362432309,24
Nikola Vučević,0.518,1.043161362432309,24
Anthony Davis,0.517,1.024681879177481,26
Nikola Jokić,0.511,0.9138049796485123,27
LeBron James,0.51,0.8953254963936842,28
Jusuf Nurkić,0.508,0.858366529884028,29
Jaren Jackson Jr.,0.506,0.8214075633743717,30
Malcolm Brogdon,0.505,0.8029280801195436,31
Rudy Gay,0.504,0.7844485968647155,32
Marvin Bagley III,0.504,0.7844485968647155,32
Joe Harris,0.5,0.710530663845403,34
Brandon Ingram,0.497,0.6550922140809187,35
Jerami Grant,0.497,0.6550922140809187,35
Bojan Bogdanović,0.497,0.6550922140809187,35
Kawhi Leonard,0.496,0.6366127308260906,38
Jabari Parker,0.493,0.5811742810616062,39
Dewayne Dedmon,0.492,0.5626947978067781,40
Myles Turner,0.487,0.4702973815326375,41
Kyrie Irving,0.487,0.4702973815326375,41
Tobias Harris,0.487,0.4702973815326375,41
T.J. Warren,0.486,0.45181789827780944,44
Tomas Satoransky,0.485,0.4333384150229813,45
Wendell Carter Jr.,0.485,0.4333384150229813,45
Eric Bledsoe,0.484,0.4148589317681532,47
Joel Embiid,0.484,0.4148589317681532,47
Paul Millsap,0.484,0.4148589317681532,47
Derrick Rose,0.482,0.37789996525849695,50
E'Twaun Moore,0.481,0.35942048200366883,51
DeMar DeRozan,0.481,0.35942048200366883,51
DeMarcus Cousins,0.48,0.3409409987488407,53
Derrick White,0.479,0.32246151549401264,54
Shai Gilgeous-Alexander,0.476,0.2670230657295283,55
Bradley Beal,0.475,0.24854358247470015,56
Jeff Green,0.475,0.24854358247470015,56
Jrue Holiday,0.472,0.19310513271021582,58
Stephen Curry,0.472,0.19310513271021582,58
D.J. Augustin,0.47,0.15614616620055957,60
Noah Vonleh,0.47,0.15614616620055957,60
Danuel House Jr.,0.468,0.11918719969090438,62
Klay Thompson,0.467,0.10070771643607627,63
Darren Collison,0.467,0.10070771643607627,63
Zach LaVine,0.467,0.10070771643607627,63
Devin Booker,0.467,0.10070771643607627,63
Gordon Hayward,0.466,0.08222823318124815,67
Otto Porter Jr.,0.465,0.06374874992642005,68
Danny Green,0.465,0.06374874992642005,68
Jaylen Brown,0.465,0.06374874992642005,68
Danilo Gallinari,0.463,0.026789783416763812,71
Blake Griffin,0.462,0.008310300161935695,72
Jimmy Butler III,0.462,0.008310300161935695,72
CJ McCollum,0.459,-0.047128149602548644,74
De'Aaron Fox,0.458,-0.06560763285737677,75
Buddy Hield,0.458,-0.06560763285737677,75
Kyle Kuzma,0.456,-0.102566599367033,77
Bryn Forbes,0.456,-0.102566599367033,77
Brook Lopez,0.452,-0.17648453238634546,79
Jayson Tatum,0.45,-0.21344349889600167,80
Nicolas Batum,0.45,-0.21344349889600167,80
Aaron Gordon,0.449,-0.2319229821508298,82
Jordan Clarkson,0.448,-0.2504024654056579,83
Joe Ingles,0.448,-0.2504024654056579,83
Marc Gasol,0.448,-0.2504024654056579,83
Marcus Morris Sr.,0.447,-0.26888194866048604,86
Emmanuel Mudiay,0.446,-0.28736143191531416,87
Draymond Green,0.445,-0.3058409151701422,88
Kelly Oubre Jr.,0.445,-0.3058409151701422,88
John Wall,0.444,-0.32432039842497035,90
Bobby Portis,0.444,-0.32432039842497035,90
Damian Lillard,0.444,-0.32432039842497035,90
James Harden,0.442,-0.3612793649346266,93
Spencer Dinwiddie,0.442,-0.3612793649346266,93
Taurean Prince,0.441,-0.3797588481894547,95
Khris Middleton,0.441,-0.3797588481894547,95
Jeremy Lamb,0.44,-0.39823833144428283,97
JJ Redick,0.44,-0.39823833144428283,97
Nikola Mirotic,0.439,-0.41671781469911096,99
Evan Fournier,0.438,-0.4351972979539391,100
Paul George,0.438,-0.4351972979539391,100
Mike Conley,0.438,-0.4351972979539391,100
Jamal Murray,0.437,-0.45367678120876714,103
Rodney Hood,0.435,-0.4906357477184234,104
D'Angelo Russell,0.434,-0.5091152309732515,105
Elfrid Payton,0.434,-0.5091152309732515,105
Kemba Walker,0.434,-0.5091152309732515,105
Dwyane Wade,0.433,-0.5275947142280796,108
Justise Winslow,0.433,-0.5275947142280796,108
Al-Farouq Aminu,0.433,-0.5275947142280796,108
Donovan Mitchell,0.432,-0.5460741974829078,111
Robert Covington,0.431,-0.5645536807377358,112
Collin Sexton,0.43,-0.583033163992564,113
Mikal Bridges,0.43,-0.583033163992564,113
Lauri Markkanen,0.43,-0.583033163992564,113
Caris LeVert,0.429,-0.6015126472473921,116
Terrance Ferguson,0.429,-0.6015126472473921,116
Jonathan Isaac,0.429,-0.6015126472473921,116
