PlayerName,Rebounds,Rebounds_ZScore,Rebounds_Rank
Paul Millsap,7.2,0.5909819945328195,42
Myles Turner,7.2,0.5909819945328195,42
Wendell Carter Jr.,7.0,0.5182126268999986,44
Pascal Siakam,6.9,0.48182794308358834,45
Cody Zeller,6.8,0.44544325926717776,46
Rudy Gay,6.8,0.44544325926717776,46
Al Horford,6.7,0.40905857545076746,48
Jabari Parker,6.6,0.3726738916343569,49
James Harden,6.6,0.3726738916343569,49
Thaddeus Young,6.5,0.33628920781794663,51
Montrezl Harrell,6.5,0.33628920781794663,51
Kevin Durant,6.4,0.29990452400153633,53
Marcus Morris Sr.,6.1,0.19075047255230487,54
Danilo Gallinari,6.1,0.19075047255230487,54
DeMar DeRozan,6.0,0.1543657887358946,56
Jayson Tatum,6.0,0.1543657887358946,56
Khris Middleton,6.0,0.1543657887358946,56
Kyle Anderson,5.8,0.08159642110307375,59
P.J. Tucker,5.8,0.08159642110307375,59
Otto Porter Jr.,5.6,0.008827053470252881,61
Victor Oladipo,5.6,0.008827053470252881,61
Kyle Kuzma,5.5,-0.02755763034615739,63
Robert Covington,5.5,-0.02755763034615739,63
Jeremy Lamb,5.5,-0.02755763034615739,63
Jonathan Isaac,5.5,-0.02755763034615739,63
Trevor Ariza,5.4,-0.06394231416256765,67
Marvin Williams,5.4,-0.06394231416256765,67
Justise Winslow,5.4,-0.06394231416256765,67
Stephen Curry,5.3,-0.10032699797897826,70
Lonzo Ball,5.3,-0.10032699797897826,70
Rajon Rondo,5.3,-0.10032699797897826,70
Jimmy Butler III,5.3,-0.10032699797897826,70
Elfrid Payton,5.2,-0.13671168179538853,74
DeMarre Carroll,5.2,-0.13671168179538853,74
Jerami Grant,5.2,-0.13671168179538853,74
Nicolas Batum,5.2,-0.13671168179538853,74
Brandon Ingram,5.1,-0.1730963656117991,78
Patrick Beverley,5.0,-0.2094810494282094,79
Kyrie Irving,5.0,-0.2094810494282094,79
Jrue Holiday,5.0,-0.2094810494282094,79
Buddy Hield,5.0,-0.2094810494282094,79
Bradley Beal,5.0,-0.2094810494282094,79
Brook Lopez,4.9,-0.24586573324461966,84
Andrew Wiggins,4.8,-0.28225041706103027,85
Kyle Lowry,4.8,-0.28225041706103027,85
Jae Crowder,4.8,-0.28225041706103027,85
Kelly Oubre Jr.,4.7,-0.3186351008774405,88
Cedi Osman,4.7,-0.3186351008774405,88
Harrison Barnes,4.7,-0.3186351008774405,88
Zach LaVine,4.7,-0.3186351008774405,88
Jaren Jackson Jr.,4.7,-0.3186351008774405,88
Will Barton,4.6,-0.35501978469385115,93
Damian Lillard,4.6,-0.35501978469385115,93
Eric Bledsoe,4.6,-0.35501978469385115,93
Chris Paul,4.6,-0.35501978469385115,93
Kevin Knox II,4.5,-0.3914044685102614,97
Malcolm Brogdon,4.5,-0.3914044685102614,97
Gordon Hayward,4.5,-0.3914044685102614,97
Josh Jackson,4.4,-0.42778915232667164,100
Kemba Walker,4.4,-0.42778915232667164,100
Jaylen Brown,4.2,-0.5005585199594925,102
Jamal Murray,4.2,-0.5005585199594925,102
Bojan Bogdanović,4.1,-0.5369432037759031,104
Donovan Mitchell,4.1,-0.5369432037759031,104
Kris Dunn,4.1,-0.5369432037759031,104
Devin Booker,4.1,-0.5369432037759031,104
Dwyane Wade,4.0,-0.5733278875923133,108
T.J. Warren,4.0,-0.5733278875923133,108
Danny Green,4.0,-0.5733278875923133,108
Jeff Green,4.0,-0.5733278875923133,108
CJ McCollum,4.0,-0.5733278875923133,108
Joe Ingles,4.0,-0.5733278875923133,108
Justin Holiday,3.9,-0.6097125714087238,114
D'Angelo Russell,3.9,-0.6097125714087238,114
De'Aaron Fox,3.8,-0.6460972552251343,116
Klay Thompson,3.8,-0.6460972552251343,116
Caris LeVert,3.8,-0.6460972552251343,116
Joe Harris,3.8,-0.6460972552251343,116
Trae Young,3.7,-0.6824819390415445,120
Josh Hart,3.7,-0.6824819390415445,120
Derrick White,3.7,-0.6824819390415445,120
John Wall,3.6,-0.718866622857955,123
Damyean Dotson,3.6,-0.718866622857955,123
Dennis Schröder,3.6,-0.718866622857955,123
Josh Richardson,3.6,-0.718866622857955,123
Taurean Prince,3.6,-0.718866622857955,123
Ricky Rubio,3.6,-0.718866622857955,123
Danuel House Jr.,3.6,-0.718866622857955,123
Terrence Ross,3.5,-0.7552513066743654,130
Tomas Satoransky,3.5,-0.7552513066743654,130
Bogdan Bogdanović,3.5,-0.7552513066743654,130
Cory Joseph,3.4,-0.7916359904907758,133
Mike Conley,3.4,-0.7916359904907758,133
Allen Crabbe,3.4,-0.7916359904907758,133
Tim Hardaway Jr.,3.4,-0.7916359904907758,133
Kevin Huerter,3.3,-0.8280206743071863,137
Emmanuel Mudiay,3.3,-0.8280206743071863,137
Jordan Clarkson,3.3,-0.8280206743071863,137
Mikal Bridges,3.2,-0.8644053581235965,140
Evan Fournier,3.2,-0.8644053581235965,140
Goran Dragic,3.1,-0.900790041940007,142
Darren Collison,3.1,-0.900790041940007,142
Tyler Johnson,3.0,-0.9371747257564174,144
Lou Williams,3.0,-0.9371747257564174,144
Bryn Forbes,2.9,-0.9735594095728278,146
Dennis Smith Jr.,2.9,-0.9735594095728278,146
Collin Sexton,2.9,-0.9735594095728278,146
Garrett Temple,2.9,-0.9735594095728278,146
Marcus Smart,2.9,-0.9735594095728278,146
Shai Gilgeous-Alexander,2.8,-1.0099440933892383,151
Gary Harris,2.8,-1.0099440933892383,151
Avery Bradley,2.8,-1.0099440933892383,151
Reggie Bullock Jr.,2.7,-1.0463287772056484,154
Derrick Rose,2.7,-1.0463287772056484,154
Fred VanVleet,2.6,-1.082713461022059,156
Dion Waiters,2.6,-1.082713461022059,156
Reggie Jackson,2.6,-1.082713461022059,156
Jeff Teague,2.5,-1.1190981448384694,159
D.J. Augustin,2.5,-1.1190981448384694,159
Wesley Matthews,2.5,-1.1190981448384694,159
E'Twaun Moore,2.4,-1.1554828286548797,162
JJ Redick,2.4,-1.1554828286548797,162
Spencer Dinwiddie,2.4,-1.1554828286548797,162
Eric Gordon,2.2,-1.2282521962877004,165
Rodney Hood,2.2,-1.2282521962877004,165
Austin Rivers,2.1,-1.264636880104111,167
Terrance Ferguson,1.9,-1.3374062477369317,168
Darius Miller,1.9,-1.3374062477369317,168
