PlayerName,Rebounds,Rebounds_ZScore,Rebounds_Rank
Andre Drummond,15.6,3.647295435111293,1
Joel Embiid,13.6,2.919601758783085,2
DeAndre Jordan,13.1,2.737678339701033,3
Rudy Gobert,12.9,2.664908972068212,4
Clint Capela,12.7,2.592139604435391,5
Giannis Antetokounmpo,12.5,2.5193702368025708,6
Karl-Anthony Towns,12.4,2.48298555298616,7
Anthony Davis,12.0,2.3374468177205188,8
Nikola Vučević,12.0,2.3374468177205188,8
Russell Westbrook,11.1,2.009984663372825,10
Kevin Love,10.9,1.9372152957400044,11
Nikola Jokić,10.8,1.900830611923594,12
Jusuf Nurkić,10.4,1.7552918766579524,13
Deandre Ayton,10.3,1.718907192841542,14
Tristan Thompson,10.2,1.6825225090251312,15
John Collins,9.8,1.53698377375949,16
Steven Adams,9.5,1.4278297223102587,17
LaMarcus Aldridge,9.2,1.3186756708610272,18
Lauri Markkanen,9.0,1.2459063032282067,19
Ben Simmons,8.8,1.173136935595386,20
Julius Randle,8.7,1.1367522517789752,21
LeBron James,8.5,1.0639828841461547,22
Willie Cauley-Stein,8.4,1.0275982003297444,23
Jarrett Allen,8.4,1.0275982003297444,23
DeMarcus Cousins,8.2,0.9548288326969232,25
Paul George,8.2,0.9548288326969232,25
Larry Nance Jr.,8.2,0.9548288326969232,25
Serge Ibaka,8.1,0.9184441488805128,28
Bobby Portis,8.1,0.9184441488805128,28
Marc Gasol,7.9,0.8456747812476924,30
Tobias Harris,7.9,0.8456747812476924,30
Noah Vonleh,7.8,0.8092900974312818,32
Luka Dončić,7.8,0.8092900974312818,32
Marvin Bagley III,7.6,0.7365207297984608,34
Dewayne Dedmon,7.5,0.7001360459820506,35
Blake Griffin,7.5,0.7001360459820506,35
Al-Farouq Aminu,7.5,0.7001360459820506,35
Nikola Mirotic,7.4,0.6637513621656403,38
Aaron Gordon,7.4,0.6637513621656403,38
Kawhi Leonard,7.3,0.6273666783492298,40
Draymond Green,7.3,0.6273666783492298,40
