PlayerName,Assists,Assists_ZScore,Assists_Rank
Russell Westbrook,10.7,3.4549502280922146,1
Kyle Lowry,8.7,2.4942944391030992,2
John Wall,8.7,2.4942944391030992,2
LeBron James,8.3,2.3021632813052766,4
Jeff Teague,8.2,2.2541304918558205,5
Chris Paul,8.2,2.2541304918558205,5
Trae Young,8.1,2.206097702406365,7
Rajon Rondo,8.0,2.158064912956909,8
Ben Simmons,7.7,2.013966544608542,9
Jrue Holiday,7.7,2.013966544608542,9
Elfrid Payton,7.6,1.9659337551590859,11
James Harden,7.5,1.9179009657096304,12
De'Aaron Fox,7.3,1.8218353868107189,13
Nikola Jokić,7.3,1.8218353868107189,13
D'Angelo Russell,7.0,1.6777370184623517,15
Kyrie Irving,6.9,1.629704229012896,16
Damian Lillard,6.9,1.629704229012896,16
Draymond Green,6.9,1.629704229012896,16
Devin Booker,6.8,1.58167143956344,19
Mike Conley,6.4,1.389540281765617,20
DeMar DeRozan,6.2,1.2934747028667055,21
Ricky Rubio,6.1,1.2454419134172494,22
Kris Dunn,6.0,1.1974091239677938,23
Darren Collison,6.0,1.1974091239677938,23
Luka Dončić,6.0,1.1974091239677938,23
Kevin Durant,5.9,1.1493763345183383,26
Kemba Walker,5.9,1.1493763345183383,26
Giannis Antetokounmpo,5.9,1.1493763345183383,26
Joe Ingles,5.7,1.0533107556194266,29
Bradley Beal,5.5,0.957245176720515,30
Eric Bledsoe,5.5,0.957245176720515,30
Lou Williams,5.4,0.9092123872710594,32
Lonzo Ball,5.4,0.9092123872710594,32
Blake Griffin,5.4,0.9092123872710594,32
D.J. Augustin,5.3,0.8611795978216034,35
Victor Oladipo,5.2,0.8131468083721477,36
Stephen Curry,5.2,0.8131468083721477,36
Tomas Satoransky,5.0,0.717081229473236,38
Dennis Smith Jr.,4.8,0.6210156505743245,39
Goran Dragic,4.8,0.6210156505743245,39
Fred VanVleet,4.8,0.6210156505743245,39
Jamal Murray,4.8,0.6210156505743245,39
Spencer Dinwiddie,4.6,0.5249500716754129,43
Zach LaVine,4.5,0.47691728222595725,44
Marc Gasol,4.4,0.42888449277650165,45
Derrick Rose,4.3,0.3808517033270456,46
Justise Winslow,4.3,0.3808517033270456,46
Khris Middleton,4.3,0.3808517033270456,46
Al Horford,4.2,0.33281891387759,49
Reggie Jackson,4.2,0.33281891387759,49
Donovan Mitchell,4.2,0.33281891387759,49
Dwyane Wade,4.2,0.33281891387759,49
Josh Richardson,4.1,0.28478612442813395,53
Paul George,4.1,0.28478612442813395,53
Dennis Schröder,4.1,0.28478612442813395,53
Marcus Smart,4.0,0.23675333497867834,56
Jimmy Butler III,4.0,0.23675333497867834,56
Caris LeVert,3.9,0.18872054552922254,58
Derrick White,3.9,0.18872054552922254,58
Anthony Davis,3.9,0.18872054552922254,58
Cory Joseph,3.9,0.18872054552922254,58
Emmanuel Mudiay,3.9,0.18872054552922254,58
Nikola Vučević,3.8,0.14068775607976672,63
Bogdan Bogdanović,3.8,0.14068775607976672,63
Patrick Beverley,3.8,0.14068775607976672,63
Joel Embiid,3.7,0.09265496663031111,66
Trevor Ariza,3.7,0.09265496663031111,66
Aaron Gordon,3.7,0.09265496663031111,66
DeMarcus Cousins,3.6,0.0446221771808553,69
Evan Fournier,3.6,0.0446221771808553,69
Karl-Anthony Towns,3.4,-0.05144340171805633,71
Gordon Hayward,3.4,-0.05144340171805633,71
Kawhi Leonard,3.3,-0.09947619116751215,73
Nicolas Batum,3.3,-0.09947619116751215,73
Shai Gilgeous-Alexander,3.3,-0.09947619116751215,73
Malcolm Brogdon,3.2,-0.14750898061696774,76
Jusuf Nurkić,3.2,-0.14750898061696774,76
Larry Nance Jr.,3.2,-0.14750898061696774,76
Pascal Siakam,3.1,-0.19554177006642356,79
Julius Randle,3.1,-0.19554177006642356,79
Brandon Ingram,3.0,-0.2435745595158794,81
CJ McCollum,3.0,-0.2435745595158794,81
Kyle Anderson,3.0,-0.2435745595158794,81
Collin Sexton,3.0,-0.2435745595158794,81
Will Barton,2.9,-0.2916073489653352,85
Tyler Johnson,2.9,-0.2916073489653352,85
Kevin Huerter,2.9,-0.2916073489653352,85
Tobias Harris,2.8,-0.339640138414791,88
