PlayerName,Blocks,Blocks_ZScore,Blocks_Rank
Myles Turner,2.7,4.382776546426169,1
Anthony Davis,2.4,3.7593007582561158,2
Rudy Gobert,2.3,3.5514754955327645,3
Brook Lopez,2.2,3.343650232809414,4
Joel Embiid,1.9,2.7201744446393614,5
Andre Drummond,1.7,2.30452391919266,6
Karl-Anthony Towns,1.6,2.096698656469309,7
Jarrett Allen,1.5,1.888873393745958,8
DeMarcus Cousins,1.5,1.888873393745958,8
Clint Capela,1.5,1.888873393745958,8
Giannis Antetokounmpo,1.5,1.888873393745958,8
Jaren Jackson Jr.,1.4,1.681048131022607,12
Jusuf Nurkić,1.4,1.681048131022607,12
Serge Ibaka,1.4,1.681048131022607,12
Robert Covington,1.3,1.4732228682992565,15
LaMarcus Aldridge,1.3,1.4732228682992565,15
Jerami Grant,1.3,1.4732228682992565,15
Wendell Carter Jr.,1.3,1.4732228682992565,15
Al Horford,1.3,1.4732228682992565,15
Montrezl Harrell,1.3,1.4732228682992565,15
Jonathan Isaac,1.3,1.4732228682992565,15
DeAndre Jordan,1.1,1.0575723428525547,22
Kevin Durant,1.1,1.0575723428525547,22
Marc Gasol,1.1,1.0575723428525547,22
Nikola Vučević,1.1,1.0575723428525547,22
Draymond Green,1.1,1.0575723428525547,22
Dewayne Dedmon,1.1,1.0575723428525547,22
Steven Adams,1.0,0.8497470801292037,28
Marvin Bagley III,1.0,0.8497470801292037,28
Kelly Oubre Jr.,0.9,0.641921817405853,30
Deandre Ayton,0.9,0.641921817405853,30
John Wall,0.9,0.641921817405853,30
Kyle Anderson,0.9,0.641921817405853,30
Marvin Williams,0.8,0.43409655468250213,34
Ben Simmons,0.8,0.43409655468250213,34
Paul Millsap,0.8,0.43409655468250213,34
Cody Zeller,0.8,0.43409655468250213,34
Jrue Holiday,0.8,0.43409655468250213,34
Noah Vonleh,0.8,0.43409655468250213,34
Pascal Siakam,0.7,0.22627129195915105,40
Josh Jackson,0.7,0.22627129195915105,40
Nikola Mirotic,0.7,0.22627129195915105,40
Nikola Jokić,0.7,0.22627129195915105,40
James Harden,0.7,0.22627129195915105,40
T.J. Warren,0.7,0.22627129195915105,40
Jayson Tatum,0.7,0.22627129195915105,40
Aaron Gordon,0.7,0.22627129195915105,40
Derrick White,0.7,0.22627129195915105,40
Andrew Wiggins,0.7,0.22627129195915105,40
Danny Green,0.7,0.22627129195915105,40
Bradley Beal,0.7,0.22627129195915105,40
De'Aaron Fox,0.6,0.018446029235800236,52
Willie Cauley-Stein,0.6,0.018446029235800236,52
Josh Hart,0.6,0.018446029235800236,52
Julius Randle,0.6,0.018446029235800236,52
Klay Thompson,0.6,0.018446029235800236,52
Larry Nance Jr.,0.6,0.018446029235800236,52
Lauri Markkanen,0.6,0.018446029235800236,52
LeBron James,0.6,0.018446029235800236,52
John Collins,0.6,0.018446029235800236,52
Jimmy Butler III,0.6,0.018446029235800236,52
Brandon Ingram,0.6,0.018446029235800236,52
Otto Porter Jr.,0.6,0.018446029235800236,52
Patrick Beverley,0.6,0.018446029235800236,52
Nicolas Batum,0.6,0.018446029235800236,52
P.J. Tucker,0.5,-0.1893792334875506,66
Kyrie Irving,0.5,-0.1893792334875506,66
Kris Dunn,0.5,-0.1893792334875506,66
Rudy Gay,0.5,-0.1893792334875506,66
Russell Westbrook,0.5,-0.1893792334875506,66
Josh Richardson,0.5,-0.1893792334875506,66
Shai Gilgeous-Alexander,0.5,-0.1893792334875506,66
Tobias Harris,0.5,-0.1893792334875506,66
Tyler Johnson,0.5,-0.1893792334875506,66
Will Barton,0.5,-0.1893792334875506,66
Mikal Bridges,0.5,-0.1893792334875506,66
Kyle Lowry,0.5,-0.1893792334875506,66
Jeff Green,0.5,-0.1893792334875506,66
Dwyane Wade,0.5,-0.1893792334875506,66
DeMar DeRozan,0.5,-0.1893792334875506,66
Jabari Parker,0.5,-0.1893792334875506,66
Jeremy Lamb,0.4,-0.3972044962109014,82
Kyle Kuzma,0.4,-0.3972044962109014,82
Lonzo Ball,0.4,-0.3972044962109014,82
Marcus Smart,0.4,-0.3972044962109014,82
Caris LeVert,0.4,-0.3972044962109014,82
CJ McCollum,0.4,-0.3972044962109014,82
Buddy Hield,0.4,-0.3972044962109014,82
Garrett Temple,0.4,-0.3972044962109014,82
Eric Gordon,0.4,-0.3972044962109014,82
Eric Bledsoe,0.4,-0.3972044962109014,82
Bobby Portis,0.4,-0.3972044962109014,82
Blake Griffin,0.4,-0.3972044962109014,82
Elfrid Payton,0.4,-0.3972044962109014,82
Stephen Curry,0.4,-0.3972044962109014,82
Terrence Ross,0.4,-0.3972044962109014,82
Thaddeus Young,0.4,-0.3972044962109014,82
Tristan Thompson,0.4,-0.3972044962109014,82
Donovan Mitchell,0.4,-0.3972044962109014,82
Al-Farouq Aminu,0.4,-0.3972044962109014,82
Paul George,0.4,-0.3972044962109014,82
Jae Crowder,0.4,-0.3972044962109014,82
Dennis Smith Jr.,0.4,-0.3972044962109014,82
Jamal Murray,0.4,-0.3972044962109014,82
Jeff Teague,0.4,-0.3972044962109014,82
Jaylen Brown,0.4,-0.3972044962109014,82
Justin Holiday,0.4,-0.3972044962109014,82
Damian Lillard,0.4,-0.3972044962109014,82
Kawhi Leonard,0.4,-0.3972044962109014,82
Kemba Walker,0.4,-0.3972044962109014,82
Zach LaVine,0.4,-0.3972044962109014,82
Gordon Hayward,0.3,-0.6050297589342524,112
Austin Rivers,0.3,-0.6050297589342524,112
Spencer Dinwiddie,0.3,-0.6050297589342524,112
Danilo Gallinari,0.3,-0.6050297589342524,112
Cory Joseph,0.3,-0.6050297589342524,112
Kevin Huerter,0.3,-0.6050297589342524,112
Allen Crabbe,0.3,-0.6050297589342524,112
Justise Winslow,0.3,-0.6050297589342524,112
Taurean Prince,0.3,-0.6050297589342524,112
Fred VanVleet,0.3,-0.6050297589342524,112
Danuel House Jr.,0.3,-0.6050297589342524,112
Darius Miller,0.3,-0.6050297589342524,112
Avery Bradley,0.3,-0.6050297589342524,112
Gary Harris,0.3,-0.6050297589342524,112
Chris Paul,0.3,-0.6050297589342524,112
Kevin Knox II,0.3,-0.6050297589342524,112
Luka Dončić,0.3,-0.6050297589342524,112
Victor Oladipo,0.3,-0.6050297589342524,112
Marcus Morris Sr.,0.3,-0.6050297589342524,112
Emmanuel Mudiay,0.3,-0.6050297589342524,112
Trevor Ariza,0.3,-0.6050297589342524,112
Mike Conley,0.3,-0.6050297589342524,112
Joe Harris,0.2,-0.8128550216576031,134
Joe Ingles,0.2,-0.8128550216576031,134
Tomas Satoransky,0.2,-0.8128550216576031,134
Trae Young,0.2,-0.8128550216576031,134
Jordan Clarkson,0.2,-0.8128550216576031,134
Wesley Matthews,0.2,-0.8128550216576031,134
E'Twaun Moore,0.2,-0.8128550216576031,134
Dion Waiters,0.2,-0.8128550216576031,134
Terrance Ferguson,0.2,-0.8128550216576031,134
Derrick Rose,0.2,-0.8128550216576031,134
Kevin Love,0.2,-0.8128550216576031,134
Dennis Schröder,0.2,-0.8128550216576031,134
D'Angelo Russell,0.2,-0.8128550216576031,134
Harrison Barnes,0.2,-0.8128550216576031,134
Reggie Bullock Jr.,0.2,-0.8128550216576031,134
Rajon Rondo,0.2,-0.8128550216576031,134
Bogdan Bogdanović,0.2,-0.8128550216576031,134
Malcolm Brogdon,0.2,-0.8128550216576031,134
Rodney Hood,0.2,-0.8128550216576031,134
Devin Booker,0.2,-0.8128550216576031,134
JJ Redick,0.2,-0.8128550216576031,134
Goran Dragic,0.1,-1.0206802843809542,155
Lou Williams,0.1,-1.0206802843809542,155
Collin Sexton,0.1,-1.0206802843809542,155
Cedi Osman,0.1,-1.0206802843809542,155
Darren Collison,0.1,-1.0206802843809542,155
Tim Hardaway Jr.,0.1,-1.0206802843809542,155
