PlayerName,ThreePointPct,ThreePointPct_ZScore,ThreePointPct_Rank
Willie Cauley-Stein,0.5,1.8508225276430559,1
Joe Harris,0.474,1.5579383778802587,2
Danny Green,0.455,1.3439076530535996,3
Stephen Curry,0.437,1.1411417032178168,4
Danilo Gallinari,0.433,1.0960826032543094,5
E'Twaun Moore,0.432,1.0848178282634326,6
T.J. Warren,0.428,1.0397587282999252,7
Buddy Hield,0.427,1.0284939533090485,8
Bryn Forbes,0.426,1.0172291783181717,9
Malcolm Brogdon,0.426,1.0172291783181717,9
Bojan Bogdanović,0.425,1.0059644033272948,11
D.J. Augustin,0.421,0.9609053033637875,12
Danuel House Jr.,0.416,0.9045814284094035,13
Darren Collison,0.407,0.8031984534915121,14
Otto Porter Jr.,0.406,0.7919336785006358,15
Collin Sexton,0.402,0.7468745785371286,16
Klay Thompson,0.402,0.7468745785371286,16
Rudy Gay,0.402,0.7468745785371286,16
Kyrie Irving,0.401,0.7356098035462517,19
Karl-Anthony Towns,0.4,0.7243450285553749,20
Patrick Beverley,0.397,0.6905507035827444,21
JJ Redick,0.397,0.6905507035827444,21
Tobias Harris,0.397,0.6905507035827444,21
Harrison Barnes,0.395,0.6680211536009908,24
Tomas Satoransky,0.395,0.6680211536009908,24
Bobby Portis,0.393,0.6454916036192372,26
Jerami Grant,0.392,0.6342268286283603,27
Joe Ingles,0.391,0.6229620536374835,28
Taurean Prince,0.39,0.6116972786466066,29
Nicolas Batum,0.389,0.6004325036557299,30
Myles Turner,0.388,0.589167728664853,31
Paul George,0.386,0.5666381786830994,32
Kevin Huerter,0.385,0.5553734036922225,33
Terrence Ross,0.383,0.5328438537104689,34
Dewayne Dedmon,0.382,0.5215790787195921,35
Fred VanVleet,0.378,0.47651997875608476,36
Khris Middleton,0.378,0.47651997875608476,36
Robert Covington,0.378,0.47651997875608476,36
Allen Crabbe,0.378,0.47651997875608476,36
Dion Waiters,0.377,0.46525520376520796,40
P.J. Tucker,0.377,0.46525520376520796,40
Reggie Bullock Jr.,0.377,0.46525520376520796,40
CJ McCollum,0.375,0.4427256537834543,43
Marcus Morris Sr.,0.375,0.4427256537834543,43
Justise Winslow,0.375,0.4427256537834543,43
Zach LaVine,0.374,0.4314608787925775,46
Jayson Tatum,0.373,0.42019610380170064,47
Wesley Matthews,0.372,0.40893132881082384,48
Kawhi Leonard,0.371,0.39766655381994703,49
De'Aaron Fox,0.371,0.39766655381994703,49
Derrick Rose,0.37,0.3864017788290702,51
Pascal Siakam,0.369,0.3751370038381934,52
D'Angelo Russell,0.369,0.3751370038381934,52
Damian Lillard,0.369,0.3751370038381934,52
Reggie Jackson,0.369,0.3751370038381934,52
Damyean Dotson,0.368,0.36387222884731657,56
James Harden,0.368,0.36387222884731657,56
Jamal Murray,0.367,0.3526074538564397,58
Shai Gilgeous-Alexander,0.367,0.3526074538564397,58
Marvin Williams,0.366,0.3413426788655629,60
Terrance Ferguson,0.366,0.3413426788655629,60
Darius Miller,0.365,0.33007790387468605,62
Paul Millsap,0.365,0.33007790387468605,62
Brook Lopez,0.365,0.33007790387468605,62
Nikola Mirotic,0.365,0.33007790387468605,62
Marcus Smart,0.364,0.31881312888380925,66
Mike Conley,0.364,0.31881312888380925,66
Nikola Vučević,0.364,0.31881312888380925,66
Marc Gasol,0.363,0.30754835389293245,69
Donovan Mitchell,0.362,0.2962835789020556,70
Blake Griffin,0.362,0.2962835789020556,70
Kevin Love,0.361,0.2850188039111788,72
Lou Williams,0.361,0.2850188039111788,72
Lauri Markkanen,0.361,0.2850188039111788,72
Bogdan Bogdanović,0.36,0.273754028920302,75
Eric Gordon,0.36,0.273754028920302,75
Al Horford,0.36,0.273754028920302,75
Jaren Jackson Jr.,0.359,0.2624892539294251,78
Rajon Rondo,0.359,0.2624892539294251,78
Chris Paul,0.358,0.2512244789385483,80
Josh Richardson,0.357,0.2399597039476715,81
Rodney Hood,0.356,0.22869492895679466,82
Kemba Walker,0.356,0.22869492895679466,82
Kris Dunn,0.354,0.20616537897504103,84
Kevin Durant,0.353,0.1949006039841642,85
Bradley Beal,0.351,0.17237105400241054,86
Avery Bradley,0.351,0.17237105400241054,86
Thaddeus Young,0.349,0.1498415040206569,88
Aaron Gordon,0.349,0.1498415040206569,88
Cedi Osman,0.348,0.13857672902978008,90
Goran Dragic,0.348,0.13857672902978008,90
Justin Holiday,0.348,0.13857672902978008,90
Jeremy Lamb,0.348,0.13857672902978008,90
John Collins,0.348,0.13857672902978008,90
Kyle Lowry,0.347,0.12731195403890325,95
Jeff Green,0.347,0.12731195403890325,95
Jimmy Butler III,0.347,0.12731195403890325,95
Tyler Johnson,0.346,0.11604717904802643,98
Jaylen Brown,0.344,0.09351762906627278,99
Julius Randle,0.344,0.09351762906627278,99
Al-Farouq Aminu,0.343,0.08225285407539659,101
Kevin Knox II,0.343,0.08225285407539659,101
Victor Oladipo,0.343,0.08225285407539659,101
Will Barton,0.342,0.07098807908451976,104
DeMarre Carroll,0.342,0.07098807908451976,104
Dennis Schröder,0.341,0.05972330409364294,106
Garrett Temple,0.341,0.05972330409364294,106
Evan Fournier,0.34,0.048458529102766115,108
Tim Hardaway Jr.,0.34,0.048458529102766115,108
LeBron James,0.339,0.03719375411188929,110
Gary Harris,0.339,0.03719375411188929,110
Andrew Wiggins,0.339,0.03719375411188929,110
Derrick White,0.338,0.02592897912101247,113
Larry Nance Jr.,0.337,0.014664204130135647,114
Josh Hart,0.336,0.003399429139258823,115
Noah Vonleh,0.336,0.003399429139258823,115
Spencer Dinwiddie,0.335,-0.007865345851618,117
Mikal Bridges,0.335,-0.007865345851618,117
Trevor Ariza,0.334,-0.019130120842494824,119
Gordon Hayward,0.333,-0.030394895833371648,120
Jeff Teague,0.333,-0.030394895833371648,120
Jae Crowder,0.331,-0.052924445815125294,122
Anthony Davis,0.331,-0.052924445815125294,122
Dwyane Wade,0.33,-0.06418922080600212,124
Brandon Ingram,0.33,-0.06418922080600212,124
Lonzo Ball,0.329,-0.07545399579687893,126
Eric Bledsoe,0.329,-0.07545399579687893,126
Emmanuel Mudiay,0.329,-0.07545399579687893,126
Luka Dončić,0.327,-0.0979835457786326,129
Devin Booker,0.326,-0.10924832076950941,130
Jrue Holiday,0.325,-0.12051309576038624,131
Josh Jackson,0.324,-0.13177787075126307,132
Trae Young,0.324,-0.13177787075126307,132
Jordan Clarkson,0.324,-0.13177787075126307,132
Jonathan Isaac,0.323,-0.14304264574213987,135
Dennis Smith Jr.,0.322,-0.1543074207330167,136
Cory Joseph,0.322,-0.1543074207330167,136
Kelly Oubre Jr.,0.32,-0.17683697071477036,138
Austin Rivers,0.318,-0.199366520696524,139
Elfrid Payton,0.314,-0.2444256206600313,140
Jabari Parker,0.313,-0.2556903956509081,141
Marvin Bagley III,0.313,-0.2556903956509081,141
Caris LeVert,0.312,-0.2669551706417849,143
Ricky Rubio,0.311,-0.2782199456326618,144
Nikola Jokić,0.307,-0.32327904559616905,145
Kyle Kuzma,0.303,-0.36833814555967637,146
John Wall,0.302,-0.37960292055055317,147
Joel Embiid,0.3,-0.40213247053230683,148
Russell Westbrook,0.29,-0.5147802204410751,149
Serge Ibaka,0.29,-0.5147802204410751,149
Draymond Green,0.285,-0.5711040953954591,151
DeMarcus Cousins,0.274,-0.6950166202951036,152
Cody Zeller,0.273,-0.7062813952859804,153
Kyle Anderson,0.265,-0.796399595212995,154
Giannis Antetokounmpo,0.256,-0.8977825701308865,155
LaMarcus Aldridge,0.238,-1.1005485199666691,156
Wendell Carter Jr.,0.188,-1.6637872695105098,157
Montrezl Harrell,0.176,-1.7989645694010317,158
DeMar DeRozan,0.156,-2.0242600692185677,159
Jarrett Allen,0.133,-2.2833498940087344,160
Andre Drummond,0.132,-2.2946146689996114,161
