PlayerName,Points,Points_ZScore,Points_Rank
Goran Dragic,13.7,-0.3120236763422832,92
Caris LeVert,13.7,-0.3120236763422832,92
Al Horford,13.6,-0.33053262730818195,96
Dennis Smith Jr.,13.6,-0.33053262730818195,96
Marc Gasol,13.6,-0.33053262730818195,96
Jerami Grant,13.6,-0.33053262730818195,96
Taurean Prince,13.5,-0.3490415782740808,100
Myles Turner,13.3,-0.3860594802058784,101
Robert Covington,13.3,-0.3860594802058784,101
Jaylen Brown,13.0,-0.4415863331035751,103
Cedi Osman,13.0,-0.4415863331035751,103
Gary Harris,12.9,-0.4600952840694739,105
Kevin Knox II,12.8,-0.4786042350353727,106
Ricky Rubio,12.7,-0.4971131860012718,107
Paul Millsap,12.6,-0.5156221369671706,108
Justise Winslow,12.6,-0.5156221369671706,108
Thaddeus Young,12.6,-0.5156221369671706,108
Brook Lopez,12.5,-0.5341310879330694,111
Trevor Ariza,12.5,-0.5341310879330694,111
Jeff Green,12.3,-0.5711489898648671,113
Wesley Matthews,12.2,-0.5896579408307662,114
Jeff Teague,12.1,-0.6081668917966649,115
Joe Ingles,12.1,-0.6081668917966649,115
Dion Waiters,12.0,-0.6266758427625637,117
E'Twaun Moore,11.9,-0.6451847937284625,118
Jae Crowder,11.9,-0.6451847937284625,118
Willie Cauley-Stein,11.9,-0.6451847937284625,118
Bryn Forbes,11.8,-0.6636937446943614,121
D.J. Augustin,11.7,-0.6822026956602605,122
Josh Jackson,11.5,-0.719220597592058,123
Gordon Hayward,11.5,-0.719220597592058,123
Will Barton,11.5,-0.719220597592058,123
Reggie Bullock Jr.,11.3,-0.7562384995238557,126
Kris Dunn,11.3,-0.7562384995238557,126
Darren Collison,11.2,-0.7747474504897548,128
Rodney Hood,11.2,-0.7747474504897548,128
DeMarre Carroll,11.1,-0.7932564014556536,130
Fred VanVleet,11.0,-0.8117653524215523,131
DeAndre Jordan,11.0,-0.8117653524215523,131
Tristan Thompson,10.9,-0.8302743033874512,133
Tyler Johnson,10.9,-0.8302743033874512,133
Jarrett Allen,10.9,-0.8302743033874512,133
Dewayne Dedmon,10.8,-0.84878325435335,136
Shai Gilgeous-Alexander,10.8,-0.84878325435335,136
Damyean Dotson,10.7,-0.8672922053192491,138
Elfrid Payton,10.6,-0.8858011562851479,139
Justin Holiday,10.5,-0.9043101072510467,140
Danny Green,10.3,-0.9413280091828443,141
Wendell Carter Jr.,10.3,-0.9413280091828443,141
Cody Zeller,10.1,-0.9783459111146422,143
Marvin Williams,10.1,-0.9783459111146422,143
Avery Bradley,9.9,-1.0153638130464397,145
Derrick White,9.9,-1.0153638130464397,145
Lonzo Ball,9.9,-1.0153638130464397,145
Kevin Huerter,9.7,-1.0523817149782377,148
Allen Crabbe,9.6,-1.0708906659441366,149
Jonathan Isaac,9.6,-1.0708906659441366,149
Al-Farouq Aminu,9.4,-1.1079085678759342,151
Larry Nance Jr.,9.4,-1.1079085678759342,151
Danuel House Jr.,9.4,-1.1079085678759342,151
Nicolas Batum,9.3,-1.126417518841833,154
Rajon Rondo,9.2,-1.1449264698077322,155
Marcus Smart,8.9,-1.2004533227054284,156
Tomas Satoransky,8.9,-1.2004533227054284,156
Noah Vonleh,8.4,-1.2929980775349228,158
Mikal Bridges,8.3,-1.3115070285008217,159
Darius Miller,8.2,-1.3300159794667208,160
Austin Rivers,8.1,-1.3485249304326195,161
Kyle Anderson,8.0,-1.3670338813985183,162
Garrett Temple,7.8,-1.404051783330316,163
Josh Hart,7.8,-1.404051783330316,163
Patrick Beverley,7.6,-1.4410696852621139,165
Draymond Green,7.4,-1.4780875871939114,166
P.J. Tucker,7.3,-1.4965965381598105,167
Terrance Ferguson,6.9,-1.5706323420234058,168
Cory Joseph,6.5,-1.6446681458870014,169
