PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate
203932,Aaron Gordon,DEN,2023-24,73,31.5,13.9,6.5,3.5,0.8,0.6,1.4,0.556,0.658,0.29,0.5,1.9,5.5,9.8,2.4,3.7,0.607,0.174
1630174,Aaron Nesmith,IND,2023-24,72,27.7,12.2,3.8,1.5,0.9,0.7,0.9,0.496,0.781,0.419,1.9,4.6,4.4,8.8,1.5,1.9,0.631,0.158
201143,Al Horford,BOS,2023-24,65,26.8,8.6,6.4,2.6,0.6,1.0,0.7,0.511,0.867,0.419,1.7,4.0,3.3,6.4,0.4,0.5,0.65,0.119
1627936,Alex Caruso,CHI,2023-24,71,28.7,10.1,3.8,3.5,1.7,1.0,1.4,0.468,0.76,0.408,1.9,4.7,3.6,7.6,1.0,1.4,0.613,0.146
1630578,Alperen Sengun,HOU,2023-24,63,32.5,21.1,9.3,5.0,1.2,0.7,2.6,0.537,0.693,0.297,0.5,1.8,8.4,15.6,3.9,5.6,0.585,0.27
203952,Andrew Wiggins,GSW,2023-24,71,27.0,13.2,4.5,1.7,0.6,0.6,1.2,0.453,0.751,0.358,1.3,3.6,5.0,11.0,2.0,2.7,0.544,0.206
1629014,Anfernee Simons,POR,2023-24,46,34.4,22.6,3.6,5.5,0.5,0.1,2.7,0.43,0.916,0.385,3.4,8.8,7.8,18.2,3.5,3.9,0.568,0.276
203076,Anthony Davis,LAL,2023-24,76,35.5,24.7,12.6,3.5,1.2,2.3,2.1,0.556,0.816,0.271,0.4,1.4,9.4,16.9,5.5,6.8,0.621,0.261
1630162,Anthony Edwards,MIN,2023-24,79,35.1,25.9,5.4,5.1,1.3,0.5,3.1,0.461,0.836,0.357,2.4,6.7,9.1,19.7,5.4,6.4,0.575,0.314
1641709,Ausar Thompson,DET,2023-24,63,25.1,8.8,6.4,1.9,1.1,0.9,1.3,0.483,0.597,0.186,0.3,1.8,3.7,7.6,1.1,1.9,0.522,0.161
1630559,Austin Reaves,LAL,2023-24,82,32.1,15.9,4.3,5.5,0.8,0.3,2.1,0.486,0.853,0.367,1.9,5.1,5.6,11.5,2.8,3.3,0.613,0.198
1630245,Ayo Dosunmu,CHI,2023-24,76,29.1,12.2,2.8,3.2,0.9,0.5,1.4,0.501,0.81,0.403,1.6,3.9,4.7,9.5,1.1,1.4,0.604,0.168
1628389,Bam Adebayo,MIA,2023-24,71,34.0,19.3,10.4,3.9,1.1,0.9,2.3,0.521,0.755,0.357,0.2,0.6,7.5,14.3,4.1,5.5,0.576,0.247
1631097,Bennedict Mathurin,IND,2023-24,59,26.1,14.5,4.0,2.0,0.6,0.2,1.6,0.446,0.821,0.374,1.4,3.6,5.0,11.2,3.1,3.8,0.562,0.226
1641731,Bilal Coulibaly,WAS,2023-24,63,27.2,8.4,4.1,1.7,0.9,0.8,1.4,0.435,0.702,0.346,1.0,2.9,3.0,6.9,1.5,2.1,0.543,0.139
203992,Bogdan Bogdanović,ATL,2023-24,79,30.4,16.9,3.4,3.1,1.2,0.3,1.4,0.428,0.921,0.374,3.0,8.1,6.0,13.9,1.9,2.1,0.569,0.218
202711,Bojan Bogdanović,NYK,2023-24,57,25.9,15.2,2.7,1.7,0.5,0.1,1.8,0.454,0.785,0.398,2.3,5.9,5.4,11.9,2.1,2.6,0.581,0.242
203078,Bradley Beal,PHX,2023-24,53,33.3,18.2,4.4,5.0,1.0,0.5,2.5,0.513,0.813,0.43,1.9,4.4,7.1,13.9,2.1,2.5,0.607,0.224
1641764,Brandin Podziemski,GSW,2023-24,74,26.6,9.2,5.8,3.7,0.8,0.2,1.2,0.454,0.633,0.385,1.2,3.2,3.7,8.1,0.7,1.1,0.54,0.149
1627742,Brandon Ingram,NOP,2023-24,64,32.9,20.8,5.1,5.7,0.8,0.6,2.5,0.492,0.801,0.355,1.3,3.8,7.8,15.9,3.8,4.8,0.578,0.269
1641706,Brandon Miller,CHA,2023-24,74,32.2,17.3,4.3,2.4,0.9,0.6,1.8,0.44,0.827,0.373,2.5,6.7,6.4,14.6,1.9,2.3,0.552,0.235
201572,Brook Lopez,MIL,2023-24,79,30.5,12.5,5.2,1.6,0.5,2.4,1.0,0.485,0.821,0.366,1.9,5.1,4.6,9.6,1.4,1.7,0.608,0.156
1628971,Bruce Brown,TOR,2023-24,67,27.8,10.8,4.2,2.9,0.9,0.3,1.3,0.478,0.824,0.323,0.8,2.4,4.1,8.7,1.7,2.1,0.563,0.161
1627741,Buddy Hield,PHI,2023-24,84,25.7,12.1,3.2,2.8,0.8,0.5,1.2,0.436,0.881,0.386,2.6,6.8,4.4,10.1,0.6,0.7,0.578,0.186
203468,CJ McCollum,NOP,2023-24,66,32.7,20.0,4.3,4.6,0.9,0.6,1.7,0.459,0.827,0.429,3.6,8.4,7.3,16.0,1.7,2.1,0.592,0.244
1630595,Cade Cunningham,DET,2023-24,62,33.5,22.7,4.3,7.5,0.9,0.4,3.4,0.449,0.869,0.355,1.9,5.4,8.5,18.8,3.8,4.4,0.546,0.298
1628997,Caleb Martin,MIA,2023-24,64,27.4,10.0,4.4,2.2,0.7,0.5,1.2,0.431,0.778,0.349,1.3,3.6,3.8,8.7,1.2,1.5,0.531,0.168
1630560,Cam Thomas,BKN,2023-24,66,31.4,22.5,3.2,2.9,0.7,0.2,1.9,0.442,0.856,0.364,2.2,6.0,8.0,18.0,4.3,5.1,0.554,0.296
1629661,Cameron Johnson,BKN,2023-24,58,27.6,13.4,4.3,2.4,0.8,0.3,1.0,0.446,0.789,0.391,2.4,6.1,4.8,10.7,1.5,1.9,0.582,0.19
1627747,Caris LeVert,CLE,2023-24,68,28.8,14.0,4.1,5.1,1.1,0.5,1.7,0.421,0.766,0.325,1.6,4.9,5.1,12.1,2.3,3.0,0.524,0.224
1631096,Chet Holmgren,OKC,2023-24,82,29.4,16.5,7.9,2.4,0.6,2.3,1.6,0.53,0.793,0.37,1.6,4.3,6.2,11.6,2.7,3.4,0.632,0.21
101108,Chris Paul,GSW,2023-24,58,26.4,9.2,3.9,6.8,1.2,0.1,1.3,0.441,0.827,0.371,1.3,3.6,3.6,8.1,0.7,0.9,0.544,0.154
203991,Clint Capela,ATL,2023-24,73,25.8,11.5,10.6,1.2,0.6,1.5,1.0,0.571,0.631,0.0,0.0,0.0,4.8,8.5,1.8,2.8,0.59,0.167
1629632,Coby White,CHI,2023-24,79,36.5,19.1,4.5,5.1,0.7,0.2,2.1,0.447,0.838,0.376,2.6,7.0,6.8,15.3,2.8,3.3,0.57,0.224
1628998,Cody Martin,CHA,2023-24,28,26.9,7.5,3.9,3.7,1.1,0.6,1.6,0.381,0.606,0.314,1.0,3.1,2.9,7.7,0.7,1.2,0.46,0.157
1629012,Collin Sexton,UTA,2023-24,78,26.6,18.7,2.6,4.9,0.8,0.2,2.1,0.487,0.859,0.394,1.6,4.2,6.5,13.3,4.1,4.7,0.607,0.267
1630557,Corey Kispert,WAS,2023-24,80,25.8,13.4,2.8,2.0,0.5,0.2,1.2,0.486,0.726,0.383,2.3,6.0,4.8,9.9,1.4,2.0,0.62,0.191
1626156,D'Angelo Russell,LAL,2023-24,76,32.7,18.0,3.1,6.3,0.9,0.5,2.1,0.456,0.828,0.415,3.0,7.2,6.5,14.2,2.1,2.5,0.588,0.222
203081,Damian Lillard,MIL,2023-24,73,35.3,24.3,4.4,7.0,1.0,0.2,2.6,0.424,0.92,0.354,3.0,8.5,7.4,17.5,6.5,7.0,0.59,0.274
1629636,Darius Garland,CLE,2023-24,57,33.3,18.0,2.7,6.5,1.3,0.1,3.1,0.446,0.834,0.371,2.3,6.2,6.6,14.8,2.6,3.1,0.56,0.249
1628368,De'Aaron Fox,SAC,2023-24,74,35.9,26.6,4.6,5.6,2.0,0.4,2.6,0.465,0.738,0.369,2.9,7.8,9.7,20.9,4.2,5.7,0.567,0.3
1629631,De'Andre Hunter,ATL,2023-24,57,29.5,15.6,3.9,1.5,0.7,0.3,1.5,0.459,0.847,0.385,2.1,5.3,5.3,11.6,2.9,3.4,0.595,0.204
1629001,De'Anthony Melton,PHI,2023-24,38,26.9,11.1,3.7,3.0,1.6,0.4,1.0,0.386,0.835,0.36,2.0,5.6,3.7,9.5,1.7,2.1,0.533,0.177
201942,DeMar DeRozan,CHI,2023-24,79,37.8,24.0,4.3,5.3,1.1,0.6,1.7,0.48,0.853,0.333,0.9,2.8,8.2,17.2,6.6,7.7,0.584,0.252
1629028,Deandre Ayton,POR,2023-24,55,32.4,16.7,11.1,1.6,1.0,0.8,1.8,0.57,0.823,0.1,0.0,0.2,7.8,13.6,1.2,1.4,0.587,0.211
1627749,Dejounte Murray,ATL,2023-24,78,35.7,22.5,5.3,6.4,1.4,0.3,2.6,0.459,0.794,0.363,2.6,7.1,8.6,18.8,2.7,3.4,0.555,0.259
1630166,Deni Avdija,WAS,2023-24,75,30.1,14.7,7.2,3.8,0.8,0.5,2.1,0.506,0.74,0.374,1.2,3.1,5.4,10.7,2.7,3.6,0.597,0.196
