PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate
203932,Aaron Gordon,ORL,2017-18,58,32.9,17.6,7.9,2.3,1.0,0.8,1.8,0.434,0.698,0.336,2.0,5.9,6.5,14.9,2.7,3.9,0.53,0.238
201143,Al Horford,BOS,2017-18,72,31.6,12.9,7.4,4.7,0.6,1.1,1.8,0.489,0.783,0.429,1.3,3.1,5.1,10.5,1.3,1.7,0.575,0.183
202329,Al-Farouq Aminu,POR,2017-18,69,30.0,9.3,7.6,1.2,1.1,0.6,1.1,0.395,0.738,0.369,1.8,4.9,3.3,8.4,0.9,1.2,0.522,0.145
203459,Allen Crabbe,BKN,2017-18,75,29.3,13.2,4.3,1.6,0.6,0.5,1.0,0.407,0.852,0.378,2.7,7.1,4.5,11.0,1.5,1.8,0.558,0.183
203083,Andre Drummond,DET,2017-18,78,33.7,15.0,16.0,3.0,1.5,1.6,2.6,0.529,0.605,0.0,0.0,0.1,6.0,11.3,3.1,5.1,0.555,0.207
2738,Andre Iguodala,GSW,2017-18,64,25.4,6.0,3.8,3.3,0.8,0.6,1.0,0.463,0.632,0.282,0.5,1.8,2.3,5.0,0.9,1.4,0.536,0.112
203460,Andre Roberson,OKC,2017-18,39,26.6,5.0,4.7,1.2,1.2,0.9,0.8,0.537,0.316,0.222,0.2,0.9,2.2,4.2,0.3,1.0,0.543,0.085
203952,Andrew Wiggins,MIN,2017-18,82,36.3,17.7,4.4,2.0,1.1,0.6,1.7,0.438,0.643,0.331,1.4,4.1,6.9,15.9,2.5,3.8,0.505,0.228
203076,Anthony Davis,NOP,2017-18,75,36.4,28.1,11.1,2.3,1.5,2.6,2.2,0.534,0.828,0.34,0.7,2.2,10.4,19.5,6.6,8.0,0.612,0.291
203085,Austin Rivers,LAC,2017-18,61,33.7,15.1,2.4,4.0,1.2,0.3,1.8,0.424,0.642,0.378,2.2,5.9,5.6,13.2,1.7,2.6,0.526,0.206
202340,Avery Bradley,LAC,2017-18,46,31.2,14.3,2.5,2.0,1.1,0.2,2.2,0.414,0.768,0.369,1.6,4.4,5.6,13.6,1.4,1.8,0.496,0.229
1627732,Ben Simmons,PHI,2017-18,81,33.7,15.8,8.1,8.2,1.7,0.9,3.4,0.545,0.56,0.0,0.0,0.1,6.7,12.3,2.4,4.2,0.557,0.219
