PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate
203932,Aaron Gordon,DEN,2022-23,68,30.2,16.3,6.6,3.0,0.8,0.8,1.4,0.564,0.608,0.347,0.9,2.5,6.3,11.2,2.8,4.6,0.617,0.206
201143,Al Horford,BOS,2022-23,63,30.5,9.8,6.2,3.0,0.5,1.0,0.6,0.476,0.714,0.446,2.3,5.2,3.6,7.6,0.2,0.3,0.631,0.119
1630578,Alperen Sengun,HOU,2022-23,75,28.9,14.8,9.0,3.9,0.9,0.9,2.6,0.553,0.715,0.333,0.3,0.8,5.9,10.7,2.7,3.8,0.599,0.211
1629614,Andrew Nembhard,IND,2022-23,75,27.6,9.5,2.7,4.5,0.9,0.2,1.7,0.441,0.79,0.35,1.2,3.5,3.8,8.6,0.7,0.8,0.528,0.159
203952,Andrew Wiggins,GSW,2022-23,37,32.2,17.1,5.0,2.3,1.2,0.8,1.3,0.473,0.611,0.396,2.4,6.1,6.8,14.3,1.2,1.9,0.564,0.212
1629014,Anfernee Simons,POR,2022-23,62,35.0,21.1,2.6,4.1,0.7,0.2,2.1,0.447,0.894,0.377,3.4,9.1,7.5,16.9,2.6,2.9,0.581,0.247
203076,Anthony Davis,LAL,2022-23,56,34.0,25.9,12.5,2.6,1.1,2.0,2.2,0.563,0.784,0.257,0.3,1.3,9.7,17.2,6.2,7.9,0.627,0.277
1630162,Anthony Edwards,MIN,2022-23,79,36.0,24.6,5.8,4.4,1.6,0.7,3.3,0.459,0.756,0.369,2.7,7.3,8.9,19.5,4.0,5.3,0.564,0.292
1630559,Austin Reaves,LAL,2022-23,64,28.8,13.0,3.0,3.4,0.5,0.3,1.5,0.529,0.864,0.398,1.3,3.4,4.0,7.7,3.6,4.1,0.687,0.154
1630245,Ayo Dosunmu,CHI,2022-23,80,26.2,8.6,2.8,2.6,0.8,0.3,1.2,0.493,0.805,0.312,0.7,2.4,3.5,7.1,0.8,1.0,0.567,0.145
