PlayerID,PlayerName,Team,Season,GamesPlayed,AvgMinutes,Points,Rebounds,Assists,Steals,Blocks,Turnovers,FieldGoalPct,FreeThrowPct,ThreePointPct,ThreePointersMade,ThreePointAttempts,FieldGoalsMade,FieldGoalAttempts,FreeThrowsMade,FreeThrowAttempts,TrueShootingPct,UsageRate
201143,Al Horford,ATL,2015-16,82,32.1,15.2,7.3,3.2,0.8,1.5,1.3,0.505,0.798,0.344,1.1,3.1,6.5,12.8,1.3,1.6,0.565,0.202
202329,Al-Farouq Aminu,POR,2015-16,82,28.5,10.2,6.1,1.7,0.9,0.6,1.5,0.416,0.737,0.361,1.5,4.3,3.6,8.8,1.4,1.9,0.533,0.166
202692,Alec Burks,UTA,2015-16,31,25.7,13.3,3.5,2.0,0.6,0.1,1.6,0.41,0.752,0.405,1.0,2.5,4.4,10.8,3.4,4.5,0.52,0.246
203459,Allen Crabbe,POR,2015-16,81,26.0,10.3,2.7,1.2,0.8,0.2,0.8,0.459,0.867,0.393,1.4,3.5,3.8,8.4,1.2,1.4,0.572,0.159
203083,Andre Drummond,DET,2015-16,81,32.9,16.2,14.8,0.8,1.5,1.4,1.9,0.521,0.355,0.333,0.0,0.1,6.8,13.1,2.6,7.2,0.499,0.239
2738,Andre Iguodala,GSW,2015-16,65,26.6,7.0,4.0,3.4,1.1,0.3,1.2,0.478,0.614,0.351,0.8,2.4,2.7,5.7,0.8,1.3,0.565,0.117
203952,Andrew Wiggins,MIN,2015-16,81,35.1,20.7,3.6,2.0,1.0,0.6,2.2,0.459,0.761,0.3,0.7,2.3,7.3,16.0,5.3,7.0,0.543,0.267
203076,Anthony Davis,NOP,2015-16,61,35.5,24.3,10.3,1.9,1.3,2.0,2.0,0.493,0.758,0.324,0.6,1.8,9.2,18.6,5.3,7.0,0.559,0.29
201167,Arron Afflalo,NYK,2015-16,71,33.4,12.8,3.7,2.0,0.4,0.1,1.2,0.443,0.84,0.382,1.3,3.4,5.0,11.3,1.5,1.8,0.531,0.178
202340,Avery Bradley,BOS,2015-16,76,33.4,15.2,2.9,2.1,1.5,0.3,1.4,0.447,0.78,0.361,1.9,5.4,6.0,13.4,1.3,1.6,0.538,0.197
