PlayerName,Turnovers,Turnovers_ZScore,Turnovers_Rank
Russell Westbrook,4.8,3.3845176913755384,1
Luka Dončić,4.3,2.8065102277941287,2
Trae Young,4.1,2.5753072423615646,3
James Harden,4.0,2.4597057496452828,4
LeBron James,3.7,2.1129012714964372,5
Kevin Porter Jr.,3.5,1.8816982860638731,6
John Wall,3.5,1.8816982860638731,6
Zach LaVine,3.5,1.8816982860638731,6
Stephen Curry,3.4,1.766096793347591,9
Kevin Durant,3.4,1.766096793347591,9
Domantas Sabonis,3.4,1.766096793347591,9
Giannis Antetokounmpo,3.4,1.766096793347591,9
Julius Randle,3.4,1.766096793347591,9
Paul George,3.3,1.650495300631309,14
Karl-Anthony Towns,3.2,1.5348938079150274,15
Killian Hayes,3.2,1.5348938079150274,15
Ja Morant,3.2,1.5348938079150274,15
Bradley Beal,3.1,1.4192923151987453,18
Devin Booker,3.1,1.4192923151987453,18
Joel Embiid,3.1,1.4192923151987453,18
Nikola Jokić,3.1,1.4192923151987453,18
Damian Lillard,3.0,1.3036908224824633,22
Darius Garland,3.0,1.3036908224824633,22
Draymond Green,3.0,1.3036908224824633,22
De'Aaron Fox,3.0,1.3036908224824633,22
Shai Gilgeous-Alexander,3.0,1.3036908224824633,22
Ben Simmons,3.0,1.3036908224824633,22
LaMelo Ball,2.8,1.0724878370498991,28
Collin Sexton,2.8,1.0724878370498991,28
Donovan Mitchell,2.8,1.0724878370498991,28
Kyle Lowry,2.7,0.9568863443336175,31
Dennis Schröder,2.7,0.9568863443336175,31
Jaylen Brown,2.7,0.9568863443336175,31
Jayson Tatum,2.7,0.9568863443336175,31
Zion Williamson,2.7,0.9568863443336175,31
Andre Drummond,2.7,0.9568863443336175,31
D'Angelo Russell,2.7,0.9568863443336175,31
Bam Adebayo,2.6,0.8412848516173355,38
Khris Middleton,2.6,0.8412848516173355,38
Brandon Ingram,2.5,0.7256833589010534,40
Victor Oladipo,2.5,0.7256833589010534,40
Kyrie Irving,2.4,0.6100818661847713,42
Goran Dragic,2.4,0.6100818661847713,42
Cole Anthony,2.3,0.4944803734684892,44
Coby White,2.3,0.4944803734684892,44
Josh Jackson,2.3,0.4944803734684892,44
Pascal Siakam,2.3,0.4944803734684892,44
Jamal Murray,2.3,0.4944803734684892,44
Caris LeVert,2.2,0.37887888075220766,49
Lonzo Ball,2.2,0.37887888075220766,49
Jrue Holiday,2.2,0.37887888075220766,49
Chris Paul,2.2,0.37887888075220766,49
Michael Carter-Williams,2.2,0.37887888075220766,49
Theo Maledon,2.2,0.37887888075220766,49
Darius Bazley,2.2,0.37887888075220766,49
Anthony Edwards,2.2,0.37887888075220766,49
Jimmy Butler III,2.1,0.2632773880359256,57
Anthony Davis,2.1,0.2632773880359256,57
Malcolm Brogdon,2.1,0.2632773880359256,57
Gordon Hayward,2.1,0.2632773880359256,57
Jerami Grant,2.0,0.14767589531964354,61
DeMar DeRozan,2.0,0.14767589531964354,61
T.J. McConnell,2.0,0.14767589531964354,61
Kawhi Leonard,2.0,0.14767589531964354,61
Kemba Walker,2.0,0.14767589531964354,61
Christian Wood,2.0,0.14767589531964354,61
P.J. Washington,2.0,0.14767589531964354,61
Marcus Smart,2.0,0.14767589531964354,61
RJ Barrett,1.9,0.03207440260336145,69
Mike Conley,1.9,0.03207440260336145,69
Tyler Herro,1.9,0.03207440260336145,69
Terry Rozier,1.9,0.03207440260336145,69
Mason Plumlee,1.9,0.03207440260336145,69
Aaron Gordon,1.9,0.03207440260336145,69
Eric Gordon,1.9,0.03207440260336145,69
Bojan Bogdanović,1.8,-0.08352709011292037,76
Nikola Vučević,1.8,-0.08352709011292037,76
Buddy Hield,1.8,-0.08352709011292037,76
Fred VanVleet,1.8,-0.08352709011292037,76
Dillon Brooks,1.8,-0.08352709011292037,76
Andrew Wiggins,1.8,-0.08352709011292037,76
Kelly Olynyk,1.8,-0.08352709011292037,76
Evan Fournier,1.7,-0.19912858282920243,83
Kyle Kuzma,1.7,-0.19912858282920243,83
Tobias Harris,1.7,-0.19912858282920243,83
Rudy Gobert,1.7,-0.19912858282920243,83
Dejounte Murray,1.7,-0.19912858282920243,83
Joe Ingles,1.7,-0.19912858282920243,83
OG Anunoby,1.7,-0.19912858282920243,83
Norman Powell,1.7,-0.19912858282920243,83
Will Barton,1.7,-0.19912858282920243,83
Jordan Clarkson,1.7,-0.19912858282920243,83
Larry Nance Jr.,1.6,-0.31473007554548427,93
Malik Beasley,1.6,-0.31473007554548427,93
Ricky Rubio,1.6,-0.31473007554548427,93
Jarrett Allen,1.6,-0.31473007554548427,93
Derrick Rose,1.6,-0.31473007554548427,93
Miles Bridges,1.6,-0.31473007554548427,93
Tyrese Haliburton,1.6,-0.31473007554548427,93
Harrison Barnes,1.6,-0.31473007554548427,93
Jonas Valančiūnas,1.6,-0.31473007554548427,93
Terrence Ross,1.6,-0.31473007554548427,93
Eric Bledsoe,1.6,-0.31473007554548427,93
Deandre Ayton,1.5,-0.43033156826176633,104
Luguentz Dort,1.5,-0.43033156826176633,104
Devonte' Graham,1.5,-0.43033156826176633,104
Kendrick Nunn,1.4,-0.5459330609780484,107
Jae'Sean Tate,1.4,-0.5459330609780484,107
Wendell Carter Jr.,1.4,-0.5459330609780484,107
Cedi Osman,1.4,-0.5459330609780484,107
Patrick Williams,1.4,-0.5459330609780484,107
Marvin Bagley III,1.4,-0.5459330609780484,107
Myles Turner,1.4,-0.5459330609780484,107
Donte DiVincenzo,1.4,-0.5459330609780484,107
CJ McCollum,1.4,-0.5459330609780484,107
Michael Porter Jr.,1.3,-0.6615345536943302,116
Kelly Oubre Jr.,1.3,-0.6615345536943302,116
Steven Adams,1.3,-0.6615345536943302,116
De'Andre Hunter,1.3,-0.6615345536943302,116
