PlayerName,Points,Points_ZScore,Points_Rank
Cam Reddish,11.2,-0.824456701046512,132
Lonnie Walker IV,11.2,-0.824456701046512,132
Wendell Carter Jr.,11.2,-0.824456701046512,132
Armoni Brooks,11.2,-0.824456701046512,132
Blake Griffin,11.0,-0.8585912012932624,136
Jeff Green,11.0,-0.8585912012932624,136
Dwayne Bacon,10.9,-0.8756584514166375,138
Reggie Bullock Jr.,10.9,-0.8756584514166375,138
Grayson Allen,10.6,-0.9268602017867632,140
Justin Holiday,10.5,-0.9439274519101384,141
Donte DiVincenzo,10.4,-0.9609947020335134,142
Cedi Osman,10.4,-0.9609947020335134,142
Mason Plumlee,10.4,-0.9609947020335134,142
Monté Morris,10.2,-0.9951292022802641,145
Delon Wright,10.2,-0.9951292022802641,145
Jae Crowder,10.1,-1.0121964524036393,147
Theo Maledon,10.1,-1.0121964524036393,147
Gary Harris,9.9,-1.0463309526503894,149
Dorian Finney-Smith,9.8,-1.0633982027737647,150
Kentavious Caldwell-Pope,9.7,-1.08046545289714,151
Isaac Okoro,9.6,-1.0975327030205153,152
Danny Green,9.5,-1.1145999531438904,153
Trevor Ariza,9.4,-1.1316672032672654,154
Larry Nance Jr.,9.3,-1.1487344533906407,155
Josh Hart,9.2,-1.165801703514016,156
Patrick Williams,9.2,-1.165801703514016,156
Danuel House Jr.,8.8,-1.2340707040075167,158
Michael Carter-Williams,8.8,-1.2340707040075167,158
Ricky Rubio,8.6,-1.2682052042542673,160
T.J. McConnell,8.6,-1.2682052042542673,160
Jakob Poeltl,8.6,-1.2682052042542673,160
Robert Covington,8.5,-1.2852724543776424,163
Mitchell Robinson,8.3,-1.3194069546243927,164
Nicolas Batum,8.1,-1.3535414548711433,165
Chuma Okeke,7.8,-1.4047432052412687,166
Steven Adams,7.6,-1.4388777054880193,167
Garrett Temple,7.6,-1.4388777054880193,167
Maxi Kleber,7.1,-1.5242139561048953,169
Royce O'Neale,7.0,-1.5412812062282704,170
Draymond Green,7.0,-1.5412812062282704,170
Killian Hayes,6.8,-1.5754157064750207,172
P.J. Tucker,3.7,-2.1045004602996524,173
