PlayerName,ThreePointPct,ThreePointPct_ZScore,ThreePointPct_Rank
Joe Harris,0.475,1.4909495826163466,1
Marcus Morris Sr.,0.473,1.4677133069717696,2
Joe Ingles,0.451,1.212114274881422,3
Kevin Durant,0.45,1.2004961370591334,4
Seth Curry,0.45,1.2004961370591334,4
Michael Porter Jr.,0.445,1.1424054479476906,6
Bogdan Bogdanović,0.438,1.0610784831916706,7
Mikal Bridges,0.425,0.9100426915019195,8
Stephen Curry,0.421,0.8635701402127652,9
Zach LaVine,0.419,0.8403338645681881,10
Shai Gilgeous-Alexander,0.418,0.8287157267458996,11
Alec Burks,0.415,0.793861313279034,12
Gordon Hayward,0.415,0.793861313279034,12
Khris Middleton,0.414,0.7822431754567454,14
Evan Fournier,0.413,0.7706250376344568,15
Mike Conley,0.412,0.7590068998121683,16
Jeff Green,0.412,0.7590068998121683,16
Norman Powell,0.411,0.7473887619898797,18
Paul George,0.411,0.7473887619898797,18
Julius Randle,0.411,0.7473887619898797,18
Kentavious Caldwell-Pope,0.41,0.7357706241675912,21
Reggie Bullock Jr.,0.41,0.7357706241675912,21
Maxi Kleber,0.41,0.7357706241675912,21
Tyrese Haliburton,0.409,0.7241524863453026,24
Duncan Robinson,0.408,0.712534348523014,25
Jamal Murray,0.408,0.712534348523014,25
Danny Green,0.405,0.677679935056149,27
Nicolas Batum,0.404,0.6660617972338605,28
CJ McCollum,0.402,0.6428255215892833,29
Kyrie Irving,0.402,0.6428255215892833,29
Lauri Markkanen,0.402,0.6428255215892833,29
RJ Barrett,0.401,0.6312073837669948,32
Miles Bridges,0.4,0.6195892459447062,33
Nikola Vučević,0.4,0.6195892459447062,33
John Collins,0.399,0.6079711081224177,35
Malik Beasley,0.399,0.6079711081224177,35
OG Anunoby,0.398,0.5963529703001291,37
Kawhi Leonard,0.398,0.5963529703001291,37
Jaylen Brown,0.397,0.5847348324778405,39
Kyle Lowry,0.396,0.573116694655552,40
Darius Garland,0.395,0.5614985568332634,41
Chris Paul,0.395,0.5614985568332634,41
Dāvis Bertāns,0.395,0.5614985568332634,41
Tobias Harris,0.394,0.549880419010975,44
Dorian Finney-Smith,0.394,0.549880419010975,44
Jrue Holiday,0.392,0.5266441433663978,46
Patrick Williams,0.391,0.5150260055441093,47
Grayson Allen,0.391,0.5150260055441093,47
Harrison Barnes,0.391,0.5150260055441093,47
Tim Hardaway Jr.,0.391,0.5150260055441093,47
Damian Lillard,0.391,0.5150260055441093,47
Buddy Hield,0.391,0.5150260055441093,47
Bojan Bogdanović,0.39,0.5034078677218207,53
Terry Rozier,0.389,0.4917897298995321,54
Jae Crowder,0.389,0.4917897298995321,54
Nikola Jokić,0.388,0.4801715920772436,56
Malcolm Brogdon,0.388,0.4801715920772436,56
Derrick Rose,0.388,0.4801715920772436,56
LaMarcus Aldridge,0.388,0.4801715920772436,56
Karl-Anthony Towns,0.387,0.46855345425495504,60
D'Angelo Russell,0.387,0.46855345425495504,60
Donovan Mitchell,0.386,0.4569353164326665,62
Jayson Tatum,0.386,0.4569353164326665,62
P.J. Washington,0.386,0.4569353164326665,62
Royce O'Neale,0.385,0.4453171786103779,65
Gary Trent Jr.,0.385,0.4453171786103779,65
Armoni Brooks,0.382,0.41046276514351226,67
Justin Holiday,0.382,0.41046276514351226,67
Will Barton,0.381,0.39884462732122367,69
Monté Morris,0.381,0.39884462732122367,69
Kendrick Nunn,0.381,0.39884462732122367,69
Brandon Ingram,0.381,0.39884462732122367,69
Saddiq Bey,0.38,0.3872264894989351,73
Andrew Wiggins,0.38,0.3872264894989351,73
Donte DiVincenzo,0.379,0.3756083516766466,75
Robert Covington,0.379,0.3756083516766466,75
Lonzo Ball,0.378,0.36399021385435804,77
Joel Embiid,0.377,0.3523720760320695,78
Kristaps Porziņģis,0.376,0.3407539382097809,79
Devonte' Graham,0.375,0.32913580038749235,80
Christian Wood,0.374,0.3175176625652038,81
Goran Dragic,0.373,0.30589952474291526,82
Delon Wright,0.372,0.2942813869206267,83
Collin Sexton,0.371,0.2826632490983381,84
Jonas Valančiūnas,0.368,0.24780883563147246,85
Al Horford,0.368,0.24780883563147246,85
Fred VanVleet,0.366,0.22457255998689535,87
LeBron James,0.365,0.2129544221646068,88
Kevin Huerter,0.363,0.1897181465200297,89
James Harden,0.362,0.17810000869774115,90
Kyle Kuzma,0.361,0.16648187087545258,91
Tyler Herro,0.36,0.15486373305316403,92
Kemba Walker,0.36,0.15486373305316403,92
Larry Nance Jr.,0.36,0.15486373305316403,92
Kyle Anderson,0.36,0.15486373305316403,92
Coby White,0.359,0.14324559523087546,96
Lonnie Walker IV,0.355,0.09677304394172125,97
LaMelo Ball,0.352,0.06191863047485559,98
Jerami Grant,0.35,0.03868235483027847,99
Luka Dončić,0.35,0.03868235483027847,99
Trevor Ariza,0.35,0.03868235483027847,99
Bradley Beal,0.349,0.02706421700798992,102
Chuma Okeke,0.348,0.015446079185701365,103
Jordan Clarkson,0.347,0.0038279413634128095,104
Danuel House Jr.,0.346,-0.007790196458875746,105
Derrick White,0.346,-0.007790196458875746,105
Dillon Brooks,0.344,-0.031026472103452857,107
Luguentz Dort,0.343,-0.04264460992574077,108
Marvin Bagley III,0.343,-0.04264460992574077,108
Trae Young,0.343,-0.04264460992574077,108
Kelly Olynyk,0.342,-0.05426274774802932,111
Blake Griffin,0.341,-0.06588088557031788,112
Eric Bledsoe,0.341,-0.06588088557031788,112
Gary Harris,0.34,-0.07749902339260643,114
Devin Booker,0.34,-0.07749902339260643,114
Brook Lopez,0.338,-0.10073529903718355,116
Terrence Ross,0.337,-0.1123534368594721,117
Cole Anthony,0.337,-0.1123534368594721,117
P.J. Tucker,0.336,-0.12397157468176065,119
Dennis Schröder,0.335,-0.13558971250404922,120
Myles Turner,0.335,-0.13558971250404922,120
Theo Maledon,0.335,-0.13558971250404922,120
Garrett Temple,0.335,-0.13558971250404922,120
Aaron Gordon,0.335,-0.13558971250404922,120
Keldon Johnson,0.331,-0.18206226379320342,125
Marcus Smart,0.33,-0.193680401615492,126
Josh Richardson,0.33,-0.193680401615492,126
Eric Gordon,0.329,-0.20529853943778054,128
Anthony Edwards,0.329,-0.20529853943778054,128
Rui Hachimura,0.328,-0.2169166772600691,130
Victor Oladipo,0.326,-0.24015295290464622,131
Josh Hart,0.326,-0.24015295290464622,131
De'Andre Hunter,0.326,-0.24015295290464622,131
Caris LeVert,0.326,-0.24015295290464622,131
De'Aaron Fox,0.322,-0.28662550419380045,135
Domantas Sabonis,0.321,-0.298243642016089,136
Dejounte Murray,0.317,-0.3447161933052432,137
John Wall,0.317,-0.3447161933052432,137
Kelly Oubre Jr.,0.316,-0.35633433112753177,139
Jarrett Allen,0.316,-0.35633433112753177,139
Russell Westbrook,0.315,-0.3679524689498203,141
T.J. McConnell,0.313,-0.39118874459439745,142
Kevin Porter Jr.,0.311,-0.41442502023897454,143
Jae'Sean Tate,0.308,-0.4492794337058402,144
Ricky Rubio,0.308,-0.4492794337058402,144
Cedi Osman,0.306,-0.4725157093504173,146
Ja Morant,0.303,-0.507370122817283,147
Giannis Antetokounmpo,0.303,-0.507370122817283,147
Ben Simmons,0.3,-0.5422245362841487,149
Josh Jackson,0.3,-0.5422245362841487,149
Pascal Siakam,0.297,-0.5770789497510144,151
Wendell Carter Jr.,0.294,-0.6119333632178799,152
Zion Williamson,0.294,-0.6119333632178799,152
Isaac Okoro,0.29,-0.6584059145070342,154
Darius Bazley,0.29,-0.6584059145070342,154
Dwayne Bacon,0.285,-0.716496603618477,156
Killian Hayes,0.278,-0.7978235683744962,157
Draymond Green,0.27,-0.8907686709528047,158
Cam Reddish,0.262,-0.9837137735311131,159
Anthony Davis,0.26,-1.0069500491756902,160
DeMar DeRozan,0.257,-1.0418044626425558,161
Bam Adebayo,0.25,-1.1231314273985757,162
Michael Carter-Williams,0.246,-1.16960397868773,163
Jimmy Butler III,0.245,-1.1812221165100185,164
Deandre Ayton,0.2,-1.7040383185130028,165
Richaun Holmes,0.182,-1.913164799314197,166
Jakob Poeltl,0.0,-4.027665882970712,167
Steven Adams,0.0,-4.027665882970712,167
Rudy Gobert,0.0,-4.027665882970712,167
Mason Plumlee,0.0,-4.027665882970712,167
Andre Drummond,0.0,-4.027665882970712,167
Mitchell Robinson,0.0,-4.027665882970712,167
Clint Capela,0.0,-4.027665882970712,167
