PlayerName,Blocks,Blocks_ZScore,Blocks_Rank
Caris LeVert,0.6,0.0631952967722065,51
Brandon Ingram,0.6,0.0631952967722065,51
Ben Simmons,0.6,0.0631952967722065,51
Darius Bazley,0.5,-0.15546043005962765,65
Luka Dončić,0.5,-0.15546043005962765,65
Michael Carter-Williams,0.5,-0.15546043005962765,65
Larry Nance Jr.,0.5,-0.15546043005962765,65
De'Aaron Fox,0.5,-0.15546043005962765,65
De'Andre Hunter,0.5,-0.15546043005962765,65
Chuma Okeke,0.5,-0.15546043005962765,65
Delon Wright,0.5,-0.15546043005962765,65
Marvin Bagley III,0.5,-0.15546043005962765,65
Domantas Sabonis,0.5,-0.15546043005962765,65
Zach LaVine,0.5,-0.15546043005962765,65
Royce O'Neale,0.5,-0.15546043005962765,65
Terrence Ross,0.5,-0.15546043005962765,65
Marcus Smart,0.5,-0.15546043005962765,65
Tyrese Haliburton,0.5,-0.15546043005962765,65
Jae'Sean Tate,0.5,-0.15546043005962765,65
Jayson Tatum,0.5,-0.15546043005962765,65
Garrett Temple,0.5,-0.15546043005962765,65
Jae Crowder,0.5,-0.15546043005962765,65
Anthony Edwards,0.5,-0.15546043005962765,65
Eric Gordon,0.5,-0.15546043005962765,65
Evan Fournier,0.5,-0.15546043005962765,65
Killian Hayes,0.4,-0.3741161568914618,87
Cole Anthony,0.4,-0.3741161568914618,87
Jeff Green,0.4,-0.3741161568914618,87
Terry Rozier,0.4,-0.3741161568914618,87
LaMelo Ball,0.4,-0.3741161568914618,87
Victor Oladipo,0.4,-0.3741161568914618,87
D'Angelo Russell,0.4,-0.3741161568914618,87
Danuel House Jr.,0.4,-0.3741161568914618,87
Luguentz Dort,0.4,-0.3741161568914618,87
Will Barton,0.4,-0.3741161568914618,87
Isaac Okoro,0.4,-0.3741161568914618,87
P.J. Tucker,0.4,-0.3741161568914618,87
Kentavious Caldwell-Pope,0.4,-0.3741161568914618,87
Derrick Rose,0.4,-0.3741161568914618,87
Russell Westbrook,0.4,-0.3741161568914618,87
Dorian Finney-Smith,0.4,-0.3741161568914618,87
Bradley Beal,0.4,-0.3741161568914618,87
CJ McCollum,0.4,-0.3741161568914618,87
Dillon Brooks,0.4,-0.3741161568914618,87
Josh Richardson,0.4,-0.3741161568914618,87
Kawhi Leonard,0.4,-0.3741161568914618,87
Buddy Hield,0.4,-0.3741161568914618,87
Paul George,0.4,-0.3741161568914618,87
Tyler Herro,0.3,-0.5927718837232961,110
Monté Morris,0.3,-0.5927718837232961,110
Chris Paul,0.3,-0.5927718837232961,110
Armoni Brooks,0.3,-0.5927718837232961,110
Bogdan Bogdanović,0.3,-0.5927718837232961,110
Norman Powell,0.3,-0.5927718837232961,110
Alec Burks,0.3,-0.5927718837232961,110
Damian Lillard,0.3,-0.5927718837232961,110
Cam Reddish,0.3,-0.5927718837232961,110
Blake Griffin,0.3,-0.5927718837232961,110
T.J. McConnell,0.3,-0.5927718837232961,110
RJ Barrett,0.3,-0.5927718837232961,110
Gary Harris,0.3,-0.5927718837232961,110
Josh Hart,0.3,-0.5927718837232961,110
Marcus Morris Sr.,0.3,-0.5927718837232961,110
Donovan Mitchell,0.3,-0.5927718837232961,110
Julius Randle,0.3,-0.5927718837232961,110
Jimmy Butler III,0.3,-0.5927718837232961,110
Keldon Johnson,0.3,-0.5927718837232961,110
Kemba Walker,0.3,-0.5927718837232961,110
Kendrick Nunn,0.3,-0.5927718837232961,110
Kevin Huerter,0.3,-0.5927718837232961,110
Eric Bledsoe,0.3,-0.5927718837232961,110
Kevin Porter Jr.,0.3,-0.5927718837232961,110
Duncan Robinson,0.3,-0.5927718837232961,110
Malcolm Brogdon,0.3,-0.5927718837232961,110
Kyle Lowry,0.3,-0.5927718837232961,110
Lonnie Walker IV,0.3,-0.5927718837232961,110
Gordon Hayward,0.3,-0.5927718837232961,110
Jamal Murray,0.3,-0.5927718837232961,110
Lauri Markkanen,0.3,-0.5927718837232961,110
Joe Ingles,0.2,-0.8114276105551302,141
Goran Dragic,0.2,-0.8114276105551302,141
Joe Harris,0.2,-0.8114276105551302,141
Trae Young,0.2,-0.8114276105551302,141
Harrison Barnes,0.2,-0.8114276105551302,141
Theo Maledon,0.2,-0.8114276105551302,141
Saddiq Bey,0.2,-0.8114276105551302,141
Tim Hardaway Jr.,0.2,-0.8114276105551302,141
Ja Morant,0.2,-0.8114276105551302,141
Grayson Allen,0.2,-0.8114276105551302,141
Dāvis Bertāns,0.2,-0.8114276105551302,141
Malik Beasley,0.2,-0.8114276105551302,141
Donte DiVincenzo,0.2,-0.8114276105551302,141
Gary Trent Jr.,0.2,-0.8114276105551302,141
Collin Sexton,0.2,-0.8114276105551302,141
Mike Conley,0.2,-0.8114276105551302,141
Coby White,0.2,-0.8114276105551302,141
DeMar DeRozan,0.2,-0.8114276105551302,141
Dennis Schröder,0.2,-0.8114276105551302,141
Devin Booker,0.2,-0.8114276105551302,141
Cedi Osman,0.2,-0.8114276105551302,141
Reggie Bullock Jr.,0.2,-0.8114276105551302,141
Rui Hachimura,0.1,-1.0300833373869647,163
Khris Middleton,0.1,-1.0300833373869647,163
Dejounte Murray,0.1,-1.0300833373869647,163
Bojan Bogdanović,0.1,-1.0300833373869647,163
Stephen Curry,0.1,-1.0300833373869647,163
Dwayne Bacon,0.1,-1.0300833373869647,163
Seth Curry,0.1,-1.0300833373869647,163
Darius Garland,0.1,-1.0300833373869647,163
Jordan Clarkson,0.1,-1.0300833373869647,163
Devonte' Graham,0.1,-1.0300833373869647,163
Ricky Rubio,0.1,-1.0300833373869647,163
