PlayerName,FreeThrowPct,FreeThrowPct_ZScore,FreeThrowPct_Rank
Chris Paul,0.934,1.5884080614148528,1
Kendrick Nunn,0.933,1.5771311985362921,2
Damian Lillard,0.928,1.5207468841434881,3
Kyrie Irving,0.922,1.4530857068721232,4
Maxi Kleber,0.919,1.4192551182364408,5
Josh Richardson,0.917,1.3967013924793192,6
Stephen Curry,0.916,1.3854245296007583,7
Reggie Bullock Jr.,0.909,1.3064864894508328,8
Bogdan Bogdanović,0.909,1.3064864894508328,8
Coby White,0.901,1.2162715864223463,10
Kemba Walker,0.899,1.1937178606652248,11
Khris Middleton,0.898,1.182440997786664,12
Jordan Clarkson,0.896,1.1598872720295423,13
Seth Curry,0.896,1.1598872720295423,13
Tobias Harris,0.892,1.1147798205152992,15
Bradley Beal,0.889,1.0809492318796168,16
Trae Young,0.886,1.0471186432439343,17
Fred VanVleet,0.885,1.0358417803653734,18
Kawhi Leonard,0.885,1.0358417803653734,18
Kevin Durant,0.882,1.002011191729691,20
DeMar DeRozan,0.88,0.9794574659725694,21
Bojan Bogdanović,0.879,0.9681806030940087,22
Brandon Ingram,0.878,0.9569037402154479,23
Kyle Lowry,0.875,0.9230731515797654,24
LaMarcus Aldridge,0.872,0.889242562944083,25
Norman Powell,0.871,0.8779657000655222,26
Dāvis Bertāns,0.87,0.8666888371869614,27
Terrence Ross,0.87,0.8666888371869614,27
Jamal Murray,0.869,0.8554119743084007,29
Nikola Jokić,0.868,0.8441351114298398,30
Paul George,0.868,0.8441351114298398,30
Jayson Tatum,0.868,0.8441351114298398,30
Grayson Allen,0.868,0.8441351114298398,30
Ricky Rubio,0.867,0.832858248551279,34
Miles Bridges,0.867,0.832858248551279,34
Devin Booker,0.867,0.832858248551279,34
Derrick Rose,0.866,0.8215813856727182,37
Kentavious Caldwell-Pope,0.866,0.8215813856727182,37
Malcolm Brogdon,0.864,0.7990276599155967,39
Jimmy Butler III,0.863,0.7877507970370358,40
James Harden,0.861,0.7651970712799142,41
De'Andre Hunter,0.859,0.7426433455227925,42
Joel Embiid,0.859,0.7426433455227925,42
Karl-Anthony Towns,0.859,0.7426433455227925,42
Tyrese Haliburton,0.857,0.720089619765671,45
Alec Burks,0.856,0.7088127568871102,46
Kristaps Porziņģis,0.855,0.6975358940085493,47
Mike Conley,0.852,0.663705305372867,48
Derrick White,0.851,0.6524284424943062,49
Malik Beasley,0.85,0.6411515796157453,50
Zach LaVine,0.849,0.6298747167371845,51
Royce O'Neale,0.848,0.6185978538586238,52
Dennis Schröder,0.848,0.6185978538586238,52
Darius Garland,0.848,0.6185978538586238,52
Buddy Hield,0.846,0.5960441281015021,55
Donovan Mitchell,0.845,0.5847672652229413,56
Jerami Grant,0.845,0.5847672652229413,56
Brook Lopez,0.845,0.5847672652229413,56
Joe Ingles,0.844,0.5734904023443805,59
Saddiq Bey,0.844,0.5734904023443805,59
Gordon Hayward,0.843,0.5622135394658198,61
Devonte' Graham,0.842,0.5509366765872589,62
Nikola Vučević,0.84,0.5283829508301373,63
Mikal Bridges,0.84,0.5283829508301373,63
John Collins,0.833,0.4494449106802117,65
Cole Anthony,0.832,0.43816804780165086,66
Harrison Barnes,0.83,0.41561432204452925,67
Kelly Olynyk,0.829,0.40433745916596847,68
Goran Dragic,0.828,0.39306059628740764,69
Nicolas Batum,0.828,0.39306059628740764,69
Pascal Siakam,0.827,0.38178373340884686,71
Duncan Robinson,0.827,0.38178373340884686,71
Lauri Markkanen,0.826,0.3705068705302861,73
Eric Gordon,0.825,0.35923000765172525,74
Dwayne Bacon,0.824,0.34795314477316447,75
Killian Hayes,0.824,0.34795314477316447,75
Gary Harris,0.821,0.314122556137482,77
Marcus Morris Sr.,0.82,0.30284569325892124,78
Al Horford,0.818,0.28029196750179963,79
Terry Rozier,0.817,0.2690151046232388,80
Cam Reddish,0.817,0.2690151046232388,80
Tim Hardaway Jr.,0.816,0.257738241744678,82
Dillon Brooks,0.815,0.24646137886611721,83
Collin Sexton,0.815,0.24646137886611721,83
Lonnie Walker IV,0.814,0.2351845159875564,85
CJ McCollum,0.812,0.21263079023043605,86
