PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Rudy Gobert,0.675,3.507777930566921,1
Mitchell Robinson,0.653,3.1395463880984273,2
Richaun Holmes,0.637,2.871741629939523,3
Deandre Ayton,0.626,2.687625858705276,4
Jarrett Allen,0.618,2.5537234796258237,5
Jakob Poeltl,0.616,2.5202478848559604,6
Steven Adams,0.614,2.4867722900860976,7
Mason Plumlee,0.614,2.4867722900860976,7
Zion Williamson,0.611,2.436558897931303,9
Clint Capela,0.594,2.1520163423874665,10
Jonas Valančiūnas,0.592,2.1185407476176032,11
Bam Adebayo,0.57,1.7503092051491096,12
Giannis Antetokounmpo,0.569,1.733571407764178,13
Nikola Jokić,0.566,1.6833580156093835,14
T.J. McConnell,0.559,1.5661934339148644,15
Ben Simmons,0.557,1.5327178391450014,16
John Collins,0.556,1.5159800417600697,17
Mikal Bridges,0.543,1.2983886757559597,18
Michael Porter Jr.,0.542,1.2816508783710283,19
Kevin Durant,0.537,1.1979618914463706,20
Domantas Sabonis,0.535,1.1644862966765075,21
Christian Wood,0.514,0.8129925515929451,22
LeBron James,0.513,0.7962547542080136,23
Joel Embiid,0.513,0.7962547542080136,23
Kawhi Leonard,0.512,0.7795169568230821,25
Tobias Harris,0.512,0.7795169568230821,25
Shai Gilgeous-Alexander,0.508,0.7125657672833559,27
Zach LaVine,0.507,0.6958279698984243,28
Kyrie Irving,0.506,0.6790901725134928,29
Jae'Sean Tate,0.506,0.6790901725134928,29
Joe Harris,0.505,0.6623523751285613,31
Marvin Bagley III,0.504,0.6456145777436297,32
Wendell Carter Jr.,0.503,0.6288767803586982,33
Miles Bridges,0.503,0.6288767803586982,33
Jrue Holiday,0.503,0.6288767803586982,33
Brook Lopez,0.503,0.6288767803586982,33
Chris Paul,0.499,0.561925590818972,37
Jimmy Butler III,0.497,0.5284499960491089,38
Harrison Barnes,0.497,0.5284499960491089,38
DeMar DeRozan,0.495,0.49497440127924586,40
Andre Drummond,0.493,0.46149880650938274,41
Jeff Green,0.492,0.4447610091244512,42
Anthony Davis,0.491,0.4280232117395197,43
Joe Ingles,0.489,0.3945476169696566,44
Karl-Anthony Towns,0.486,0.344334224814862,45
Kendrick Nunn,0.485,0.32759642742993045,46
Bradley Beal,0.485,0.32759642742993045,46
De'Andre Hunter,0.484,0.3108586300449989,48
Jaylen Brown,0.484,0.3108586300449989,48
Kelly Olynyk,0.484,0.3108586300449989,48
Devin Booker,0.484,0.3108586300449989,48
Patrick Williams,0.483,0.29412083266006733,52
Stephen Curry,0.482,0.2773830352751358,53
Monté Morris,0.481,0.2606452378902043,54
Lauri Markkanen,0.48,0.24390744050527274,55
OG Anunoby,0.48,0.24390744050527274,55
Luka Dončić,0.479,0.22716964312034119,57
Keldon Johnson,0.479,0.22716964312034119,57
Rui Hachimura,0.478,0.21043184573540966,59
Andrew Wiggins,0.477,0.1936940483504781,60
Norman Powell,0.477,0.1936940483504781,60
Nikola Vučević,0.477,0.1936940483504781,60
Jamal Murray,0.477,0.1936940483504781,60
Myles Turner,0.477,0.1936940483504781,60
De'Aaron Fox,0.477,0.1936940483504781,60
Khris Middleton,0.476,0.17695625096554657,66
Kristaps Porziņģis,0.476,0.17695625096554657,66
Collin Sexton,0.475,0.16021845358061504,68
Bogdan Bogdanović,0.473,0.12674285881075195,69
Marcus Morris Sr.,0.473,0.12674285881075195,69
Gordon Hayward,0.473,0.12674285881075195,69
LaMarcus Aldridge,0.473,0.12674285881075195,69
Tyrese Haliburton,0.472,0.11000506142582041,73
Dorian Finney-Smith,0.472,0.11000506142582041,73
Larry Nance Jr.,0.471,0.09326726404088886,75
Derrick Rose,0.47,0.07652946665595732,76
Kyle Anderson,0.468,0.04305387188609518,77
Seth Curry,0.467,0.026316074501163633,78
Paul George,0.467,0.026316074501163633,78
James Harden,0.466,0.009578277116232091,80
Brandon Ingram,0.466,0.009578277116232091,80
Nicolas Batum,0.464,-0.02389731765363099,82
Aaron Gordon,0.463,-0.04063511503856253,83
Delon Wright,0.463,-0.04063511503856253,83
Jayson Tatum,0.459,-0.10758630457828869,85
CJ McCollum,0.458,-0.12432410196322023,86
Evan Fournier,0.457,-0.14106189934815178,87
Julius Randle,0.456,-0.1577996967330833,88
Pascal Siakam,0.455,-0.17453749411801486,89
Dejounte Murray,0.453,-0.20801308888787795,90
Malcolm Brogdon,0.453,-0.20801308888787795,90
Damian Lillard,0.451,-0.241488683657741,92
Darius Garland,0.451,-0.241488683657741,92
Terry Rozier,0.45,-0.25822648104267254,94
Al Horford,0.45,-0.25822648104267254,94
Ja Morant,0.449,-0.2749642784276041,96
Draymond Green,0.447,-0.3084398731974672,97
Tim Hardaway Jr.,0.447,-0.3084398731974672,97
Mike Conley,0.444,-0.35865326535226183,99
Royce O'Neale,0.444,-0.35865326535226183,99
Kyle Kuzma,0.443,-0.37539106273719336,101
Reggie Bullock Jr.,0.442,-0.3921288601221249,102
RJ Barrett,0.441,-0.4088666575070564,103
Caris LeVert,0.441,-0.4088666575070564,103
Malik Beasley,0.44,-0.42560445489198795,105
P.J. Washington,0.44,-0.42560445489198795,105
Josh Hart,0.439,-0.44234225227691953,107
Tyler Herro,0.439,-0.44234225227691953,107
Kelly Oubre Jr.,0.439,-0.44234225227691953,107
Bojan Bogdanović,0.439,-0.44234225227691953,107
Russell Westbrook,0.439,-0.44234225227691953,107
Duncan Robinson,0.439,-0.44234225227691953,107
Donovan Mitchell,0.438,-0.45908004966185106,113
Trae Young,0.438,-0.45908004966185106,113
Dennis Schröder,0.437,-0.4758178470467826,115
LaMelo Ball,0.436,-0.4925556444317141,116
Kyle Lowry,0.436,-0.4925556444317141,116
Eric Gordon,0.433,-0.5427690365865088,118
Goran Dragic,0.432,-0.5595068339714403,119
Kevin Huerter,0.432,-0.5595068339714403,119
D'Angelo Russell,0.431,-0.5762446313563718,121
Kentavious Caldwell-Pope,0.431,-0.5762446313563718,121
Jerami Grant,0.429,-0.6097202261262349,123
Josh Richardson,0.427,-0.643195820896098,124
Will Barton,0.426,-0.6599336182810296,125
Jordan Clarkson,0.425,-0.6766714156659611,126
Kevin Porter Jr.,0.425,-0.6766714156659611,126
Blake Griffin,0.423,-0.7101470104358242,128
Maxi Kleber,0.422,-0.7268848078207557,129
Eric Bledsoe,0.421,-0.7436226052056872,130
Lonnie Walker IV,0.42,-0.7603604025906188,131
Isaac Okoro,0.42,-0.7603604025906188,131
Alec Burks,0.42,-0.7603604025906188,131
Donte DiVincenzo,0.42,-0.7603604025906188,131
Kemba Walker,0.42,-0.7603604025906188,131
