PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Kyrie Irving,0.473,0.2069237670057054,49
Elfrid Payton,0.471,0.17139366014403465,51
Derrick Rose,0.471,0.17139366014403465,51
Gordon Hayward,0.471,0.17139366014403465,51
Nikola Vučević,0.468,0.11809849985152952,54
Stephen Curry,0.468,0.11809849985152952,54
Klay Thompson,0.468,0.11809849985152952,54
Harrison Barnes,0.468,0.11809849985152952,54
Allen Crabbe,0.468,0.11809849985152952,54
DeMar DeRozan,0.467,0.10033344642069415,59
Joel Embiid,0.466,0.08256839298985878,60
Tony Parker,0.466,0.08256839298985878,60
Kyle Lowry,0.464,0.04703828612818804,62
Kyle Korver,0.464,0.04703828612818804,62
Andre Roberson,0.464,0.04703828612818804,62
Isaiah Thomas,0.463,0.029273232697352675,65
Jae Crowder,0.463,0.029273232697352675,65
Avery Bradley,0.463,0.029273232697352675,65
Paul George,0.461,-0.006256874164318067,68
Wilson Chandler,0.461,-0.006256874164318067,68
T.J. McConnell,0.461,-0.006256874164318067,68
Tony Allen,0.461,-0.006256874164318067,68
Mike Conley,0.46,-0.02402192759515344,72
Marc Gasol,0.459,-0.04178698102598881,73
Zach LaVine,0.459,-0.04178698102598881,73
Markieff Morris,0.457,-0.07731708788765955,75
Malcolm Brogdon,0.457,-0.07731708788765955,75
Courtney Lee,0.456,-0.09508214131849492,77
Jimmy Butler III,0.455,-0.11284719474933029,78
Tony Snell,0.455,-0.11284719474933029,78
Tim Hardaway Jr.,0.455,-0.11284719474933029,78
Rudy Gay,0.455,-0.11284719474933029,78
Ty Lawson,0.454,-0.13061224818016567,82
Aaron Gordon,0.454,-0.13061224818016567,82
Jrue Holiday,0.454,-0.13061224818016567,82
DeMarcus Cousins,0.452,-0.16614235504183641,85
Andrew Wiggins,0.452,-0.16614235504183641,85
John Wall,0.451,-0.18390740847267179,87
Dennis Schröder,0.451,-0.18390740847267179,87
Khris Middleton,0.45,-0.20167246190350716,89
Kristaps Porziņģis,0.45,-0.20167246190350716,89
Danilo Gallinari,0.447,-0.25496762219601327,91
Bojan Bogdanović,0.445,-0.290497729057684,92
Jordan Clarkson,0.445,-0.290497729057684,92
JJ Redick,0.445,-0.290497729057684,92
Damian Lillard,0.444,-0.30826278248851935,95
Jameer Nelson,0.444,-0.30826278248851935,95
Kemba Walker,0.444,-0.30826278248851935,95
Will Barton,0.443,-0.32602783591935475,98
Monta Ellis,0.443,-0.32602783591935475,98
Jeff Teague,0.442,-0.3437928893501901,100
Austin Rivers,0.442,-0.3437928893501901,100
Victor Oladipo,0.442,-0.3437928893501901,100
Paul Millsap,0.442,-0.3437928893501901,100
Thabo Sefolosha,0.441,-0.3615579427810255,104
James Harden,0.44,-0.37932299621186083,105
Arron Afflalo,0.44,-0.37932299621186083,105
Evan Fournier,0.439,-0.39708804964269623,107
Deron Williams,0.438,-0.4148531030735316,108
Dirk Nowitzki,0.437,-0.43261815650436697,109
Terrence Ross,0.437,-0.43261815650436697,109
Eric Bledsoe,0.434,-0.4859133167968731,111
Dwyane Wade,0.434,-0.4859133167968731,111
Carmelo Anthony,0.433,-0.5036783702277084,113
Tyler Johnson,0.433,-0.5036783702277084,113
Ersan Ilyasova,0.431,-0.5392084770893792,115
Nick Young,0.43,-0.5569735305202146,116
Kevin Love,0.427,-0.6102686908127207,117
Evan Turner,0.426,-0.6280337442435561,118
Russell Westbrook,0.425,-0.6457987976743914,119
Dion Waiters,0.424,-0.6635638511052268,120
Garrett Temple,0.424,-0.6635638511052268,120
Devin Booker,0.423,-0.6813289045360622,122
Marvin Williams,0.422,-0.6990939579668976,123
Patrick Beverley,0.42,-0.7346240648285682,124
Reggie Jackson,0.419,-0.7523891182594037,125
Marcus Morris Sr.,0.418,-0.770154171690239,126
Draymond Green,0.418,-0.770154171690239,126
Ryan Anderson,0.418,-0.770154171690239,126
Sean Kilpatrick,0.415,-0.8234493319827452,129
P.J. Tucker,0.413,-0.8589794388444159,130
Rodney McGruder,0.413,-0.8589794388444159,130
Jamal Crawford,0.413,-0.8589794388444159,130
Iman Shumpert,0.411,-0.8945095457060867,133
Dario Šarić,0.411,-0.8945095457060867,133
Trevor Ariza,0.409,-0.9300396525677573,135
Kent Bazemore,0.409,-0.9300396525677573,135
Rajon Rondo,0.408,-0.9478047059985927,137
Rodney Hood,0.408,-0.9478047059985927,137
Yogi Ferrell,0.406,-0.9833348128602625,139
Eric Gordon,0.406,-0.9833348128602625,139
D'Angelo Russell,0.405,-1.001099866291098,141
Nicolas Batum,0.403,-1.0366299731527686,142
Ricky Rubio,0.402,-1.054395026583604,143
Brandon Ingram,0.402,-1.054395026583604,143
DeMarre Carroll,0.4,-1.0899251334452746,145
Kentavious Caldwell-Pope,0.399,-1.10769018687611,146
Robert Covington,0.399,-1.10769018687611,146
Frank Kaminsky,0.399,-1.10769018687611,146
Nik Stauskas,0.396,-1.1609853471686162,149
Josh Richardson,0.394,-1.196515454030287,150
Wesley Matthews,0.393,-1.2142805074611223,151
Al-Farouq Aminu,0.393,-1.2142805074611223,151
Danny Green,0.392,-1.2320455608919576,153
Matthew Dellavedova,0.39,-1.2675756677536285,154
Luol Deng,0.387,-1.3208708280461345,155
Solomon Hill,0.383,-1.391931041769476,156
Emmanuel Mudiay,0.377,-1.4985213623544882,157
Marcus Smart,0.359,-1.818292324109525,158
JR Smith,0.346,-2.0492380187103847,159
