PlayerName,ThreePointPct,ThreePointPct_ZScore,ThreePointPct_Rank
Pau Gasol,0.538,1.9880649464445024,1
Jonas Valančiūnas,0.5,1.6228287385140203,2
Kyle Korver,0.451,1.1518662598668206,3
Allen Crabbe,0.444,1.0845859057743632,4
Otto Porter Jr.,0.434,0.9884711142137101,5
Khris Middleton,0.433,0.9788596350576448,6
JJ Redick,0.429,0.9404137184333835,7
Seth Curry,0.425,0.9019678018091223,8
CJ McCollum,0.421,0.8635218851848611,9
Gary Harris,0.42,0.8539104060287958,10
Darren Collison,0.417,0.8250759685605997,11
Klay Thompson,0.414,0.7962415310924038,12
Kyle Lowry,0.412,0.7770185727802732,13
Arron Afflalo,0.411,0.7674070936242079,14
Chris Paul,0.411,0.7674070936242079,14
Stephen Curry,0.411,0.7674070936242079,14
LaMarcus Aldridge,0.411,0.7674070936242079,14
Mike Conley,0.408,0.738572656156012,18
Tony Snell,0.406,0.7193496978438818,19
Goran Dragic,0.405,0.7097382186878165,20
Bradley Beal,0.404,0.7001267395317512,21
Malcolm Brogdon,0.404,0.7001267395317512,21
Nick Young,0.404,0.7001267395317512,21
George Hill,0.403,0.6905152603756859,24
Ryan Anderson,0.403,0.6905152603756859,24
Courtney Lee,0.401,0.6712923020635553,26
Kyrie Irving,0.401,0.6712923020635553,26
Kemba Walker,0.399,0.6520693437514247,28
Gordon Hayward,0.398,0.6424578645953594,29
Jae Crowder,0.398,0.6424578645953594,29
Dion Waiters,0.395,0.6136234271271633,31
Paul George,0.393,0.5944004688150327,32
Serge Ibaka,0.391,0.5751775105029021,33
Avery Bradley,0.39,0.5655660313468368,34
Danilo Gallinari,0.389,0.5559545521907715,35
Marc Gasol,0.388,0.5463430730347062,36
Jameer Nelson,0.388,0.5463430730347062,36
Zach LaVine,0.387,0.5367315938786409,38
Yogi Ferrell,0.386,0.5271201147225755,39
Patrick Beverley,0.382,0.48867419809831425,40
Thaddeus Young,0.381,0.47906271894224894,41
Kawhi Leonard,0.38,0.46945123978618364,42
JaMychal Green,0.379,0.45983976063011833,43
Isaiah Thomas,0.379,0.45983976063011833,43
Danny Green,0.379,0.45983976063011833,43
Dirk Nowitzki,0.378,0.450228281474053,46
Rajon Rondo,0.376,0.43100532316192236,47
Kevin Durant,0.375,0.42139384400585705,48
Garrett Temple,0.373,0.40217088569372644,49
Kevin Love,0.373,0.40217088569372644,49
Rudy Gay,0.372,0.3925594065376611,51
Gorgui Dieng,0.372,0.3925594065376611,51
Tyler Johnson,0.372,0.3925594065376611,51
Eric Gordon,0.372,0.3925594065376611,51
Rodney Hood,0.371,0.3829479273815958,55
Austin Rivers,0.371,0.3829479273815958,55
Damian Lillard,0.37,0.37333644822553047,57
Will Barton,0.37,0.37333644822553047,57
Nik Stauskas,0.368,0.35411348991339986,59
Joel Embiid,0.367,0.34450201075733455,60
Jimmy Butler III,0.367,0.34450201075733455,60
Matthew Dellavedova,0.367,0.34450201075733455,60
Karl-Anthony Towns,0.367,0.34450201075733455,60
Bojan Bogdanović,0.367,0.34450201075733455,60
Jabari Parker,0.365,0.3252790524452039,65
Deron Williams,0.363,0.3060560941330733,66
LeBron James,0.363,0.3060560941330733,66
Devin Booker,0.363,0.3060560941330733,66
Wesley Matthews,0.363,0.3060560941330733,66
Terrence Ross,0.363,0.3060560941330733,66
Andre Iguodala,0.362,0.29644461497700797,71
Markieff Morris,0.362,0.29644461497700797,71
Victor Oladipo,0.361,0.28683313582094266,73
DeMarcus Cousins,0.361,0.28683313582094266,73
Jamal Crawford,0.36,0.2772216566648773,75
Iman Shumpert,0.36,0.2772216566648773,75
Carmelo Anthony,0.359,0.267610177508812,77
Reggie Jackson,0.359,0.267610177508812,77
Jeff Teague,0.357,0.24838721919668139,79
P.J. Tucker,0.357,0.24838721919668139,79
Tim Hardaway Jr.,0.357,0.24838721919668139,79
Kristaps Porziņģis,0.357,0.24838721919668139,79
Andrew Wiggins,0.356,0.23877574004061605,83
Evan Fournier,0.356,0.23877574004061605,83
Jrue Holiday,0.356,0.23877574004061605,83
Al Horford,0.355,0.22916426088455075,86
Ersan Ilyasova,0.353,0.2099413025724201,87
D'Angelo Russell,0.352,0.2003298234163548,88
Maurice Harkless,0.351,0.1907183442602895,89
Harrison Barnes,0.351,0.1907183442602895,89
JR Smith,0.351,0.1907183442602895,89
Marvin Williams,0.35,0.18110686510422416,92
Kentavious Caldwell-Pope,0.35,0.18110686510422416,92
Myles Turner,0.348,0.16188390679209355,94
Solomon Hill,0.348,0.16188390679209355,94
James Harden,0.347,0.15227242763602822,96
Tobias Harris,0.347,0.15227242763602822,96
Brook Lopez,0.346,0.1426609484799629,98
Kent Bazemore,0.346,0.1426609484799629,98
Trevor Ariza,0.344,0.12343799016783227,100
Russell Westbrook,0.343,0.1138265110117675,101
