PlayerName,Assists,Assists_ZScore,Assists_Rank
P.J. Tucker,1.2,-0.9363654643797983,138
Rudy Gobert,1.2,-0.9363654643797983,138
Steven Adams,1.1,-0.9826308804259102,143
T.J. Warren,1.1,-0.9826308804259102,143
Terrence Ross,1.1,-0.9826308804259102,143
Maurice Harkless,1.1,-0.9826308804259102,143
JaMychal Green,1.1,-0.9826308804259102,143
Andre Drummond,1.1,-0.9826308804259102,143
Andre Roberson,1.0,-1.028896296472022,149
Robin Lopez,1.0,-1.028896296472022,149
Nick Young,1.0,-1.028896296472022,149
DeMarre Carroll,1.0,-1.028896296472022,149
Tristan Thompson,1.0,-1.028896296472022,149
Taj Gibson,0.9,-1.0751617125181339,154
Serge Ibaka,0.9,-1.0751617125181339,154
Ryan Anderson,0.9,-1.0751617125181339,154
Jonas Valančiūnas,0.7,-1.1676925446103574,157
Hassan Whiteside,0.7,-1.1676925446103574,157
Tyson Chandler,0.6,-1.2139579606564694,159
