PlayerName,Turnovers,Turnovers_ZScore,Turnovers_Rank
James Harden,5.7,4.6239544233941725,1
Russell Westbrook,5.4,4.2680934585734205,2
John Wall,4.1,2.726029277683495,3
LeBron James,4.1,2.726029277683495,3
Joel Embiid,3.8,2.3701683128627433,5
DeMarcus Cousins,3.7,2.2515479912558263,6
Eric Bledsoe,3.4,1.895687026435074,7
Dennis Schröder,3.3,1.7770667048281568,8
Devin Booker,3.1,1.5398260616143224,9
Stephen Curry,3.0,1.421205740007405,10
Kyle Lowry,2.9,1.3025854184004875,11
Paul George,2.9,1.3025854184004875,11
Jrue Holiday,2.9,1.3025854184004875,11
Goran Dragic,2.9,1.3025854184004875,11
Giannis Antetokounmpo,2.9,1.3025854184004875,11
D'Angelo Russell,2.8,1.1839650967935702,16
Isaiah Thomas,2.8,1.1839650967935702,16
Damian Lillard,2.6,0.9467244535797359,18
Ricky Rubio,2.6,0.9467244535797359,18
Karl-Anthony Towns,2.6,0.9467244535797359,18
Jeff Teague,2.6,0.9467244535797359,18
Brook Lopez,2.5,0.8281041319728184,22
Rudy Gay,2.5,0.8281041319728184,22
Kyrie Irving,2.5,0.8281041319728184,22
Nicolas Batum,2.5,0.8281041319728184,22
Rajon Rondo,2.4,0.709483810365901,26
Anthony Davis,2.4,0.709483810365901,26
DeMar DeRozan,2.4,0.709483810365901,26
Chris Paul,2.4,0.709483810365901,26
Draymond Green,2.4,0.709483810365901,26
Dwight Howard,2.3,0.5908634887589836,31
Julius Randle,2.3,0.5908634887589836,31
Mike Conley,2.3,0.5908634887589836,31
James Johnson,2.3,0.5908634887589836,31
Dwyane Wade,2.3,0.5908634887589836,31
Derrick Rose,2.3,0.5908634887589836,31
Andrew Wiggins,2.3,0.5908634887589836,31
Blake Griffin,2.3,0.5908634887589836,31
Nikola Jokić,2.3,0.5908634887589836,31
Paul Millsap,2.3,0.5908634887589836,31
Dario Šarić,2.3,0.5908634887589836,31
CJ McCollum,2.2,0.47224316715206677,42
Marc Gasol,2.2,0.47224316715206677,42
Khris Middleton,2.2,0.47224316715206677,42
Kevin Durant,2.2,0.47224316715206677,42
Reggie Jackson,2.2,0.47224316715206677,42
Emmanuel Mudiay,2.2,0.47224316715206677,42
Elfrid Payton,2.2,0.47224316715206677,42
Deron Williams,2.2,0.47224316715206677,42
Dion Waiters,2.2,0.47224316715206677,42
Kemba Walker,2.1,0.35362284554514933,51
Kawhi Leonard,2.1,0.35362284554514933,51
Jimmy Butler III,2.1,0.35362284554514933,51
Evan Fournier,2.1,0.35362284554514933,51
Carmelo Anthony,2.1,0.35362284554514933,51
T.J. McConnell,2.0,0.23500252393823196,56
Jordan Clarkson,2.0,0.23500252393823196,56
Marcus Smart,2.0,0.23500252393823196,56
Hassan Whiteside,2.0,0.23500252393823196,56
Kevin Love,2.0,0.23500252393823196,56
Robert Covington,2.0,0.23500252393823196,56
Bradley Beal,2.0,0.23500252393823196,56
Ty Lawson,1.9,0.11638220233131454,63
Andre Drummond,1.9,0.11638220233131454,63
Gordon Hayward,1.9,0.11638220233131454,63
Sean Kilpatrick,1.9,0.11638220233131454,63
Steven Adams,1.8,-0.002238119275602608,67
Kristaps Porziņģis,1.8,-0.002238119275602608,67
Victor Oladipo,1.8,-0.002238119275602608,67
Rudy Gobert,1.8,-0.002238119275602608,67
Monta Ellis,1.8,-0.002238119275602608,67
Matthew Dellavedova,1.8,-0.002238119275602608,67
Zach LaVine,1.8,-0.002238119275602608,67
Jabari Parker,1.8,-0.002238119275602608,67
Al Horford,1.7,-0.12085844088252001,75
George Hill,1.7,-0.12085844088252001,75
Jameer Nelson,1.7,-0.12085844088252001,75
Mason Plumlee,1.7,-0.12085844088252001,75
Markieff Morris,1.7,-0.12085844088252001,75
Kent Bazemore,1.7,-0.12085844088252001,75
Darren Collison,1.7,-0.12085844088252001,75
Nik Stauskas,1.6,-0.23947876248943717,82
Klay Thompson,1.6,-0.23947876248943717,82
Bojan Bogdanović,1.6,-0.23947876248943717,82
Austin Rivers,1.6,-0.23947876248943717,82
Wilson Chandler,1.6,-0.23947876248943717,82
Nikola Vučević,1.6,-0.23947876248943717,82
Jamal Crawford,1.6,-0.23947876248943717,82
Eric Gordon,1.6,-0.23947876248943717,82
Avery Bradley,1.6,-0.23947876248943717,82
Will Barton,1.6,-0.23947876248943717,82
Evan Turner,1.5,-0.35809908409635455,92
Patrick Beverley,1.5,-0.35809908409635455,92
Marcin Gortat,1.5,-0.35809908409635455,92
Malcolm Brogdon,1.5,-0.35809908409635455,92
Al-Farouq Aminu,1.5,-0.35809908409635455,92
Brandon Ingram,1.5,-0.35809908409635455,92
Yogi Ferrell,1.5,-0.35809908409635455,92
Tony Parker,1.4,-0.476719405703272,99
Tony Allen,1.4,-0.476719405703272,99
Wesley Matthews,1.4,-0.476719405703272,99
Ersan Ilyasova,1.4,-0.476719405703272,99
Tyson Chandler,1.4,-0.476719405703272,99
DeAndre Jordan,1.4,-0.476719405703272,99
LaMarcus Aldridge,1.4,-0.476719405703272,99
Pau Gasol,1.3,-0.5953397273101891,106
Tim Hardaway Jr.,1.3,-0.5953397273101891,106
Serge Ibaka,1.3,-0.5953397273101891,106
Seth Curry,1.3,-0.5953397273101891,106
Thaddeus Young,1.3,-0.5953397273101891,106
Danilo Gallinari,1.3,-0.5953397273101891,106
Taj Gibson,1.3,-0.5953397273101891,106
Myles Turner,1.3,-0.5953397273101891,106
Jonas Valančiūnas,1.3,-0.5953397273101891,106
Gary Harris,1.3,-0.5953397273101891,106
JJ Redick,1.3,-0.5953397273101891,106
Harrison Barnes,1.3,-0.5953397273101891,106
Gorgui Dieng,1.3,-0.5953397273101891,106
Josh Richardson,1.2,-0.7139600489171065,119
JaMychal Green,1.2,-0.7139600489171065,119
Tobias Harris,1.2,-0.7139600489171065,119
Garrett Temple,1.2,-0.7139600489171065,119
Tyler Johnson,1.2,-0.7139600489171065,119
Jae Crowder,1.1,-0.8325803705240237,124
Kentavious Caldwell-Pope,1.1,-0.8325803705240237,124
Rodney Hood,1.1,-0.8325803705240237,124
Danny Green,1.1,-0.8325803705240237,124
Marcus Morris Sr.,1.1,-0.8325803705240237,124
Maurice Harkless,1.1,-0.8325803705240237,124
Robin Lopez,1.1,-0.8325803705240237,124
Aaron Gordon,1.1,-0.8325803705240237,124
Cody Zeller,1.0,-0.951200692130941,132
Iman Shumpert,1.0,-0.951200692130941,132
Kyle Korver,1.0,-0.951200692130941,132
Frank Kaminsky,1.0,-0.951200692130941,132
Solomon Hill,1.0,-0.951200692130941,132
Trevor Ariza,0.9,-1.0698210137378583,137
Terrence Ross,0.9,-1.0698210137378583,137
Thabo Sefolosha,0.9,-1.0698210137378583,137
Jon Leuer,0.9,-1.0698210137378583,137
Dirk Nowitzki,0.9,-1.0698210137378583,137
T.J. Warren,0.9,-1.0698210137378583,137
Courtney Lee,0.9,-1.0698210137378583,137
Allen Crabbe,0.8,-1.1884413353447756,144
Luol Deng,0.8,-1.1884413353447756,144
Marvin Williams,0.8,-1.1884413353447756,144
