PlayerName,Steals,Steals_ZScore,Steals_Rank
Draymond Green,2.0,2.5964484199685494,1
John Wall,2.0,2.5964484199685494,1
Chris Paul,2.0,2.5964484199685494,1
Robert Covington,1.9,2.3361487359994446,4
Jimmy Butler III,1.9,2.3361487359994446,4
Kawhi Leonard,1.8,2.0758490520303408,6
Trevor Ariza,1.8,2.0758490520303408,6
Stephen Curry,1.8,2.0758490520303408,6
T.J. McConnell,1.7,1.8155493680612365,9
Ricky Rubio,1.7,1.8155493680612365,9
Marcus Smart,1.6,1.5552496840921326,11
Paul George,1.6,1.5552496840921326,11
Giannis Antetokounmpo,1.6,1.5552496840921326,11
Russell Westbrook,1.6,1.5552496840921326,11
Tony Allen,1.6,1.5552496840921326,11
Otto Porter Jr.,1.5,1.294950000123028,16
Patrick Beverley,1.5,1.294950000123028,16
Rudy Gay,1.5,1.294950000123028,16
Thabo Sefolosha,1.5,1.294950000123028,16
James Harden,1.5,1.294950000123028,16
Jrue Holiday,1.5,1.294950000123028,16
Thaddeus Young,1.5,1.294950000123028,16
Andre Drummond,1.5,1.294950000123028,16
Kyle Lowry,1.5,1.294950000123028,16
D'Angelo Russell,1.4,1.0346503161539236,25
Rajon Rondo,1.4,1.0346503161539236,25
P.J. Tucker,1.4,1.0346503161539236,25
Dwyane Wade,1.4,1.0346503161539236,25
DeMarcus Cousins,1.4,1.0346503161539236,25
Khris Middleton,1.4,1.0346503161539236,25
Eric Bledsoe,1.4,1.0346503161539236,25
Anthony Davis,1.3,0.7743506321848197,32
Garrett Temple,1.3,0.7743506321848197,32
Paul Millsap,1.3,0.7743506321848197,32
Mike Conley,1.3,0.7743506321848197,32
Kent Bazemore,1.2,0.5140509482157152,36
LeBron James,1.2,0.5140509482157152,36
Andre Roberson,1.2,0.5140509482157152,36
Kyrie Irving,1.2,0.5140509482157152,36
Tyler Johnson,1.2,0.5140509482157152,36
Kentavious Caldwell-Pope,1.2,0.5140509482157152,36
Avery Bradley,1.2,0.5140509482157152,36
