PlayerName,Points,Points_ZScore,Points_Rank
T.J. Warren,14.4,-0.07880570797748787,70
Dirk Nowitzki,14.2,-0.11370851457475963,71
Marcus Morris Sr.,14.0,-0.14861132117203107,72
Markieff Morris,14.0,-0.14861132117203107,72
Al Horford,14.0,-0.14861132117203107,72
Rudy Gobert,14.0,-0.14861132117203107,72
Jae Crowder,13.9,-0.1660627244706668,76
Kentavious Caldwell-Pope,13.8,-0.1835141277693025,77
Bojan Bogdanović,13.7,-0.20096553106793855,78
Will Barton,13.7,-0.20096553106793855,78
Tyler Johnson,13.7,-0.20096553106793855,78
Andre Drummond,13.6,-0.21841693436657428,81
Ryan Anderson,13.6,-0.21841693436657428,81
Dwight Howard,13.5,-0.23586833766520998,83
Wesley Matthews,13.5,-0.23586833766520998,83
Otto Porter Jr.,13.4,-0.25331974096384574,85
Darren Collison,13.2,-0.2882225475611175,86
Nick Young,13.2,-0.2882225475611175,86
Julius Randle,13.2,-0.2882225475611175,86
Ersan Ilyasova,13.1,-0.3056739508597532,89
Sean Kilpatrick,13.1,-0.3056739508597532,89
Robert Covington,12.9,-0.34057675745702465,91
Seth Curry,12.8,-0.35802816075566035,92
Dario Šarić,12.8,-0.35802816075566035,92
Elfrid Payton,12.8,-0.35802816075566035,92
James Johnson,12.8,-0.35802816075566035,92
Rodney Hood,12.7,-0.3754795640542964,96
Aaron Gordon,12.7,-0.3754795640542964,96
DeAndre Jordan,12.7,-0.3754795640542964,96
Pau Gasol,12.4,-0.42783377395020356,99
Jamal Crawford,12.3,-0.4452851772488393,100
Jonas Valančiūnas,12.0,-0.49763938714474676,101
Austin Rivers,12.0,-0.49763938714474676,101
Frank Kaminsky,11.7,-0.5499935970406542,103
Trevor Ariza,11.7,-0.5499935970406542,103
Steven Adams,11.3,-0.6197992102351971,105
Marvin Williams,11.2,-0.6372506135338332,106
Ricky Rubio,11.1,-0.6547020168324689,107
Emmanuel Mudiay,11.0,-0.6721534201311046,108
Deron Williams,11.0,-0.6721534201311046,108
Thaddeus Young,11.0,-0.6721534201311046,108
Terrence Ross,11.0,-0.6721534201311046,108
Kent Bazemore,11.0,-0.6721534201311046,108
Courtney Lee,10.8,-0.7070562267283761,113
Marcin Gortat,10.8,-0.7070562267283761,113
Taj Gibson,10.8,-0.7070562267283761,113
Allen Crabbe,10.7,-0.7245076300270121,116
Marcus Smart,10.6,-0.7419590333256478,117
Mason Plumlee,10.4,-0.7768618399229192,118
Robin Lopez,10.4,-0.7768618399229192,118
Cody Zeller,10.3,-0.7943132432215549,120
Draymond Green,10.2,-0.811764646520191,121
Jon Leuer,10.2,-0.811764646520191,121
Malcolm Brogdon,10.2,-0.811764646520191,121
Josh Richardson,10.2,-0.811764646520191,121
Kyle Korver,10.1,-0.8292160498188268,125
Tony Parker,10.1,-0.8292160498188268,125
Maurice Harkless,10.0,-0.8466674531174625,127
Yogi Ferrell,10.0,-0.8466674531174625,127
Gorgui Dieng,10.0,-0.8466674531174625,127
Ty Lawson,9.9,-0.8641188564160982,130
Patrick Beverley,9.5,-0.9339244696106414,131
Nik Stauskas,9.5,-0.9339244696106414,131
Brandon Ingram,9.4,-0.9513758729092772,133
Jameer Nelson,9.2,-0.9862786795065489,134
Michael Kidd-Gilchrist,9.2,-0.9862786795065489,134
Tony Allen,9.1,-1.0037300828051845,136
Evan Turner,9.0,-1.0211814861038204,137
DeMarre Carroll,8.9,-1.0386328894024561,138
JaMychal Green,8.9,-1.0386328894024561,138
Al-Farouq Aminu,8.7,-1.0735356959997278,140
JR Smith,8.6,-1.0909870992983635,141
Tony Snell,8.5,-1.1084385025969992,142
Monta Ellis,8.5,-1.1084385025969992,142
Tyson Chandler,8.4,-1.1258899058956349,144
Arron Afflalo,8.4,-1.1258899058956349,144
Tristan Thompson,8.1,-1.1782441157915424,146
Rajon Rondo,7.8,-1.2305983256874498,147
Garrett Temple,7.8,-1.2305983256874498,147
Andre Iguodala,7.6,-1.2655011322847214,149
Matthew Dellavedova,7.6,-1.2655011322847214,149
Luol Deng,7.6,-1.2655011322847214,149
Iman Shumpert,7.5,-1.282952535583357,152
Danny Green,7.3,-1.3178553421806287,153
Thabo Sefolosha,7.2,-1.3353067454792644,154
Solomon Hill,7.0,-1.370209552076536,155
T.J. McConnell,6.9,-1.3876609553751718,156
P.J. Tucker,6.7,-1.4225637619724434,157
Andre Roberson,6.6,-1.4400151652710793,158
Rodney McGruder,6.4,-1.4749179718683507,159
