PlayerName,FieldGoalPct,FieldGoalPct_ZScore,FieldGoalPct_Rank
Rudy Gobert,0.693,3.9383358221308367,1
Jarrett Allen,0.649,3.178073954598181,2
Richaun Holmes,0.648,3.160795275790621,3
Dwight Powell,0.638,2.9880084877150166,4
Clint Capela,0.629,2.832500378446973,5
Hassan Whiteside,0.621,2.6942709479864897,6
Steven Adams,0.592,2.193189262567238,7
Jonas Valančiūnas,0.585,2.0722385109143153,8
John Collins,0.583,2.0376811532991943,9
Zion Williamson,0.583,2.0376811532991943,9
Montrezl Harrell,0.58,1.9858451168765132,11
Ben Simmons,0.58,1.9858451168765132,11
Bam Adebayo,0.557,1.588435504302626,13
Giannis Antetokounmpo,0.553,1.5193207890723843,14
Deandre Ayton,0.546,1.3983700374194614,15
Domantas Sabonis,0.54,1.294697964574099,16
T.J. Warren,0.536,1.2255832493438574,17
Wendell Carter Jr.,0.534,1.1910258917287366,18
Andre Drummond,0.533,1.1737472129211763,19
Larry Nance Jr.,0.531,1.1391898553060555,20
DeMar DeRozan,0.531,1.1391898553060555,20
Nikola Jokić,0.528,1.0873538188833742,22
Serge Ibaka,0.512,0.8108949579624078,23
Tristan Thompson,0.512,0.8108949579624078,23
Mikal Bridges,0.51,0.776337600347287,25
Karl-Anthony Towns,0.508,0.7417802427321663,26
Rodney Hood,0.506,0.7072228851170455,27
OG Anunoby,0.505,0.689944206309485,28
Anthony Davis,0.503,0.6553868486943643,29
Gordon Hayward,0.5,0.603550812271683,30
Khris Middleton,0.497,0.5517147758490017,31
Eric Paschall,0.497,0.5517147758490017,31
Norman Powell,0.495,0.517157418233881,33
LeBron James,0.493,0.4826000606187602,34
LaMarcus Aldridge,0.493,0.4826000606187602,34
Derrick Rose,0.49,0.43076402419607895,36
Chris Paul,0.489,0.41348534538851855,37
Devin Booker,0.489,0.41348534538851855,37
Glenn Robinson III,0.486,0.36164930896583736,39
Joe Harris,0.486,0.36164930896583736,39
Jaylen Brown,0.481,0.27525591492803536,41
Nemanja Bjelica,0.481,0.27525591492803536,41
De'Aaron Fox,0.48,0.25797723612047496,43
Jerami Grant,0.478,0.22341987850535414,44
Kyrie Irving,0.478,0.22341987850535414,44
Joel Embiid,0.477,0.20614119969779374,46
Ja Morant,0.477,0.20614119969779374,46
Nikola Vučević,0.477,0.20614119969779374,46
Eric Bledsoe,0.475,0.17158384208267294,49
Russell Westbrook,0.472,0.11974780565999174,50
Collin Sexton,0.472,0.11974780565999174,50
Shai Gilgeous-Alexander,0.471,0.10246912685243133,52
Tobias Harris,0.471,0.10246912685243133,52
Duncan Robinson,0.47,0.08519044804487093,54
Kawhi Leonard,0.47,0.08519044804487093,54
Jonathan Isaac,0.47,0.08519044804487093,54
Dennis Schröder,0.469,0.06791176923731053,57
Jaren Jackson Jr.,0.469,0.06791176923731053,57
Evan Fournier,0.467,0.03335441162219068,59
Kentavious Caldwell-Pope,0.467,0.03335441162219068,59
Rui Hachimura,0.466,0.016075732814630282,61
Dorian Finney-Smith,0.466,0.016075732814630282,61
Markelle Fultz,0.465,-0.0012029459929301213,63
Damian Lillard,0.463,-0.03576030360805092,64
Brandon Ingram,0.463,-0.03576030360805092,64
Luka Dončić,0.463,-0.03576030360805092,64
Dejounte Murray,0.462,-0.05303898241561133,67
Maxi Kleber,0.461,-0.07031766122317173,68
Julius Randle,0.46,-0.08759634003073213,69
Harrison Barnes,0.46,-0.08759634003073213,69
Myles Turner,0.457,-0.13943237645341333,71
Jamal Murray,0.456,-0.15671105526097373,72
P.J. Washington,0.455,-0.17398973406853413,73
Bradley Beal,0.455,-0.17398973406853413,73
Jrue Holiday,0.455,-0.17398973406853413,73
Jimmy Butler III,0.455,-0.17398973406853413,73
JJ Redick,0.453,-0.20854709168365496,77
Pascal Siakam,0.453,-0.20854709168365496,77
Kelly Oubre Jr.,0.452,-0.22582577049121536,79
Jeremy Lamb,0.451,-0.24310444929877575,80
CJ McCollum,0.451,-0.24310444929877575,80
Al Horford,0.45,-0.2603831281063362,82
Jayson Tatum,0.45,-0.2603831281063362,82
Zach LaVine,0.45,-0.2603831281063362,82
Will Barton,0.45,-0.2603831281063362,82
Kevin Love,0.45,-0.2603831281063362,82
Donovan Mitchell,0.449,-0.2776618069138966,87
Andrew Wiggins,0.447,-0.3122191645290174,88
Bojan Bogdanović,0.447,-0.3122191645290174,88
Ish Smith,0.447,-0.3122191645290174,88
Tony Snell,0.445,-0.3467765221441382,91
Joe Ingles,0.445,-0.3467765221441382,91
James Harden,0.444,-0.3640552009516986,93
Bruce Brown,0.443,-0.381333879759259,94
Luke Kennard,0.442,-0.3986125585668194,95
Goran Dragic,0.441,-0.4158912373743798,96
Bogdan Bogdanović,0.44,-0.4331699161819402,97
Paul George,0.439,-0.4504485949895006,98
Kendrick Nunn,0.439,-0.4504485949895006,98
Elfrid Payton,0.439,-0.4504485949895006,98
Troy Brown Jr.,0.439,-0.4504485949895006,98
Malcolm Brogdon,0.438,-0.46772727379706097,102
Danilo Gallinari,0.438,-0.46772727379706097,102
Trevor Ariza,0.438,-0.46772727379706097,102
Marcus Morris Sr.,0.438,-0.46772727379706097,102
Cedi Osman,0.437,-0.48500595260462137,106
Trae Young,0.437,-0.48500595260462137,106
Aaron Gordon,0.437,-0.48500595260462137,106
Langston Galloway,0.435,-0.5195633102197422,109
Brook Lopez,0.435,-0.5195633102197422,109
Tim Hardaway Jr.,0.434,-0.5368419890273026,111
Dāvis Bertāns,0.434,-0.5368419890273026,111
Royce O'Neale,0.433,-0.554120667834863,113
Patrick Beverley,0.431,-0.5886780254499838,114
Josh Richardson,0.43,-0.6059567042575442,115
Tomas Satoransky,0.43,-0.6059567042575442,115
Carmelo Anthony,0.43,-0.6059567042575442,115
Buddy Hield,0.429,-0.6232353830651046,118
Tyler Herro,0.428,-0.640514061872665,119
Kristaps Porziņģis,0.427,-0.6577927406802254,120
Marc Gasol,0.427,-0.6577927406802254,120
Danuel House Jr.,0.427,-0.6577927406802254,120
D'Angelo Russell,0.426,-0.6750714194877858,123
Caris LeVert,0.425,-0.6923500982953462,124
Kemba Walker,0.425,-0.6923500982953462,124
Lauri Markkanen,0.425,-0.6923500982953462,124
Miles Bridges,0.424,-0.7096287771029066,127
Josh Hart,0.423,-0.726907455910467,128
Terry Rozier,0.423,-0.726907455910467,128
Robert Covington,0.422,-0.7441861347180274,130
Gary Harris,0.42,-0.7787434923331482,131
Lou Williams,0.418,-0.813300849948269,132
Alec Burks,0.418,-0.813300849948269,132
Bryn Forbes,0.417,-0.8305795287558294,134
Damion Lee,0.417,-0.8305795287558294,134
Kyle Lowry,0.416,-0.8478582075633898,136
Ricky Rubio,0.415,-0.8651368863709502,137
P.J. Tucker,0.415,-0.8651368863709502,137
Spencer Dinwiddie,0.415,-0.8651368863709502,137
Fred VanVleet,0.413,-0.899694243986071,140
Kevin Huerter,0.413,-0.899694243986071,140
De'Andre Hunter,0.41,-0.9515302804087522,142
Mike Conley,0.409,-0.9688089592163126,143
Dillon Brooks,0.407,-1.0033663168314335,144
Landry Shamet,0.404,-1.0552023532541137,145
Lonzo Ball,0.403,-1.072481032061674,146
Terrence Ross,0.403,-1.072481032061674,146
RJ Barrett,0.402,-1.0897597108692345,148
Jae Crowder,0.401,-1.1070383896767948,149
Darius Garland,0.401,-1.1070383896767948,149
Coby White,0.394,-1.2279891413297177,151
Draymond Green,0.389,-1.3143825353675198,152
Cam Reddish,0.384,-1.4007759294053217,153
Devonte' Graham,0.382,-1.4353332870204425,154
Garrett Temple,0.378,-1.504448002250684,155
Taurean Prince,0.376,-1.539005359865805,156
